Process Instance;Activity Name;Arrival;Start;Complete;Resources;Batch Number;Cluster Id;Batch Type;Natural Arrival Time
1;Entrada Material Sucio;2022-01-01 06:00:00;2022-01-01 06:00:00;2022-01-01 06:21:07;Usuario_AV;1;sid-5CBD3FF6-7B24-4CF2-8A46-F93DC969E27F;PARALLEL;
1;Cargado en carro L+D;2022-01-01 06:21:07;2022-01-01 06:21:07;2022-01-01 06:30:38;Usuario_AV;1;sid-7EA6B7E4-DF8E-409C-BA8B-67277BC5B31E;PARALLEL;
1;Carga L+D iniciada;2022-01-01 06:30:38;2022-01-01 06:30:38;2022-01-01 06:38:17;Usuario_AV;1;sid-AC68D104-4A40-4D25-A104-EF41EB1745A2;PARALLEL;
1;Instrumental normal;2022-01-01 06:38:17;2022-01-01 06:38:17;2022-01-01 07:38:17;Lavadora_#2;1;sid-B97A3A60-5F52-4BF8-81D8-7C005B14880E;PARALLEL;
1;Carga L+D liberada;2022-01-01 07:38:17;2022-01-01 07:38:17;2022-01-01 07:51:28;Usuario_AV;1;sid-0843CAC2-1650-439C-A750-FF8B35823E8A;PARALLEL;
1;assemply;2022-01-01 07:51:28;2022-01-01 08:15:23;2022-01-01 08:15:23;Usuario_AV;1;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;
1;Montaje;2022-01-01 08:15:23;2022-01-01 08:15:23;2022-01-01 08:15:23;;1;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-01-01 07:51:28
1;Producción montada;2022-01-01 08:15:23;2022-01-01 08:15:23;2022-01-01 08:15:23;;1;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-01-01 08:15:23
1;Composición de cargas;2022-01-01 08:15:23;2022-01-01 08:26:27;2022-01-01 08:34:06;Usuario_AV;1;sid-1E2C1856-73F2-4126-A306-F50DE79D3093;PARALLEL;
1;PRIONES;2022-01-01 08:34:06;2022-01-01 08:34:06;2022-01-01 09:43:41;Autoclave_#2;1;sid-C2BAE868-4117-4EC9-965B-EB16ABA26E8A;PARALLEL;
1;Carga de esterilizador liberada;2022-01-01 09:43:41;2022-01-01 10:14:20;2022-01-01 10:20:06;Usuario_AV;1;sid-B6CA039C-A65D-4FB9-A43D-46FA7BADDBC4;PARALLEL;
2;Entrada Material Sucio;2022-01-01 07:12:29;2022-01-01 07:12:29;2022-01-01 07:25:51;Usuario_AV;2;sid-5CBD3FF6-7B24-4CF2-8A46-F93DC969E27F;PARALLEL;
2;Cargado en carro L+D;2022-01-01 07:25:51;2022-01-01 07:25:51;2022-01-01 07:31:05;Usuario_AV;2;sid-7EA6B7E4-DF8E-409C-BA8B-67277BC5B31E;PARALLEL;
2;Carga L+D iniciada;2022-01-01 07:31:05;2022-01-01 07:31:05;2022-01-01 07:31:58;Usuario_AV;2;sid-AC68D104-4A40-4D25-A104-EF41EB1745A2;PARALLEL;
2;Instrumental normal;2022-01-01 07:31:58;2022-01-01 07:31:58;2022-01-01 08:31:58;Lavadora_#0;2;sid-B97A3A60-5F52-4BF8-81D8-7C005B14880E;PARALLEL;
2;Carga L+D liberada;2022-01-01 08:31:58;2022-01-01 08:39:36;2022-01-01 08:45:55;Usuario_AV;2;sid-0843CAC2-1650-439C-A750-FF8B35823E8A;PARALLEL;
2;assemply;2022-01-01 08:45:55;2022-01-01 09:17:11;2022-01-01 09:17:11;Usuario_AV;2;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;
2;Montaje;2022-01-01 09:17:11;2022-01-01 09:17:11;2022-01-01 09:17:11;;2;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-01-01 08:45:55
2;Producción montada;2022-01-01 09:17:11;2022-01-01 09:17:11;2022-01-01 09:17:11;;2;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-01-01 09:17:11
2;Composición de cargas;2022-01-01 09:17:11;2022-01-01 09:32:20;2022-01-01 09:33:13;Usuario_AV;2;sid-1E2C1856-73F2-4126-A306-F50DE79D3093;PARALLEL;
2;INTRUM;2022-01-01 09:33:13;2022-01-01 09:33:13;2022-01-01 10:42:48;Autoclave_#0;1;sid-257780B6-2484-4B65-891F-01BF1C344E5E;PARALLEL;
2;Carga de esterilizador liberada;2022-01-01 10:42:48;2022-01-01 11:07:37;2022-01-01 11:08:52;Usuario_AV;2;sid-B6CA039C-A65D-4FB9-A43D-46FA7BADDBC4;PARALLEL;
3;Entrada Material Sucio;2022-01-01 07:42:07;2022-01-01 07:51:28;2022-01-01 08:15:23;Usuario_AV;3;sid-5CBD3FF6-7B24-4CF2-8A46-F93DC969E27F;PARALLEL;
3;Cargado en carro L+D;2022-01-01 08:15:23;2022-01-01 08:15:23;2022-01-01 08:26:27;Usuario_AV;3;sid-7EA6B7E4-DF8E-409C-BA8B-67277BC5B31E;PARALLEL;
3;Carga L+D iniciada;2022-01-01 08:26:27;2022-01-01 08:34:06;2022-01-01 08:39:36;Usuario_AV;3;sid-AC68D104-4A40-4D25-A104-EF41EB1745A2;PARALLEL;
3;Instrumental normal;2022-01-01 08:39:36;2022-01-01 08:39:36;2022-01-01 09:39:36;Lavadora_#1;3;sid-B97A3A60-5F52-4BF8-81D8-7C005B14880E;PARALLEL;
3;Carga L+D liberada;2022-01-01 09:39:36;2022-01-01 09:39:36;2022-01-01 09:55:16;Usuario_AV;3;sid-0843CAC2-1650-439C-A750-FF8B35823E8A;PARALLEL;
3;assemply;2022-01-01 09:55:16;2022-01-01 10:20:06;2022-01-01 10:20:06;Usuario_AV;3;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;
3;Montaje;2022-01-01 10:20:06;2022-01-01 10:20:06;2022-01-01 10:20:06;;3;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-01-01 09:55:16
3;Producción montada;2022-01-01 10:20:06;2022-01-01 10:20:06;2022-01-01 10:20:06;;3;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-01-01 10:20:06
3;Composición de cargas;2022-01-01 10:20:06;2022-01-01 10:28:29;2022-01-01 10:33:59;Usuario_AV;3;sid-1E2C1856-73F2-4126-A306-F50DE79D3093;PARALLEL;
3;CONTENE;2022-01-01 10:33:59;2022-01-01 10:33:59;2022-01-01 11:43:34;Autoclave_#1;1;sid-7431B6F2-819F-4562-9FB3-1EFE00367CD6;PARALLEL;
3;Carga de esterilizador liberada;2022-01-01 11:43:34;2022-01-01 11:45:54;2022-01-01 11:50:14;Usuario_AV;3;sid-B6CA039C-A65D-4FB9-A43D-46FA7BADDBC4;PARALLEL;
4;Entrada Material Sucio;2022-01-01 08:41:02;2022-01-01 08:45:55;2022-01-01 09:17:11;Usuario_AV;4;sid-5CBD3FF6-7B24-4CF2-8A46-F93DC969E27F;PARALLEL;
4;Cargado en carro L+D;2022-01-01 09:17:11;2022-01-01 09:17:11;2022-01-01 09:32:20;Usuario_AV;4;sid-7EA6B7E4-DF8E-409C-BA8B-67277BC5B31E;PARALLEL;
4;Carga L+D iniciada;2022-01-01 09:32:20;2022-01-01 09:33:13;2022-01-01 09:39:07;Usuario_AV;4;sid-AC68D104-4A40-4D25-A104-EF41EB1745A2;PARALLEL;
4;Priones;2022-01-01 09:39:07;2022-01-01 09:39:07;2022-01-01 10:39:07;Lavadora_#0;1;sid-08999B8E-F8FB-442F-AB30-4234EB32CAD0;PARALLEL;
4;Carga L+D liberada;2022-01-01 10:39:07;2022-01-01 10:45:24;2022-01-01 11:07:37;Usuario_AV;4;sid-0843CAC2-1650-439C-A750-FF8B35823E8A;PARALLEL;
4;assemply;2022-01-01 11:07:37;2022-01-01 11:08:52;2022-01-01 11:08:52;Usuario_AV;4;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;
4;Montaje;2022-01-01 11:08:52;2022-01-01 11:08:52;2022-01-01 11:08:52;;4;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-01-01 11:07:37
4;Producción montada;2022-01-01 11:08:52;2022-01-01 11:08:52;2022-01-01 11:08:52;;4;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-01-01 11:08:52
4;Composición de cargas;2022-01-01 11:08:52;2022-01-01 11:08:52;2022-01-01 11:14:46;Usuario_AV;4;sid-1E2C1856-73F2-4126-A306-F50DE79D3093;PARALLEL;
4;No Lumen;2022-01-01 11:14:46;2022-01-01 11:14:46;2022-01-01 11:54:46;VPro_#0;1;sid-F03F8225-9329-4ACA-B8EF-063069770E29;PARALLEL;
4;Carga de esterilizador liberada;2022-01-01 11:54:46;2022-01-01 12:11:52;2022-01-01 12:16:28;Usuario_AV;4;sid-B6CA039C-A65D-4FB9-A43D-46FA7BADDBC4;PARALLEL;
5;Entrada Material Sucio;2022-01-01 09:42:26;2022-01-01 09:55:16;2022-01-01 10:14:20;Usuario_AV;5;sid-5CBD3FF6-7B24-4CF2-8A46-F93DC969E27F;PARALLEL;
