id,e.Usuario,e.timestamp,e.Activity,e.KitID,e.NS,e.Código,r.CaseID
210,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
211,LI,2022-01-01 15:59:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
212,LI,2022-01-01 15:59:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
213,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
214,LI,2022-01-01 15:50:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
215,LI,2022-01-01 15:47:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
216,LI,2022-01-01 15:59:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
217,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
218,LI,2022-01-01 15:50:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
219,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
220,LI,2022-01-01 15:50:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
221,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
222,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
223,LI,2022-01-01 15:54:00+00:00,Montaje,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
224,LI,2022-01-01 15:59:00+00:00,Montaje,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
225,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
226,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
227,LI,2022-01-01 15:47:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
228,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
229,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
230,LI,2022-01-01 15:54:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
231,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
232,LI,2022-01-01 15:50:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
233,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
234,LI,2022-01-01 15:56:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
235,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
236,LI,2022-01-01 15:59:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
237,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
238,LI,2022-01-01 15:50:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
239,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
240,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
241,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
242,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
243,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
244,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
245,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
246,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
247,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
248,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
249,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
250,LI,2022-01-01 15:50:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
251,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
252,LI,2022-01-01 15:50:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
253,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
254,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
255,LI,2022-01-01 15:59:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
256,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
257,LI,2022-01-01 15:50:00+00:00,Montaje,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
258,LI,2022-01-01 15:56:00+00:00,Montaje,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
259,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
260,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
261,LI,2022-01-01 15:59:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
262,LI,2022-01-01 15:59:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
263,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
264,LI,2022-01-01 15:47:00+00:00,Montaje,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
265,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
266,LI,2022-01-01 15:56:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
267,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
268,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
269,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
270,LI,2022-01-01 15:50:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
271,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
272,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
273,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
274,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
275,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
276,LI,2022-01-01 15:56:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
277,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
278,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
279,LI,2022-01-01 15:50:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
280,LI,2022-01-01 15:59:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
281,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
282,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
283,LI,2022-01-01 15:56:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
284,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
285,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
286,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
287,LI,2022-01-01 15:50:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
288,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
289,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
290,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
291,LI,2022-01-01 15:56:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
292,LI,2022-01-01 15:56:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
293,LI,2022-01-01 19:07:00+00:00,Comisionado,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
294,LI,2022-01-01 15:50:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
295,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
296,LI,2022-01-01 18:27:00+00:00,Carga de esterilizador liberada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
297,LI,2022-01-01 15:50:00+00:00,Producción montada,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
298,LI,2022-01-01 17:07:00+00:00,Composición de cargas,EXT-HOS.007-0,0,EXT-HOS.007,EXT-HOS.007-0-CN41
299,LI,2022-01-01 15:46:00+00:00,Producción montada,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
300,LI,2022-01-01 18:25:00+00:00,Composición de cargas,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
301,LI,2022-01-01 18:25:00+00:00,Composición de cargas,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
302,LI,2022-01-01 15:46:00+00:00,Producción montada,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
303,LI,2022-01-01 18:25:00+00:00,Composición de cargas,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
304,LI,2022-01-01 18:25:00+00:00,Composición de cargas,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
305,LI,2022-01-01 19:42:00+00:00,Comisionado,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
306,LI,2022-01-01 19:38:00+00:00,Carga de esterilizador liberada,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
307,LI,2022-01-01 15:46:00+00:00,Producción montada,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
308,LI,2022-01-01 19:38:00+00:00,Carga de esterilizador liberada,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
309,LI,2022-01-01 18:25:00+00:00,Composición de cargas,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
310,LI,2022-01-01 19:38:00+00:00,Carga de esterilizador liberada,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
311,LI,2022-01-01 19:38:00+00:00,Carga de esterilizador liberada,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
312,LI,2022-01-01 18:25:00+00:00,Composición de cargas,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
313,LI,2022-01-01 15:46:00+00:00,Montaje,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
314,LI,2022-01-01 15:46:00+00:00,Producción montada,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
315,LI,2022-01-01 15:46:00+00:00,Producción montada,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
316,LI,2022-01-01 19:38:00+00:00,Carga de esterilizador liberada,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
317,LI,2022-01-01 18:25:00+00:00,Composición de cargas,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
318,LI,2022-01-01 15:46:00+00:00,Producción montada,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
319,LI,2022-01-01 18:25:00+00:00,Composición de cargas,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
320,LI,2022-01-01 15:46:00+00:00,Producción montada,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
321,LI,2022-01-01 18:25:00+00:00,Composición de cargas,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
322,LI,2022-01-01 19:38:00+00:00,Carga de esterilizador liberada,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
323,LI,2022-01-01 15:46:00+00:00,Producción montada,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
324,LI,2022-01-01 15:46:00+00:00,Producción montada,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
325,LI,2022-01-01 19:38:00+00:00,Carga de esterilizador liberada,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
326,LI,2022-01-01 19:38:00+00:00,Carga de esterilizador liberada,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
327,LI,2022-01-01 19:38:00+00:00,Carga de esterilizador liberada,EXT-HOS.006-0,0,EXT-HOS.006,EXT-HOS.006-0-CN40
328,MCE,2022-01-01 08:28:00+00:00,Cargado en carro L+D,CONT-QUI.CPL-2,2,CONT-QUI.CPL,HUBU-QUI.CPL.LX159R-0-CN21
329,MCE,2022-01-01 09:41:00+00:00,Carga L+D liberada,CONT-QUI.CPL-2,2,CONT-QUI.CPL,HUBU-QUI.CPL.LX159R-0-CN21
330,MCE,2022-01-01 07:46:00+00:00,Entrada Material Sucio,CONT-QUI.CPL-2,2,CONT-QUI.CPL,HUBU-QUI.CPL.LX159R-0-CN21
331,MCE,2022-01-01 08:29:00+00:00,Carga L+D iniciada,CONT-QUI.CPL-2,2,CONT-QUI.CPL,HUBU-QUI.CPL.LX159R-0-CN21
332,MCE,2022-01-01 12:27:00+00:00,Carga de esterilizador liberada,HUBU-QUI.CPL.LX159R-0,0,HUBU-QUI.CPL.LX159R,HUBU-QUI.CPL.LX159R-0-CN21
333,MCE,2022-01-01 10:56:00+00:00,Composición de cargas,HUBU-QUI.CPL.LX159R-0,0,HUBU-QUI.CPL.LX159R,HUBU-QUI.CPL.LX159R-0-CN21
334,MCE,2022-01-01 10:54:00+00:00,Producción montada,HUBU-QUI.CPL.LX159R-0,0,HUBU-QUI.CPL.LX159R,HUBU-QUI.CPL.LX159R-0-CN21
335,MCE,2022-01-01 10:54:00+00:00,Montaje,HUBU-QUI.CPL.LX159R-0,0,HUBU-QUI.CPL.LX159R,HUBU-QUI.CPL.LX159R-0-CN21
336,MCE,2022-01-01 08:37:00+00:00,Cargado en carro L+D,CONT-HOS.NEURO-1,1,CONT-HOS.NEURO,HUBU-QUI.TR.MD456R-0-CN22
337,MCE,2022-01-01 08:38:00+00:00,Carga L+D iniciada,CONT-HOS.NEURO-1,1,CONT-HOS.NEURO,HUBU-QUI.TR.MD456R-0-CN22
338,MCE,2022-01-01 09:42:00+00:00,Carga L+D liberada,CONT-HOS.NEURO-1,1,CONT-HOS.NEURO,HUBU-QUI.TR.MD456R-0-CN22
339,MCE,2022-01-01 12:27:00+00:00,Carga de esterilizador liberada,HUBU-QUI.TR.MD456R-0,0,HUBU-QUI.TR.MD456R,HUBU-QUI.TR.MD456R-0-CN22
340,MCE,2022-01-01 10:54:00+00:00,Montaje,HUBU-QUI.TR.MD456R-0,0,HUBU-QUI.TR.MD456R,HUBU-QUI.TR.MD456R-0-CN22
341,MCE,2022-01-01 10:56:00+00:00,Composición de cargas,HUBU-QUI.TR.MD456R-0,0,HUBU-QUI.TR.MD456R,HUBU-QUI.TR.MD456R-0-CN22
342,MCE,2022-01-01 10:54:00+00:00,Producción montada,HUBU-QUI.TR.MD456R-0,0,HUBU-QUI.TR.MD456R,HUBU-QUI.TR.MD456R-0-CN22
343,MCE,2022-01-01 12:27:00+00:00,Carga de esterilizador liberada,HGY-QUI.PARTO.SUELTO-0,0,HGY-QUI.PARTO.SUELTO,HGY-QUI.PARTO.SUELTO-0-CN20
344,MCE,2022-01-01 10:51:00+00:00,Producción montada,HGY-QUI.PARTO.SUELTO-0,0,HGY-QUI.PARTO.SUELTO,HGY-QUI.PARTO.SUELTO-0-CN20
345,MCE,2022-01-01 10:56:00+00:00,Composición de cargas,HGY-QUI.PARTO.SUELTO-0,0,HGY-QUI.PARTO.SUELTO,HGY-QUI.PARTO.SUELTO-0-CN20
346,MCE,2022-01-01 10:51:00+00:00,Producción montada,HGY-QUI.PARTO.SUELTO-0,0,HGY-QUI.PARTO.SUELTO,HGY-QUI.PARTO.SUELTO-0-CN20
347,MCE,2022-01-01 10:56:00+00:00,Composición de cargas,HGY-QUI.PARTO.SUELTO-0,0,HGY-QUI.PARTO.SUELTO,HGY-QUI.PARTO.SUELTO-0-CN20
348,MCE,2022-01-01 10:51:00+00:00,Montaje,HGY-QUI.PARTO.SUELTO-0,0,HGY-QUI.PARTO.SUELTO,HGY-QUI.PARTO.SUELTO-0-CN20
349,MCE,2022-01-01 12:27:00+00:00,Carga de esterilizador liberada,HGY-QUI.PARTO.SUELTO-0,0,HGY-QUI.PARTO.SUELTO,HGY-QUI.PARTO.SUELTO-0-CN20
350,LI,2022-01-01 14:17:00+00:00,Comisionado,HGY-QUI.PARTO.SUELTO-0,0,HGY-QUI.PARTO.SUELTO,HGY-QUI.PARTO.SUELTO-0-CN20
351,MCE,2022-01-01 09:41:00+00:00,Carga L+D liberada,CONT-PARTOS-1,1,CONT-PARTOS,HUBU-QUI.PAR.BF122R-0-CN17
352,MCE,2022-01-01 07:46:00+00:00,Entrada Material Sucio,CONT-PARTOS-1,1,CONT-PARTOS,HUBU-QUI.PAR.BF122R-0-CN17
353,MCE,2022-01-01 08:28:00+00:00,Cargado en carro L+D,CONT-PARTOS-1,1,CONT-PARTOS,HUBU-QUI.PAR.BF122R-0-CN17
354,MCE,2022-01-01 08:29:00+00:00,Carga L+D iniciada,CONT-PARTOS-1,1,CONT-PARTOS,HUBU-QUI.PAR.BF122R-0-CN17
355,MCE,2022-01-01 10:56:00+00:00,Composición de cargas,HUBU-QUI.PAR.BF122R-0,0,HUBU-QUI.PAR.BF122R,HUBU-QUI.PAR.BF122R-0-CN17
356,MCE,2022-01-01 12:27:00+00:00,Carga de esterilizador liberada,HUBU-QUI.PAR.BF122R-0,0,HUBU-QUI.PAR.BF122R,HUBU-QUI.PAR.BF122R-0-CN17
357,MCE,2022-01-01 10:50:00+00:00,Montaje,HUBU-QUI.PAR.BF122R-0,0,HUBU-QUI.PAR.BF122R,HUBU-QUI.PAR.BF122R-0-CN17
358,LI,2022-01-01 14:17:00+00:00,Comisionado,HUBU-QUI.PAR.BF122R-0,0,HUBU-QUI.PAR.BF122R,HUBU-QUI.PAR.BF122R-0-CN17
359,MCE,2022-01-01 10:50:00+00:00,Producción montada,HUBU-QUI.PAR.BF122R-0,0,HUBU-QUI.PAR.BF122R,HUBU-QUI.PAR.BF122R-0-CN17
360,MCE,2022-01-01 08:37:00+00:00,Cargado en carro L+D,CONT-HOS.NEURO-1,1,CONT-HOS.NEURO,HUBU-QUI.PAR.BD562R-0-CN18
361,MCE,2022-01-01 08:38:00+00:00,Carga L+D iniciada,CONT-HOS.NEURO-1,1,CONT-HOS.NEURO,HUBU-QUI.PAR.BD562R-0-CN18
362,MCE,2022-01-01 09:42:00+00:00,Carga L+D liberada,CONT-HOS.NEURO-1,1,CONT-HOS.NEURO,HUBU-QUI.PAR.BD562R-0-CN18
363,MCE,2022-01-01 10:50:00+00:00,Montaje,HUBU-QUI.PAR.BD562R-0,0,HUBU-QUI.PAR.BD562R,HUBU-QUI.PAR.BD562R-0-CN18
364,MCE,2022-01-01 10:50:00+00:00,Producción montada,HUBU-QUI.PAR.BD562R-0,0,HUBU-QUI.PAR.BD562R,HUBU-QUI.PAR.BD562R-0-CN18
365,LI,2022-01-01 14:17:00+00:00,Comisionado,HUBU-QUI.PAR.BD562R-0,0,HUBU-QUI.PAR.BD562R,HUBU-QUI.PAR.BD562R-0-CN18
366,MCE,2022-01-01 10:56:00+00:00,Composición de cargas,HUBU-QUI.PAR.BD562R-0,0,HUBU-QUI.PAR.BD562R,HUBU-QUI.PAR.BD562R-0-CN18
367,MCE,2022-01-01 12:27:00+00:00,Carga de esterilizador liberada,HUBU-QUI.PAR.BD562R-0,0,HUBU-QUI.PAR.BD562R,HUBU-QUI.PAR.BD562R-0-CN18
368,MCE,2022-01-01 08:29:00+00:00,Carga L+D iniciada,CONT-PARTOS-1,1,CONT-PARTOS,HUBU-QUI.PAR.BB175R-0-CN19
369,MCE,2022-01-01 09:41:00+00:00,Carga L+D liberada,CONT-PARTOS-1,1,CONT-PARTOS,HUBU-QUI.PAR.BB175R-0-CN19
370,MCE,2022-01-01 07:46:00+00:00,Entrada Material Sucio,CONT-PARTOS-1,1,CONT-PARTOS,HUBU-QUI.PAR.BB175R-0-CN19
371,MCE,2022-01-01 08:28:00+00:00,Cargado en carro L+D,CONT-PARTOS-1,1,CONT-PARTOS,HUBU-QUI.PAR.BB175R-0-CN19
372,MCE,2022-01-01 10:56:00+00:00,Composición de cargas,HUBU-QUI.PAR.BB175R-0,0,HUBU-QUI.PAR.BB175R,HUBU-QUI.PAR.BB175R-0-CN19
373,MCE,2022-01-01 10:50:00+00:00,Montaje,HUBU-QUI.PAR.BB175R-0,0,HUBU-QUI.PAR.BB175R,HUBU-QUI.PAR.BB175R-0-CN19
374,MCE,2022-01-01 10:50:00+00:00,Producción montada,HUBU-QUI.PAR.BB175R-0,0,HUBU-QUI.PAR.BB175R,HUBU-QUI.PAR.BB175R-0-CN19
375,LI,2022-01-01 14:17:00+00:00,Comisionado,HUBU-QUI.PAR.BB175R-0,0,HUBU-QUI.PAR.BB175R,HUBU-QUI.PAR.BB175R-0-CN19
376,MCE,2022-01-01 12:27:00+00:00,Carga de esterilizador liberada,HUBU-QUI.PAR.BB175R-0,0,HUBU-QUI.PAR.BB175R,HUBU-QUI.PAR.BB175R-0-CN19
377,MCE,2022-01-01 08:29:00+00:00,Carga L+D iniciada,CONT-PARTOS-1,1,CONT-PARTOS,HUBU-URG.BH111R-0-CN16
378,MCE,2022-01-01 08:28:00+00:00,Cargado en carro L+D,CONT-PARTOS-1,1,CONT-PARTOS,HUBU-URG.BH111R-0-CN16
379,MCE,2022-01-01 09:41:00+00:00,Carga L+D liberada,CONT-PARTOS-1,1,CONT-PARTOS,HUBU-URG.BH111R-0-CN16
380,MCE,2022-01-01 07:46:00+00:00,Entrada Material Sucio,CONT-PARTOS-1,1,CONT-PARTOS,HUBU-URG.BH111R-0-CN16
381,MCE,2022-01-01 12:31:00+00:00,Comisionado,HUBU-URG.BH111R-0,0,HUBU-URG.BH111R,HUBU-URG.BH111R-0-CN16
382,MCE,2022-01-01 10:56:00+00:00,Composición de cargas,HUBU-URG.BH111R-0,0,HUBU-URG.BH111R,HUBU-URG.BH111R-0-CN16
383,MCE,2022-01-01 12:27:00+00:00,Carga de esterilizador liberada,HUBU-URG.BH111R-0,0,HUBU-URG.BH111R,HUBU-URG.BH111R-0-CN16
384,MCE,2022-01-01 10:44:00+00:00,Montaje,HUBU-URG.BH111R-0,0,HUBU-URG.BH111R,HUBU-URG.BH111R-0-CN16
385,MCE,2022-01-01 10:44:00+00:00,Producción montada,HUBU-URG.BH111R-0,0,HUBU-URG.BH111R,HUBU-URG.BH111R-0-CN16
386,MCE,2022-01-01 10:43:00+00:00,Montaje,HUBU-URG.000-0,0,HUBU-URG.000,HUBU-URG.000-0-CN15
387,MCE,2022-01-01 12:27:00+00:00,Carga de esterilizador liberada,HUBU-URG.000-0,0,HUBU-URG.000,HUBU-URG.000-0-CN15
388,MCE,2022-01-01 10:43:00+00:00,Producción montada,HUBU-URG.000-0,0,HUBU-URG.000,HUBU-URG.000-0-CN15
389,MCE,2022-01-01 12:27:00+00:00,Carga de esterilizador liberada,HUBU-URG.000-0,0,HUBU-URG.000,HUBU-URG.000-0-CN15
390,MCE,2022-01-01 12:27:00+00:00,Carga de esterilizador liberada,HUBU-URG.000-0,0,HUBU-URG.000,HUBU-URG.000-0-CN15
391,MCE,2022-01-01 10:56:00+00:00,Composición de cargas,HUBU-URG.000-0,0,HUBU-URG.000,HUBU-URG.000-0-CN15
