id,e.Usuario,e.timestamp,e.Activity,e.KitID,e.NS,e.Código,r.CaseID
392,MCE,2022-01-01 10:56:00+00:00,Composición de cargas,HUBU-URG.000-0,0,HUBU-URG.000,HUBU-URG.000-0-CN15
393,MCE,2022-01-01 12:31:00+00:00,Comisionado,HUBU-URG.000-0,0,HUBU-URG.000,HUBU-URG.000-0-CN15
394,MCE,2022-01-01 10:43:00+00:00,Producción montada,HUBU-URG.000-0,0,HUBU-URG.000,HUBU-URG.000-0-CN15
395,MCE,2022-01-01 10:43:00+00:00,Producción montada,HUBU-URG.000-0,0,HUBU-URG.000,HUBU-URG.000-0-CN15
396,MCE,2022-01-01 12:27:00+00:00,Carga de esterilizador liberada,HUBU-URG.000-0,0,HUBU-URG.000,HUBU-URG.000-0-CN15
397,MCE,2022-01-01 12:27:00+00:00,Carga de esterilizador liberada,HUBU-URG.000-0,0,HUBU-URG.000,HUBU-URG.000-0-CN15
398,MCE,2022-01-01 10:43:00+00:00,Producción montada,HUBU-URG.000-0,0,HUBU-URG.000,HUBU-URG.000-0-CN15
399,MCE,2022-01-01 10:56:00+00:00,Composición de cargas,HUBU-URG.000-0,0,HUBU-URG.000,HUBU-URG.000-0-CN15
400,MCE,2022-01-01 10:56:00+00:00,Composición de cargas,HUBU-URG.000-0,0,HUBU-URG.000,HUBU-URG.000-0-CN15
401,MCE,2022-01-01 10:43:00+00:00,Producción montada,HUBU-URG.000-0,0,HUBU-URG.000,HUBU-URG.000-0-CN15
402,MCE,2022-01-01 10:56:00+00:00,Composición de cargas,HUBU-URG.000-0,0,HUBU-URG.000,HUBU-URG.000-0-CN15
