0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,bm,bpm,timestamp-diff
HUBU-HOS.TRA.BD049R-0,HUBU-HOS.SUELTO-0,HUBU-HOS.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11877,b11877,0 days 00:00:00
HUBU-HOS.TRA.BD049R-0,HUBU-HOS.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11877,b11310,3 days 00:03:00
HUBU-HOS.TRA.BD049R-0,HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BH442R-0,HUBU-HOS.GINE.BD557R-0,HUBU-HOS.CV.BD049R-0,HUBU-HOS.TRA.BH442R-0,HUBU-HOS.MI.BH442R-0,HUBU-HOS.GINE.BH646R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9162,b9162,0 days 00:00:00
HUBU-HOS.TRA.BD049R-0,HUBU-HOS.CGA.BD049R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11625,b11625,0 days 00:00:00
HUBU-HOS.TRA.BD049R-0,HUBU-HOS.TRA.BD049R-0,HUBU-HOS.TRA.BH442R-0,HUBU-HOS.TRA.BD222R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5599,b5599,0 days 00:00:00
HUBU-HOS.SUELTO-0,EXT-UCI.MAQUET-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8628,b8628,0 days 00:00:00
HUBU-HOS.SUELTO-0,HUBU-HOS.CGA.BH442R-0,HUBU-HOS.CGA.BH442R-0,HUBU-CCEE.ORL.OG345R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.BD880R-0,HUBU-UCSI.OJOS.001-0,HUBU-UCSI.OJOS.001-0,HUBU-UCSI.OJOS.001-0,HGY-UCSI.SUELTO-0,HGY-UCSI.SUELTO-0,HGY-UCSI.SUELTO-0,HUBU-HOS.CGA.BD049R-0,HUBU-CCEE.ORL.OK035R-0,HUBU-CCEE.ORL.OG330R-0,HUBU-CCEE.ORL.OF358R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b28016,b28016,0 days 00:00:00
HUBU-HOS.SUELTO-0,HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BH442R-0,HUBU-HOS.CV.BM065R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b27885,b27885,0 days 00:00:00
HUBU-HOS.SUELTO-0,EXT-UCI.MAQUET-0,EXT-HOS.002-0,EXT-HOS.002-0,EXT-HOS.002-0,EXT-HOS.002-0,EXT-HOS.002-0,EXT-HOS.002-0,EXT-HOS.002-0,EXT-HOS.002-0,EXT-HOS.002-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b27909,b27909,0 days 00:00:00
HUBU-HOS.SUELTO-0,HUBU-HOS.CPL.BH110R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b27884,b27884,0 days 00:00:00
HUBU-HOS.SUELTO-0,HUBU-HOS.SUELTO-0,HUBU-HOS.CV.BD049R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b49472,b49472,0 days 00:00:00
HUBU-HOS.SUELTO-0,HUBU-CCEE.ORL.OG345R-0,HUBU-CCEE.ORL.BH445R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OK038R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.OG037R-0,HUBU-CCEE.ORL.OK035R-0,HUBU-CCEE.ORL.BD870R-0,HUBU-CCEE.ORL.GF363R-0,HUBU-CCEE.ORL.GF363R-0,HUBU-CCEE.ORL.GF363R-0,HUBU-CCEE.ORL.GF363R-0,HUBU-CCEE.ORL.GF363R-0,HUBU-CCEE.ORL.OK037R-0,HUBU-CCEE.ORL.OF358R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b10732,b10732,0 days 00:00:00
HUBU-HOS.SUELTO-0,EXT-RADV.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b16442,b16442,0 days 00:00:00
HUBU-HOS.SUELTO-0,HUBU-HOS.CGA.BH442R-0,HUBU-CCEE.ORL.BH445R-0,HUBU-CCEE.ORL.BH445R-0,HUBU-CCEE.ORL.BH445R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-HOS.CGA.BD049R-0,HUBU-CCEE.ORL.GF365R-0,HUBU-CCEE.ORL.OF610R-0,HUBU-UCSI.OJOS.004-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b26161,b26161,0 days 00:00:00
HUBU-HOS.SUELTO-0,HUBU-HOS.CGA.BH442R-0,EXT-RADV.SUELTO-0,HUBU-HOS.CGA.BC326R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b23106,b23106,0 days 00:00:00
HUBU-HOS.SUELTO-0,HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BD559R-0,HUBU-HOS.CGA.BD049R-0,HUBU-HOS.CV.BM065R-0,HUBU-HOS.CPL.BD222R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b19065,b19065,0 days 00:00:00
HUBU-HOS.SUELTO-0,HUBU-HOS.NHOS.BH442R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b322871,b19845,0 days 00:00:00
HUBU-HOS.SUELTO-0,HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BD559R-0,HUBU-HOS.OBST.BC110R-0,HUBU-HOS.CGA.BC326R-0,HUBU-HOS.CGA.BC326R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b18324,b18324,0 days 00:00:00
HUBU-HOS.SUELTO-0,HUBU-CCEE.TR.BD049R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b26927,b26927,0 days 00:00:00
HUBU-HOS.CGA.BH442R-0,HUBU-HOS.CV.BD559R-0,HUBU-HOS.CGA.BM065R-0,HUBU-HOS.CGB.BH642R-0,HUBU-HOS.CGB.BM065R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5159,b5159,0 days 00:00:00
HUBU-HOS.CGA.BH442R-0,HUBU-HOS.CGA.BH442R-0,HUBU-HOS.CGA.BH442R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b32702,
HUBU-HOS.CGA.BH442R-0,HUBU-HOS.CGA.BM065R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7006,b38373,7 days 23:36:00
HUBU-HOS.CGA.BH442R-0,HUBU-HOS.CGA.BM065R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b111,b111,0 days 00:00:00
HUBU-HOS.CGA.BH442R-0,HUBU-HOS.CGA.BM065R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b111,b30293,2 days 00:16:00
HUBU-HOS.CGA.BH442R-0,HUBU-HOS.CGA.BD049R-0,HUBU-HOS.CGA.BD049R-0,EXT-RADV.SUELTO-0,EXT-RADV.SUELTO-0,EXT-RADV.SUELTO-0,EXT-RADV.SUELTO-0,EXT-RADV.SUELTO-0,EXT-RADV.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b22528,b22528,0 days 00:00:00
HUBU-HOS.CGA.BH442R-0,HUBU-HOS.CGA.BH442R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b21930,b21930,0 days 00:00:00
HUBU-HOS.CGA.BH442R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-HOS.MI.BH442R-0,HUBU-HOS.MI.BD559R-0,HUBU-HOS.CPL.BD511R-0,HUBU-HOS.MI.BH642R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b24233,b24233,0 days 00:00:00
HUBU-HOS.CGA.BH442R-0,HUBU-HOS.CGA.BM065R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7006,b41909,0 days 00:00:00
HUBU-HOS.CGA.BH442R-0,HUBU-HOS.CGA.BH442R-0,HUBU-HOS.CGA.BH442R-0,HUBU-HOS.CGA.BM065R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b111,b29104,4 days 00:18:00
HUBU-HOS.CGA.BH442R-0,HUBU-HOS.CGA.BH442R-0,HUBU-HOS.CGA.BH442R-0,HUBU-HOS.CGA.BH442R-0,HUBU-HOS.CGA.BM065R-0,HUBU-HOS.CGA.BM065R-0,HUBU-HOS.CGA.BM065R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b111,b29211,3 days 23:10:00
HUBU-HOS.CGA.BH442R-0,HUBU-HOS.CGA.BH442R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b39779,
HUBU-HOS.CV.BD559R-0,HUBU-QUI.SUELTO-0,HUBU-CCEE.ORL.BD883R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8129,b8129,0 days 00:00:00
HUBU-HOS.CV.BD559R-0,HGY-UCSI.SUELTO-0,HGY-UCSI.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7770,b7770,0 days 00:00:00
HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BH442R-0,HUBU-HOS.CV.BC326R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5944,b5949,0 days 00:00:00
HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BD049R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9247,
HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BM065R-0,HUBU-HOS.CPL.BH442R-0,HUBU-HOS.CPL.BD222R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b19834,b19834,0 days 00:00:00
HUBU-HOS.CV.BD559R-0,HUBU-UCSI.OJOS.004-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b16432,b16432,0 days 00:00:00
HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BD559R-0,HUBU-HOS.CGB.BH442R-0,HUBU-HOS.CGB.BH442R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b18599,b18599,0 days 00:00:00
HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BM065R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b322051,b18586,0 days 00:00:00
HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BD049R-0,HUBU-HOS.CV.BD049R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6991,b15155,59 days 23:25:00
HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BM065R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b25609,
HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BH442R-0,HUBU-HOS.CV.BH442R-0,HUBU-HOS.CV.BH442R-0,EXT-RADV.SUELTO-0,EXT-RADV.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1225,b1225,0 days 00:00:00
HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BH442R-0,HUBU-HOS.TRA.BH110R-0,HUBU-HOS.CV.BD049R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b185,b185,0 days 00:00:00
HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BH442R-0,HUBU-HOS.CV.BH442R-0,HUBU-HOS.CV.BH442R-0,HUBU-HOS.CV.BH442R-0,HUBU-HOS.CV.BH442R-0,HUBU-HOS.CV.BH442R-0,HUBU-HOS.CV.BH442R-0,HUBU-HOS.CV.BD049R-0,HUBU-HOS.CV.BM065R-0,HUBU-HOS.CV.BM065R-0,HUBU-HOS.CV.BM065R-0,HUBU-HOS.CV.BC326R-0,HUBU-HOS.CV.BC326R-0,HUBU-HOS.CV.BC326R-0,HUBU-HOS.CV.BC326R-0,HUBU-HOS.CV.BC326R-0,HUBU-HOS.CV.BC326R-0,HUBU-HOS.CV.BC326R-0,HUBU-HOS.CV.BC326R-0,HUBU-HOS.CV.BC326R-0,HUBU-HOS.CV.BC326R-0,HUBU-HOS.CV.FO514R-0,HUBU-HOS.CV.FO514R-0,HUBU-HOS.CV.FO514R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5857,b5857,0 days 00:00:00
HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BD559R-0,HUBU-HOS.CV.BD559R-0,HUBU-HOS.CGB.BH442R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b28551,b28551,0 days 00:00:00
HUBU-HOS.OBST.BH111R-0,EXT-RADV.SUELTO-0,EXT-RADV.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4150,b4150,0 days 00:00:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8200,b7337,3 days 20:09:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7321,b7321,0 days 00:00:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8705,
EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8739,
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-QUI.008-0,EXT-QUI.008-0,HUBU-QUI.ORL.BM065R-0,HUBU-QUI.ORL.BM066R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8552,b8552,0 days 00:00:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8704,
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7321,b2219,18 days 17:45:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7321,b2181,18 days 20:12:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7321,b34257,18 days 20:11:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b45892,
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7321,b6474,2 days 20:30:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7321,b41094,2 days 20:32:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7321,b737,24 days 20:32:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9176,
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7321,b30612,28 days 20:31:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7321,b32529,23 days 20:26:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7321,b1107,23 days 19:40:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7321,b3260,15 days 20:12:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7321,b1866,20 days 18:40:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8200,b8200,0 days 00:00:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8200,b43742,0 days 00:01:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7321,b22895,45 days 20:45:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b44134,
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b44120,
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8389,
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8392,
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7321,b38738,8 days 20:30:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7321,b38773,8 days 20:21:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7321,b5037,8 days 20:26:00
EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,EXT-HOS.008-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7321,b5049,8 days 20:18:00
