0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,bm,bpm,timestamp-diff
HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.BD220R-0,HUBU-CCEE.ORL.BD510R-0,HUBU-CCEE.ORL.BD870R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1357,b32889,0 days 00:00:00
HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.GF362R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8131,b8131,0 days 00:00:00
HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG101R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b21420,b21420,0 days 00:00:00
HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG101R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b23365,
HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.GIN.BN113R-0,HUBU-CCEE.GIN.BN113R-0,HUBU-CCEE.GIN.BC330R-0,HGY-PTM.SUELTO-0,HUBU-CCEE.GIN.BD050R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b326277,b326277,0 days 00:00:00
HUBU-CCEE.ORL.OG002R-0,HUBU-HOS.CGA.BD049R-0,EXT-RADV.SUELTO-0,EXT-RADV.SUELTO-0,EXT-RADV.SUELTO-0,HUBU-CCEE.ORL.OG101R-0,HUBU-CCEE.ORL.OG101R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b326713,b326713,0 days 00:00:00
HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD220R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-QUI.HEMO.JG523R-0,HUBU-QUI.HEMO.JG523R-0,HUBU-CCEE.ORL.OG101R-0,HUBU-CCEE.ORL.OG101R-0,HUBU-CCEE.ORL.821118-0,HUBU-CCEE.ORL.OF610R-0,HUBU-CCEE.ORL.OF610R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b29306,b29306,0 days 00:00:00
HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.OK039R-0,HUBU-CCEE.ORL.BD050R-0,HUBU-CCEE.ORL.BD510R-0,HUBU-CCEE.ORL.OK035R-0,HUBU-CCEE.ORL.BD870R-0,HUBU-CCEE.ORL.OK037R-0,HUBU-CCEE.ORL.600768-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b40971,b40971,0 days 00:00:00
HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.OK035R-0,HUBU-CCEE.ORL.OK037R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b329514,b29871,0 days 00:00:00
HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.GF363R-0,HUBU-CCEE.ORL.GF363R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4814,b38361,0 days 00:00:00
HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.BD510R-0,HUBU-CCEE.ORL.GF363R-0,HUBU-CCEE.ORL.GF363R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2514,b2514,0 days 00:00:00
HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OG002R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OG037R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7441,b7441,0 days 00:00:00
HUBU-CCEE.ORL.OK038R-0,HUBU-CCEE.ORL.OK081R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b38372,b38364,0 days 00:01:00
HUBU-CCEE.ORL.OK038R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK039R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b297,b297,0 days 00:00:00
HUBU-CCEE.ORL.OK038R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK039R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5324,b329514,21 days 23:56:00
HUBU-CCEE.ORL.OK038R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.BD870R-0,HUBU-CCEE.ORL.BD870R-0,HUBU-CCEE.ORL.GF363R-0,HUBU-CCEE.ORL.GF363R-0,HUBU-CCEE.ORL.BD560R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3147,b3147,0 days 00:00:00
HUBU-CCEE.ORL.OK038R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK039R-0,HUBU-CCEE.ORL.OK035R-0,HUBU-CCEE.ORL.OK037R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6853,b6853,0 days 00:00:00
HUBU-CCEE.ORL.OK038R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK039R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b41272,
HUBU-CCEE.ORL.OK038R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK035R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1214,b1214,0 days 00:00:00
HUBU-CCEE.ORL.OK038R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK049R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b678,b31761,0 days 00:00:00
HUBU-CCEE.ORL.OK038R-0,HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.OK035R-0,HUBU-CCEE.ORL.OG101R-0,HUBU-CCEE.ORL.OF288R-0,HUBU-CCEE.ORL.OG325R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b44288,b44288,0 days 00:00:00
HUBU-CCEE.ORL.OK038R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK035R-0,HUBU-CCEE.ORL.OK037R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7953,b43420,0 days 00:00:00
HUBU-CCEE.ORL.OK038R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2849,b2849,0 days 00:00:00
HUBU-CCEE.ORL.OK038R-0,HUBU-CCEE.ORL.OK039R-0,HUBU-CCEE.ORL.OK035R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8651,b44527,0 days 00:00:00
HUBU-CCEE.ORL.OK038R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK035R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1214,b861,1 days 00:02:00
HUBU-CCEE.ORL.OK038R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK049R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b678,b28216,8 days 00:19:00
HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK049R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1372,b32915,0 days 00:00:00
HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8496,b8496,0 days 00:00:00
HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK081R-0,EXT-URPA.MAQUET-0,EXT-URPA.MAQUET-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8661,b8661,0 days 00:00:00
HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.BD220R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.OK039R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8803,b8803,0 days 00:00:00
HUBU-CCEE.ORL.OK081R-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HUBU-QUI.ELEC.JG523R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b28234,b28234,0 days 00:00:00
HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK035R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b328645,b28523,0 days 00:00:00
HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK035R-0,HUBU-CCEE.ORL.OK037R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2507,b2507,0 days 00:00:00
HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD050R-0,HUBU-CCEE.ORL.BD510R-0,HUBU-CCEE.ORL.OK035R-0,HUBU-CCEE.ORL.OK037R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b329765,b30283,0 days 00:00:00
HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK039R-0,HUBU-CCEE.ORL.OK037R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3904,b3904,0 days 00:00:00
HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b49200,b10150,8 days 00:17:00
HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8496,b7002,6 days 00:15:00
HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK039R-0,HUBU-CCEE.ORL.OK035R-0,HUBU-CCEE.ORL.OK035R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1712,b1712,0 days 00:00:00
HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8496,b43977,0 days 20:32:00
HUBU-CCEE.ORL.OK081R-0,HUBU-CCEE.ORL.OK049R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8496,b36790,16 days 23:16:00
HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK049R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b41695,
HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK037R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8654,b8654,0 days 00:00:00
HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK049R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7576,
HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK049R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b35669,
HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.OK049R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b328449,b28230,0 days 00:00:00
HUBU-CCEE.ORL.OK049R-0,HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.GF363R-0,HUBU-CCEE.ORL.821118-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1937,b1937,0 days 00:00:00
HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD220R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7445,b7445,0 days 00:00:00
HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.BD870R-0,HUBU-CCEE.ORL.BD870R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1210,b1210,0 days 00:00:00
HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.BH645R-0,HUBU-CCEE.ORL.BD870R-0,HUBU-CCEE.ORL.BD870R-0,HUBU-CCEE.ORL.BD870R-0,HUBU-CCEE.ORL.821118-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7967,b7967,0 days 00:00:00
HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD220R-0,HUBU-CCEE.ORL.BD220R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.BD883R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b28687,b28687,0 days 00:00:00
HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD870R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7577,b41685,3 days 23:26:00
HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.BD870R-0,HUBU-CCEE.ORL.BD870R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1210,b329910,5 days 22:09:00
HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD870R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7577,b30472,31 days 00:57:00
HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD510R-0,HUBU-CCEE.ORL.BD870R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2839,b2839,0 days 00:00:00
HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.BD883R-0,HUBU-CCEE.ORL.BD870R-0,HUBU-CCEE.ORL.BD870R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4572,b4572,0 days 00:00:00
HUBU-CCEE.ORL.BD880R-0,HUBU-CCEE.ORL.BD870R-0,HUBU-CCEE.ORL.BD870R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7577,b33460,23 days 23:28:00
HUBU-CCEE.ORL.GF364R-0,HUBU-CCEE.ORL.GF364R-0,HUBU-CCEE.ORL.GF364R-0,HUBU-CCEE.ORL.BD510R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b26727,b26727,0 days 00:00:00
HUBU-CCEE.ORL.GF364R-0,HUBU-CCEE.ORL.GF364R-0,HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.GF365R-0,HUBU-CCEE.ORL.600768-0,HUBU-CCEE.ORL.600768-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8632,b8632,0 days 00:00:00
HUBU-CCEE.ORL.GF364R-0,HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.GF363R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b41679,
HUBU-CCEE.ORL.GF364R-0,HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.GF363R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b30489,b29861,0 days 23:09:00
HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.BD883R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2090,b34098,0 days 00:00:00
HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.OK035R-0,HUBU-CCEE.ORL.GF363R-0,HUBU-CCEE.ORL.GF363R-0,HUBU-CCEE.ORL.BH644R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8807,b8807,0 days 00:00:00
HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.GF362R-0,HUBU-CCEE.ORL.GF363R-0,HUBU-CCEE.ORL.GF363R-0,HUBU-CCEE.ORL.GF363R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6836,b5311,6 days 00:39:00
EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1529,b453,3 days 17:50:00
EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1529,b182,4 days 00:17:00
EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,EXT-QUI.006-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7594,b7594,0 days 00:00:00
EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11754,
EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1529,b32805,0 days 22:02:00
EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b38406,b4793,0 days 00:45:00
EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5091,
EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1529,b29495,8 days 20:20:00
EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6879,b6879,0 days 00:00:00
EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b10582,
EXT-QUI.CPL.001-0,EXT-QUI.015-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9319,b9319,0 days 00:00:00
EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1529,b24498,20 days 20:57:00
EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1529,b24245,20 days 23:45:00
EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b38406,b3238,6 days 20:03:00
EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1529,b30651,6 days 18:30:00
EXT-QUI.CPL.001-0,EXT-QUI.CPL.001-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b39782,
HUBU-HOS.CV.BD049R-0,HUBU-HOS.CV.BC326R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9571,b9574,0 days 00:00:00
HUBU-UCSI.OJOS.001-0,HUBU-UCSI.OJOS.001-0,HUBU-UCSI.OJOS.001-0,HGY-UCSI.SUELTO-0,HGY-UCSI.SUELTO-0,HGY-UCSI.SUELTO-0,HGY-UCSI.SUELTO-0,HGY-UCSI.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2657,b2657,0 days 00:00:00
HUBU-UCSI.OJOS.001-0,HUBU-UCSI.OJOS.001-0,HUBU-UCSI.OJOS.001-0,HUBU-UCSI.OJOS.001-0,HUBU-UCSI.OJOS.001-0,HGY-UCSI.SUELTO-0,HGY-UCSI.SUELTO-0,HGY-UCSI.SUELTO-0,HGY-UCSI.SUELTO-0,HGY-UCSI.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2657,b32122,6 days 23:50:00
