e1.Activity,e1.timestamp,Batch,e2.Activity,e2.timestamp,e8.CaseID,e3.Activity,e3.timestamp,e4.Activity,e4.timestamp,e5.Activity,e5.timestamp,e6.Activity,e6.timestamp,e7.Activity,e7.timestamp,e8.Activity,e8.timestamp
Entrada Material Sucio,1/1/22 7:21,1,Cargado en carro L+D,1/1/22 8:28,HUBU-URG.005-8-CN3,Carga L+D iniciada,1/1/22 8:29,Carga L+D liberada,1/1/22 9:41,Montaje,1/1/22 10:24,Produccion montada,1/1/22 10:30,Composicion de cargas,1/1/22 10:56,Carga de esterilizador liberada,1/1/22 12:27
Entrada Material Sucio,1/1/22 7:21,1,#VALUE!,44562.35278,HUBU-URG.005-3-CN4,Carga L+D iniciada,1/1/22 8:29,Carga L+D liberada,1/1/22 9:41,Montaje,1/1/22 10:37,Produccion montada,1/1/22 10:38,Composicion de cargas,1/1/22 10:56,Carga de esterilizador liberada,1/1/22 12:27
Entrada Material Sucio,1/1/22 7:46,1,#VALUE!,44562.35278,HNB-GIN.015-9-CN7,Carga L+D iniciada,1/1/22 8:29,Carga L+D liberada,1/1/22 9:41,Montaje,1/1/22 10:03,Produccion montada,1/1/22 10:05,Composicion de cargas,1/1/22 10:55,Carga de esterilizador liberada,1/1/22 12:27
Entrada Material Sucio,1/1/22 7:46,1,#VALUE!,44562.35278,HNB-GIN.014-21-CN10,Carga L+D iniciada,1/1/22 8:29,Carga L+D liberada,1/1/22 9:41,Montaje,1/1/22 10:11,Produccion montada,1/1/22 10:18,Composicion de cargas,1/1/22 10:55,Carga de esterilizador liberada,1/1/22 12:27
Entrada Material Sucio,1/1/22 7:46,1,#VALUE!,44562.35278,HUBU-URG.BH111R-0-CN16,Carga L+D iniciada,1/1/22 8:29,Carga L+D liberada,1/1/22 9:41,Montaje,1/1/22 10:44,Produccion montada,1/1/22 10:44,Composicion de cargas,1/1/22 10:56,Carga de esterilizador liberada,1/1/22 12:27
Entrada Material Sucio,1/1/22 7:46,1,#VALUE!,44562.35278,HUBU-QUI.PAR.BF122R-0-CN17,Carga L+D iniciada,1/1/22 8:29,Carga L+D liberada,1/1/22 9:41,Montaje,1/1/22 10:50,Produccion montada,1/1/22 10:50,Composicion de cargas,1/1/22 10:56,Carga de esterilizador liberada,1/1/22 12:27
Entrada Material Sucio,1/1/22 7:46,1,#VALUE!,44562.35278,HUBU-QUI.PAR.BB175R-0-CN19,Carga L+D iniciada,1/1/22 8:29,Carga L+D liberada,1/1/22 9:41,Montaje,1/1/22 10:50,Produccion montada,1/1/22 10:50,Composicion de cargas,1/1/22 10:56,Carga de esterilizador liberada,1/1/22 12:27
Entrada Material Sucio,1/1/22 7:46,1,#VALUE!,44562.35278,HUBU-QUI.CPL.LX159R-0-CN21,Carga L+D iniciada,1/1/22 8:29,Carga L+D liberada,1/1/22 9:41,Montaje,1/1/22 10:54,Produccion montada,1/1/22 10:54,Composicion de cargas,1/1/22 10:56,Carga de esterilizador liberada,1/1/22 12:27
Entrada Material Sucio,1/1/22 16:54,2,#VALUE!,44563.35278,HUBU-HOS.CPL.BD222R-0-CN53,Carga L+D iniciada,1/1/22 16:58,Carga L+D liberada,1/1/22 18:16,Montaje,1/1/22 18:23,Produccion montada,1/1/22 18:23,Composicion de cargas,1/1/22 18:25,Carga de esterilizador liberada,1/1/22 19:38
Entrada Material Sucio,1/1/22 16:54,2,#VALUE!,44563.35278,HUBU-HOS.TRA.BD049R-0-CN54,Carga L+D iniciada,1/1/22 16:58,Carga L+D liberada,1/1/22 18:16,Montaje,1/1/22 18:24,Produccion montada,1/1/22 18:24,Composicion de cargas,1/1/22 18:25,Carga de esterilizador liberada,1/1/22 19:38
Entrada Material Sucio,1/1/22 18:47,3,#VALUE!,44564.35278,EQP-QUI.URO.010-3-CN55,Carga L+D iniciada,1/1/22 19:01,Carga L+D liberada,1/1/22 20:06,Montaje,1/1/22 20:29,Produccion montada,1/1/22 20:29,Composicion de cargas,1/1/22 20:29,Carga de esterilizador liberada,1/1/22 21:46
Entrada Material Sucio,1/1/22 20:11,4,#VALUE!,44565.35278,HNB-CG.007-7-CN101,Carga L+D iniciada,1/1/22 20:16,Carga L+D liberada,1/1/22 21:28,Montaje,1/1/22 21:29,Produccion montada,1/1/22 21:31,Composicion de cargas,1/1/22 21:38,Carga de esterilizador liberada,1/2/22 6:54
Entrada Material Sucio,1/1/22 20:11,4,#VALUE!,44565.35278,HNB-CG.007-1-CN102,Carga L+D iniciada,1/1/22 20:16,Carga L+D liberada,1/1/22 21:28,Montaje,1/1/22 21:33,Produccion montada,1/1/22 21:35,Composicion de cargas,1/1/22 21:38,Carga de esterilizador liberada,1/2/22 6:54
Entrada Material Sucio,1/1/22 20:11,4,#VALUE!,44565.35278,HUBU-HOS.CV.BD049R-0-CN106,Carga L+D iniciada,1/1/22 20:16,Carga L+D liberada,1/1/22 21:28,Montaje,1/1/22 21:37,Produccion montada,1/1/22 21:37,Composicion de cargas,1/1/22 21:38,Carga de esterilizador liberada,1/2/22 6:54
Entrada Material Sucio,1/2/22 7:20,5,#VALUE!,44566.35278,HUBU-URG.005-8-CN112,Carga L+D iniciada,1/2/22 7:25,Carga L+D liberada,1/2/22 9:11,Montaje,1/2/22 9:27,Produccion montada,1/2/22 9:29,Composicion de cargas,1/2/22 9:43,Carga de esterilizador liberada,1/2/22 11:05
Entrada Material Sucio,1/2/22 7:20,5,#VALUE!,44566.35278,HUBU-URG.005-3-CN114,Carga L+D iniciada,1/2/22 7:25,Carga L+D liberada,1/2/22 9:11,Montaje,1/2/22 9:30,Produccion montada,1/2/22 9:30,Composicion de cargas,1/2/22 9:43,Carga de esterilizador liberada,1/2/22 11:05
Entrada Material Sucio,1/2/22 7:20,5,#VALUE!,44566.35278,HUBU-URG.005-6-CN115,Carga L+D iniciada,1/2/22 7:25,Carga L+D liberada,1/2/22 9:11,Montaje,1/2/22 9:32,Produccion montada,1/2/22 9:33,Composicion de cargas,1/2/22 9:43,Carga de esterilizador liberada,1/2/22 11:05
Entrada Material Sucio,1/2/22 7:20,5,#VALUE!,44566.35278,HUBU-URG.005-4-CN113,Carga L+D iniciada,1/2/22 7:25,Carga L+D liberada,1/2/22 9:11,Montaje,1/2/22 9:34,Produccion montada,1/2/22 9:34,Composicion de cargas,1/2/22 9:43,Carga de esterilizador liberada,1/2/22 11:05
Entrada Material Sucio,1/2/22 7:57,6,#VALUE!,44567.35278,HUBU-URG.BH111R-0-CN132,Carga L+D iniciada,1/2/22 8:24,Carga L+D liberada,1/2/22 10:19,Montaje,1/2/22 9:40,Produccion montada,1/2/22 9:40,Composicion de cargas,1/2/22 9:43,Carga de esterilizador liberada,1/2/22 11:05
Entrada Material Sucio,1/2/22 7:57,6,#VALUE!,44567.35278,HUBU-QUI.PAR.BF122R-0-CN138,Carga L+D iniciada,1/2/22 8:24,Carga L+D liberada,1/2/22 10:19,Montaje,1/2/22 10:29,Produccion montada,1/2/22 10:29,Composicion de cargas,1/2/22 12:09,Carga de esterilizador liberada,1/2/22 14:59
Entrada Material Sucio,1/2/22 7:57,6,#VALUE!,44567.35278,HUBU-QUI.TR.LX164R-0-CN141,Carga L+D iniciada,1/2/22 8:24,Carga L+D liberada,1/2/22 10:19,Montaje,1/2/22 10:30,Produccion montada,1/2/22 10:30,Composicion de cargas,1/2/22 12:09,Carga de esterilizador liberada,1/2/22 14:59
Entrada Material Sucio,1/2/22 12:19,7,#VALUE!,44568.35278,EQP-QUI.OPT-15-CN151,Carga L+D iniciada,1/2/22 12:33,Carga L+D liberada,1/2/22 14:00,Montaje,1/2/22 14:04,Produccion montada,1/2/22 14:04,Composicion de cargas,1/2/22 17:27,Carga de esterilizador liberada,1/2/22 19:20
Entrada Material Sucio,1/2/22 12:19,7,Cargado en carro L+D,1/2/22 12:33,HNB-CG.012-3-CN152,Carga L+D iniciada,1/2/22 12:33,Carga L+D liberada,1/2/22 14:00,Montaje,1/2/22 14:10,Produccion montada,1/2/22 14:27,Composicion de cargas,1/2/22 17:26,Carga de esterilizador liberada,1/2/22 19:20
Entrada Material Sucio,1/2/22 13:13,8,Cargado en carro L+D,1/2/22 13:22,HUBU-URG.005-5-CN157,Carga L+D iniciada,1/2/22 13:22,Carga L+D liberada,1/2/22 14:41,Montaje,1/2/22 14:53,Produccion montada,1/2/22 14:53,Composicion de cargas,1/2/22 17:27,Carga de esterilizador liberada,1/2/22 19:20
Entrada Material Sucio,1/2/22 13:13,8,Cargado en carro L+D,1/2/22 13:22,EXT-UCI.MAQUET-0-CN176,Carga L+D iniciada,1/2/22 13:22,Carga L+D liberada,1/2/22 14:41,Montaje,1/2/22 17:01,Produccion montada,1/2/22 17:01,Composicion de cargas,1/2/22 17:03,Carga de esterilizador liberada,1/2/22 18:35
Entrada Material Sucio,1/2/22 13:13,8,Cargado en carro L+D,1/2/22 13:22,HUBU-QUI.GIN.JG524R-0-CN249,Carga L+D iniciada,1/2/22 13:22,Carga L+D liberada,1/2/22 14:41,Montaje,1/2/22 21:38,Produccion montada,1/2/22 21:38,Composicion de cargas,1/3/22 9:29,Carga de esterilizador liberada,1/3/22 12:05
Entrada Material Sucio,1/2/22 13:53,9,Cargado en carro L+D,1/2/22 14:08,HNB-GIN.014-10-CN163,Carga L+D iniciada,1/2/22 14:09,Carga L+D liberada,1/2/22 16:23,Montaje,1/2/22 17:05,Produccion montada,1/2/22 17:13,Composicion de cargas,1/2/22 17:27,Carga de esterilizador liberada,1/2/22 19:20
Entrada Material Sucio,1/2/22 14:24,10,Cargado en carro L+D,1/2/22 14:34,HNB-CG.001-6-CN165,Carga L+D iniciada,1/2/22 14:34,Carga L+D liberada,1/2/22 16:22,Montaje,1/2/22 17:14,Produccion montada,1/2/22 17:25,Composicion de cargas,1/2/22 17:26,Carga de esterilizador liberada,1/2/22 19:20
Entrada Material Sucio,1/2/22 20:12,11,Cargado en carro L+D,1/2/22 20:18,HNB-CG.007-3-CN239,Carga L+D iniciada,1/2/22 20:18,Carga L+D liberada,1/2/22 21:32,Montaje,1/2/22 21:32,Produccion montada,1/2/22 21:37,Composicion de cargas,1/3/22 9:27,Carga de esterilizador liberada,1/3/22 12:05
Entrada Material Sucio,1/2/22 21:15,12,Cargado en carro L+D,1/2/22 21:21,HNB-CG.007-2-CN246,Carga L+D iniciada,1/2/22 21:21,Carga L+D liberada,1/3/22 7:31,Montaje,1/3/22 7:44,Produccion montada,1/3/22 7:48,Composicion de cargas,1/3/22 9:27,Carga de esterilizador liberada,1/3/22 12:05
Entrada Material Sucio,1/3/22 7:22,13,Cargado en carro L+D,1/3/22 7:57,HUBU-URG.005-1-CN252,Carga L+D iniciada,1/3/22 7:59,Carga L+D liberada,1/3/22 9:12,Montaje,1/3/22 9:21,Produccion montada,1/3/22 9:22,Composicion de cargas,1/3/22 9:28,Carga de esterilizador liberada,1/3/22 12:05
Entrada Material Sucio,1/3/22 7:23,13,Cargado en carro L+D,1/3/22 7:57,HUBU-URG.005-4-CN253,Carga L+D iniciada,1/3/22 7:59,Carga L+D liberada,1/3/22 9:12,Montaje,1/3/22 9:18,Produccion montada,1/3/22 9:20,Composicion de cargas,1/3/22 9:28,Carga de esterilizador liberada,1/3/22 12:05
Entrada Material Sucio,1/3/22 7:23,13,Cargado en carro L+D,1/3/22 7:57,HUBU-URG.005-3-CN254,Carga L+D iniciada,1/3/22 7:59,Carga L+D liberada,1/3/22 9:12,Montaje,1/3/22 9:24,Produccion montada,1/3/22 9:24,Composicion de cargas,1/3/22 9:28,Carga de esterilizador liberada,1/3/22 12:05
Entrada Material Sucio,1/3/22 7:37,13,Cargado en carro L+D,1/3/22 7:57,HUBU-QUI.GIN.BF122R-0-CN283,Carga L+D iniciada,1/3/22 7:59,Carga L+D liberada,1/3/22 9:12,Montaje,1/3/22 9:05,Produccion montada,1/3/22 9:05,Composicion de cargas,1/3/22 9:29,Carga de esterilizador liberada,1/3/22 12:05
Entrada Material Sucio,1/3/22 7:37,13,Cargado en carro L+D,1/3/22 7:57,HUBU-QUI.GIN.EL011R-0-CN282,Carga L+D iniciada,1/3/22 7:59,Carga L+D liberada,1/3/22 9:12,Montaje,1/3/22 9:05,Produccion montada,1/3/22 9:06,Composicion de cargas,1/3/22 9:29,Carga de esterilizador liberada,1/3/22 12:05
Entrada Material Sucio,1/3/22 7:37,13,Cargado en carro L+D,1/3/22 7:57,HUBU-QUI.GIN.ER876-0-CN288,Carga L+D iniciada,1/3/22 7:59,Carga L+D liberada,1/3/22 9:12,Montaje,1/3/22 9:07,Produccion montada,1/3/22 9:07,Composicion de cargas,1/3/22 9:29,Carga de esterilizador liberada,1/3/22 12:05
Entrada Material Sucio,1/3/22 7:37,13,Cargado en carro L+D,1/3/22 7:57,HUBU-QUI.GIN.PL162R-0-CN289,Carga L+D iniciada,1/3/22 7:59,Carga L+D liberada,1/3/22 9:12,Montaje,1/3/22 9:07,Produccion montada,1/3/22 9:07,Composicion de cargas,1/3/22 9:29,Carga de esterilizador liberada,1/3/22 12:05
Entrada Material Sucio,1/3/22 7:37,13,Cargado en carro L+D,1/3/22 7:57,HNB-CG.003-1-CN258,Carga L+D iniciada,1/3/22 7:59,Carga L+D liberada,1/3/22 9:12,Montaje,1/3/22 9:14,Produccion montada,1/3/22 9:17,Composicion de cargas,1/3/22 9:27,Carga de esterilizador liberada,1/3/22 12:05
Entrada Material Sucio,1/3/22 7:37,13,Cargado en carro L+D,1/3/22 7:57,HNB-GIN.014-8-CN256,Carga L+D iniciada,1/3/22 7:59,Carga L+D liberada,1/3/22 9:12,Montaje,1/3/22 9:18,Produccion montada,1/3/22 9:19,Composicion de cargas,1/3/22 9:27,Carga de esterilizador liberada,1/3/22 12:05
Entrada Material Sucio,1/3/22 7:37,13,Cargado en carro L+D,1/3/22 7:57,HNB-GIN.009-3-CN259,Carga L+D iniciada,1/3/22 7:59,Carga L+D liberada,1/3/22 9:12,Montaje,1/3/22 9:20,Produccion montada,1/3/22 9:21,Composicion de cargas,1/3/22 9:27,Carga de esterilizador liberada,1/3/22 12:05
Entrada Material Sucio,1/3/22 7:37,13,Cargado en carro L+D,1/3/22 7:57,HUBU-QUI.PAR.BF122R-0-CN297,Carga L+D iniciada,1/3/22 7:59,Carga L+D liberada,1/3/22 9:12,Montaje,1/3/22 9:23,Produccion montada,1/3/22 9:23,Composicion de cargas,1/3/22 9:29,Carga de esterilizador liberada,1/3/22 12:05
Entrada Material Sucio,1/3/22 7:37,13,Cargado en carro L+D,1/3/22 7:57,HUBU-QUI.PAR.BD562R-0-CN299,Carga L+D iniciada,1/3/22 7:59,Carga L+D liberada,1/3/22 9:12,Montaje,1/3/22 9:23,Produccion montada,1/3/22 9:23,Composicion de cargas,1/3/22 9:29,Carga de esterilizador liberada,1/3/22 12:05
Entrada Material Sucio,1/3/22 7:37,13,Cargado en carro L+D,1/3/22 7:57,HUBU-QUI.CG.BC606R-0-CN309,Carga L+D iniciada,1/3/22 7:59,Carga L+D liberada,1/3/22 9:12,Montaje,1/3/22 9:48,Produccion montada,1/3/22 9:48,Composicion de cargas,1/3/22 14:07,Carga de esterilizador liberada,1/3/22 15:20
Entrada Material Sucio,1/3/22 9:39,14,Cargado en carro L+D,1/3/22 9:44,HNB-OFT.010-8-CN304,Carga L+D iniciada,1/3/22 10:58,Carga L+D liberada,1/3/22 11:53,Montaje,1/3/22 12:05,Produccion montada,1/3/22 12:08,Composicion de cargas,1/3/22 15:00,Carga de esterilizador liberada,1/3/22 16:46
Entrada Material Sucio,1/3/22 10:50,14,Cargado en carro L+D,1/3/22 10:56,HNB-CG.003-6-CN314,Carga L+D iniciada,1/3/22 10:58,Carga L+D liberada,1/3/22 12:07,Montaje,1/3/22 12:22,Produccion montada,1/3/22 12:28,Composicion de cargas,1/3/22 13:35,Carga de esterilizador liberada,1/3/22 15:21
Entrada Material Sucio,1/3/22 10:50,14,Cargado en carro L+D,1/3/22 10:56,HNB-URO.003-1-CN316,Carga L+D iniciada,1/3/22 10:58,Carga L+D liberada,1/3/22 12:07,Montaje,1/3/22 12:36,Produccion montada,1/3/22 12:56,Composicion de cargas,1/3/22 13:35,Carga de esterilizador liberada,1/3/22 15:21
Entrada Material Sucio,1/3/22 10:50,14,Cargado en carro L+D,1/3/22 10:57,HNB-OFT.010-7-CN313,Carga L+D iniciada,1/3/22 10:58,Carga L+D liberada,1/3/22 11:53,Montaje,1/3/22 12:24,Produccion montada,1/3/22 12:25,Composicion de cargas,1/3/22 15:00,Carga de esterilizador liberada,1/3/22 16:46
Entrada Material Sucio,1/3/22 10:50,14,Cargado en carro L+D,1/3/22 10:57,HNB-OFT.010-3-CN312,Carga L+D iniciada,1/3/22 10:58,Carga L+D liberada,1/3/22 11:53,Montaje,1/3/22 12:25,Produccion montada,1/3/22 12:25,Composicion de cargas,1/3/22 15:00,Carga de esterilizador liberada,1/3/22 16:46
Entrada Material Sucio,1/3/22 10:50,14,Cargado en carro L+D,1/3/22 10:57,HNB-CP.003-4-CN315,Carga L+D iniciada,1/3/22 10:58,Carga L+D liberada,1/3/22 12:07,Montaje,1/3/22 12:39,Produccion montada,1/3/22 12:44,Composicion de cargas,1/3/22 13:35,Carga de esterilizador liberada,1/3/22 15:21
Entrada Material Sucio,1/3/22 11:21,15,Cargado en carro L+D,1/3/22 11:32,HNB-CV.006-3-CN331,Carga L+D iniciada,1/3/22 11:56,Carga L+D liberada,1/3/22 13:25,Montaje,1/3/22 13:25,Produccion montada,1/3/22 13:28,Composicion de cargas,1/3/22 13:35,Carga de esterilizador liberada,1/3/22 15:21
Entrada Material Sucio,1/3/22 11:21,15,Cargado en carro L+D,1/3/22 11:32,HNB-TR.010-1-CN323,Carga L+D iniciada,1/3/22 11:56,Carga L+D liberada,1/3/22 13:25,Montaje,1/3/22 13:30,Produccion montada,1/3/22 13:30,Composicion de cargas,1/3/22 13:35,Carga de esterilizador liberada,1/3/22 15:21
Entrada Material Sucio,1/3/22 11:21,15,Cargado en carro L+D,1/3/22 11:32,HUBU-TR.006-4-CN324,Carga L+D iniciada,1/3/22 11:56,Carga L+D liberada,1/3/22 13:25,Montaje,1/3/22 13:30,Produccion montada,1/3/22 13:30,Composicion de cargas,1/3/22 13:35,Carga de esterilizador liberada,1/3/22 15:21
Entrada Material Sucio,1/3/22 11:21,15,Cargado en carro L+D,1/3/22 11:39,HNB-TR.010-3-CN328,Carga L+D iniciada,1/3/22 11:56,Carga L+D liberada,1/3/22 13:25,Montaje,1/3/22 13:31,Produccion montada,1/3/22 13:32,Composicion de cargas,1/3/22 13:35,Carga de esterilizador liberada,1/3/22 15:21
Entrada Material Sucio,1/3/22 11:21,15,Cargado en carro L+D,1/3/22 11:40,HUBU-TR.008-1-CN336,Carga L+D iniciada,1/3/22 11:56,Carga L+D liberada,1/3/22 13:25,Montaje,1/3/22 13:33,Produccion montada,1/3/22 13:33,Composicion de cargas,1/3/22 13:35,Carga de esterilizador liberada,1/3/22 15:21
Entrada Material Sucio,1/3/22 11:21,15,Cargado en carro L+D,1/3/22 11:40,DEP-QUI.TRA.STRYK-19-CN325,Carga L+D iniciada,1/3/22 11:56,Carga L+D liberada,1/3/22 13:25,Montaje,1/3/22 13:35,Produccion montada,1/3/22 13:35,Composicion de cargas,1/3/22 14:09,Carga de esterilizador liberada,1/3/22 16:02
Entrada Material Sucio,1/3/22 11:21,15,Cargado en carro L+D,1/3/22 11:45,HUBU-TR.001-4-CN329,Carga L+D iniciada,1/3/22 11:56,Carga L+D liberada,1/3/22 13:25,Montaje,1/3/22 13:29,Produccion montada,1/3/22 13:32,Composicion de cargas,1/3/22 13:35,Carga de esterilizador liberada,1/3/22 15:21
Entrada Material Sucio,1/3/22 11:21,15,Cargado en carro L+D,1/3/22 11:45,DEP-QUI.TRA.STRYK-22-CN334,Carga L+D iniciada,1/3/22 11:56,Carga L+D liberada,1/3/22 13:25,Montaje,1/3/22 13:32,Produccion montada,1/3/22 13:32,Composicion de cargas,1/3/22 13:35,Carga de esterilizador liberada,1/3/22 15:21
Entrada Material Sucio,1/3/22 11:45,15,Cargado en carro L+D,1/3/22 11:53,HNB-CPL.001-4-CN343,Carga L+D iniciada,1/3/22 11:56,Carga L+D liberada,1/3/22 13:25,Montaje,1/3/22 13:28,Produccion montada,1/3/22 13:37,Composicion de cargas,1/3/22 15:22,Carga de esterilizador liberada,1/3/22 17:09
Entrada Material Sucio,1/3/22 11:45,15,Cargado en carro L+D,1/3/22 11:54,HNB-CPL.016-2-CN344,Carga L+D iniciada,1/3/22 11:56,Carga L+D liberada,1/3/22 13:25,Montaje,1/3/22 13:37,Produccion montada,1/3/22 13:37,Composicion de cargas,1/3/22 14:09,Carga de esterilizador liberada,1/3/22 16:02
Entrada Material Sucio,1/3/22 11:45,15,Cargado en carro L+D,1/3/22 11:54,HNB-CG.003-9-CN342,Carga L+D iniciada,1/3/22 11:56,Carga L+D liberada,1/3/22 13:25,Montaje,1/3/22 13:38,Produccion montada,1/3/22 13:44,Composicion de cargas,1/3/22 21:26,Carga de esterilizador liberada,1/4/22 7:01
Entrada Material Sucio,1/3/22 11:21,16,Cargado en carro L+D,1/3/22 11:33,EQP-DAVINCI.003-1-CN333,Carga L+D iniciada,1/3/22 12:07,Carga L+D liberada,1/3/22 13:28,Montaje,1/3/22 13:48,Produccion montada,1/3/22 13:57,Composicion de cargas,1/3/22 14:09,Carga de esterilizador liberada,1/3/22 16:02
Entrada Material Sucio,1/3/22 11:21,16,Cargado en carro L+D,1/3/22 11:33,EQP-DAVINCI.004-1-CN332,Carga L+D iniciada,1/3/22 12:07,Carga L+D liberada,1/3/22 13:28,Montaje,1/3/22 13:55,Produccion montada,1/3/22 14:05,Composicion de cargas,1/3/22 14:09,Carga de esterilizador liberada,1/3/22 16:02
Entrada Material Sucio,1/3/22 11:21,16,Cargado en carro L+D,1/3/22 11:36,EQP-DAVINCI.014-1-CN327,Carga L+D iniciada,1/3/22 12:07,Carga L+D liberada,1/3/22 13:28,Montaje,1/3/22 13:57,Produccion montada,1/3/22 13:59,Composicion de cargas,1/3/22 15:22,Carga de esterilizador liberada,1/3/22 17:09
Entrada Material Sucio,1/3/22 11:21,16,Cargado en carro L+D,1/3/22 11:45,HUBU-TR.019-1-CN335,Carga L+D iniciada,1/3/22 12:07,Carga L+D liberada,1/3/22 13:28,Montaje,1/3/22 14:00,Produccion montada,1/3/22 14:00,Composicion de cargas,1/3/22 14:09,Carga de esterilizador liberada,1/3/22 16:02
Entrada Material Sucio,1/3/22 11:21,17,Cargado en carro L+D,1/3/22 11:28,HNB-OFT.010-6-CN330,Carga L+D iniciada,1/3/22 13:01,Carga L+D liberada,1/3/22 13:58,Montaje,1/3/22 14:25,Produccion montada,1/3/22 14:29,Composicion de cargas,1/3/22 15:00,Carga de esterilizador liberada,1/3/22 16:46
Entrada Material Sucio,1/3/22 12:03,17,Cargado en carro L+D,1/3/22 12:07,HNB-OFT.010-1-CN347,Carga L+D iniciada,1/3/22 13:01,Carga L+D liberada,1/3/22 13:58,Montaje,1/3/22 14:19,Produccion montada,1/3/22 14:24,Composicion de cargas,1/3/22 15:00,Carga de esterilizador liberada,1/3/22 16:46
Entrada Material Sucio,1/3/22 12:24,17,Cargado en carro L+D,1/3/22 12:32,HUBU-QUI.CV.BD222R-0-CN520,Carga L+D iniciada,1/3/22 13:01,Carga L+D liberada,1/3/22 13:58,Montaje,1/3/22 16:18,Produccion montada,1/3/22 16:18,Composicion de cargas,1/3/22 17:20,Carga de esterilizador liberada,1/3/22 18:34
Entrada Material Sucio,1/3/22 12:24,18,Cargado en carro L+D,1/3/22 12:32,HNB-CG.003-8-CN386,Carga L+D iniciada,1/3/22 13:09,Carga L+D liberada,1/3/22 14:23,Montaje,1/3/22 15:08,Produccion montada,1/3/22 15:11,Composicion de cargas,1/3/22 15:22,Carga de esterilizador liberada,1/3/22 17:09
Entrada Material Sucio,1/3/22 12:24,18,Cargado en carro L+D,1/3/22 12:34,HNB-CV.006-1-CN385,Carga L+D iniciada,1/3/22 13:09,Carga L+D liberada,1/3/22 14:23,Montaje,1/3/22 14:54,Produccion montada,1/3/22 14:56,Composicion de cargas,1/3/22 15:00,Carga de esterilizador liberada,1/3/22 16:46
Entrada Material Sucio,1/3/22 12:49,18,Cargado en carro L+D,1/3/22 13:01,EXT-QUI.NAV_CRANEAL-1-CN393,Carga L+D iniciada,1/3/22 13:09,Carga L+D liberada,1/3/22 14:23,Montaje,1/3/22 14:25,Produccion montada,1/3/22 14:29,Composicion de cargas,1/3/22 15:00,Carga de esterilizador liberada,1/3/22 16:46
Entrada Material Sucio,1/3/22 12:49,18,Cargado en carro L+D,1/3/22 13:01,DEP-QUI.NEUR.SYNTHES-3-CN392,Carga L+D iniciada,1/3/22 13:09,Carga L+D liberada,1/3/22 14:23,Montaje,1/3/22 14:34,Produccion montada,1/3/22 14:34,Composicion de cargas,1/3/22 15:00,Carga de esterilizador liberada,1/3/22 16:46
Entrada Material Sucio,1/3/22 12:49,18,Cargado en carro L+D,1/3/22 13:01,HNB-NC.010-2-CN399,Carga L+D iniciada,1/3/22 13:09,Carga L+D liberada,1/3/22 14:23,Montaje,1/3/22 14:46,Produccion montada,1/3/22 14:48,Composicion de cargas,1/3/22 15:00,Carga de esterilizador liberada,1/3/22 16:46
Entrada Material Sucio,1/3/22 12:49,18,Cargado en carro L+D,1/3/22 13:01,HNB-CG.001-12-CN398,Carga L+D iniciada,1/3/22 13:09,Carga L+D liberada,1/3/22 14:23,Montaje,1/3/22 14:57,Produccion montada,1/3/22 15:00,Composicion de cargas,1/3/22 15:02,Carga de esterilizador liberada,1/3/22 16:46
Entrada Material Sucio,1/3/22 12:49,18,Cargado en carro L+D,1/3/22 13:02,HUBU-NC.006-1-CN400,Carga L+D iniciada,1/3/22 13:09,Carga L+D liberada,1/3/22 14:23,Montaje,1/3/22 14:41,Produccion montada,1/3/22 14:41,Composicion de cargas,1/3/22 15:00,Carga de esterilizador liberada,1/3/22 16:46
Entrada Material Sucio,1/3/22 12:49,18,Cargado en carro L+D,1/3/22 13:02,HUBU-TR.006-3-CN397,Carga L+D iniciada,1/3/22 13:09,Carga L+D liberada,1/3/22 14:23,Montaje,1/3/22 14:56,Produccion montada,1/3/22 14:59,Composicion de cargas,1/3/22 15:21,Carga de esterilizador liberada,1/3/22 17:09
Entrada Material Sucio,1/3/22 12:49,18,Cargado en carro L+D,1/3/22 13:03,HUBU-TR.019-2-CN391,Carga L+D iniciada,1/3/22 13:09,Carga L+D liberada,1/3/22 14:23,Montaje,1/3/22 14:31,Produccion montada,1/3/22 14:36,Composicion de cargas,1/3/22 15:22,Carga de esterilizador liberada,1/3/22 17:09
Entrada Material Sucio,1/3/22 13:13,19,Cargado en carro L+D,1/3/22 13:27,HUBU-HOS.URPA.BH111R-0-CN513,Carga L+D iniciada,1/3/22 13:34,Carga L+D liberada,1/3/22 14:52,Montaje,1/3/22 15:41,Produccion montada,1/3/22 15:41,Composicion de cargas,1/3/22 15:58,Carga de esterilizador liberada,1/3/22 17:21
Entrada Material Sucio,1/3/22 13:17,19,Cargado en carro L+D,1/3/22 13:24,HUBU-CCEE.ORL.OK035R-0-CN475,Carga L+D iniciada,1/3/22 13:34,Carga L+D liberada,1/3/22 14:52,Montaje,1/3/22 15:11,Produccion montada,1/3/22 15:11,Composicion de cargas,1/3/22 15:57,Carga de esterilizador liberada,1/3/22 17:21
Entrada Material Sucio,1/3/22 13:17,19,Cargado en carro L+D,1/3/22 13:24,HUBU-CCEE.ORL.OG037R-0-CN476,Carga L+D iniciada,1/3/22 13:34,Carga L+D liberada,1/3/22 14:52,Montaje,1/3/22 15:11,Produccion montada,1/3/22 15:11,Composicion de cargas,1/3/22 15:57,Carga de esterilizador liberada,1/3/22 17:21
