e1.Activity,e1.timestamp,Batch,e2.Activity,e2.timestamp,e8.CaseID,e3.Activity,e3.timestamp,e4.Activity,e4.timestamp,e5.Activity,e5.timestamp,e6.Activity,e6.timestamp,e7.Activity,e7.timestamp,e8.Activity,e8.timestamp
Entrada Material Sucio,1/31/22 15:45,411,Cargado en carro L+D,1/31/22 19:40,HUBU-QUI.HEMO.JG524R-0-CN12604,Carga L+D iniciada,1/31/22 19:43,Carga L+D liberada,1/31/22 20:46,Montaje,1/31/22 15:32,Produccion montada,1/31/22 15:32,Composicion de cargas,1/31/22 16:12,Carga de esterilizador liberada,1/31/22 17:22
Entrada Material Sucio,1/31/22 15:45,411,Cargado en carro L+D,1/31/22 19:40,HUBU-CCEE.CGD.BD555R-0-CN12631,Carga L+D iniciada,1/31/22 19:43,Carga L+D liberada,1/31/22 20:46,Montaje,1/31/22 15:54,Produccion montada,1/31/22 15:54,Composicion de cargas,1/31/22 16:13,Carga de esterilizador liberada,1/31/22 17:22
Entrada Material Sucio,1/31/22 15:45,411,Cargado en carro L+D,1/31/22 19:40,HUBU-CCEE.CGD.BD559R-0-CN12633,Carga L+D iniciada,1/31/22 19:43,Carga L+D liberada,1/31/22 20:46,Montaje,1/31/22 15:54,Produccion montada,1/31/22 15:54,Composicion de cargas,1/31/22 16:13,Carga de esterilizador liberada,1/31/22 17:22
Entrada Material Sucio,1/31/22 15:45,411,Cargado en carro L+D,1/31/22 19:40,HUBU-CCEE.CGD.BH110R-0-CN12634,Carga L+D iniciada,1/31/22 19:43,Carga L+D liberada,1/31/22 20:46,Montaje,1/31/22 15:54,Produccion montada,1/31/22 15:54,Composicion de cargas,1/31/22 16:13,Carga de esterilizador liberada,1/31/22 17:22
Entrada Material Sucio,1/31/22 15:45,411,Cargado en carro L+D,1/31/22 19:40,HUBU-CCEE.CGD.BN134R-0-CN12637,Carga L+D iniciada,1/31/22 19:43,Carga L+D liberada,1/31/22 20:46,Montaje,1/31/22 15:55,Produccion montada,1/31/22 15:55,Composicion de cargas,1/31/22 16:13,Carga de esterilizador liberada,1/31/22 17:22
Entrada Material Sucio,1/31/22 15:45,411,Cargado en carro L+D,1/31/22 19:40,HUBU-CCEE.GIN.EO010R-0-CN12641,Carga L+D iniciada,1/31/22 19:43,Carga L+D liberada,1/31/22 20:46,Montaje,1/31/22 16:05,Produccion montada,1/31/22 16:05,Composicion de cargas,1/31/22 16:12,Carga de esterilizador liberada,1/31/22 17:22
Entrada Material Sucio,1/31/22 15:45,411,Cargado en carro L+D,1/31/22 19:40,HUBU-CCEE.GIN.FB416R-0-CN12645,Carga L+D iniciada,1/31/22 19:43,Carga L+D liberada,1/31/22 20:46,Montaje,1/31/22 16:08,Produccion montada,1/31/22 16:08,Composicion de cargas,1/31/22 16:12,Carga de esterilizador liberada,1/31/22 17:22
Entrada Material Sucio,1/31/22 19:28,411,Cargado en carro L+D,1/31/22 19:39,HNB-GIN.014-33-CN12823,Carga L+D iniciada,1/31/22 19:43,Carga L+D liberada,1/31/22 20:46,Montaje,1/31/22 20:51,Produccion montada,1/31/22 20:56,Composicion de cargas,1/31/22 21:11,Carga de esterilizador liberada,2/1/22 7:02
Entrada Material Sucio,1/31/22 19:28,411,Cargado en carro L+D,1/31/22 19:40,HNB-GIN.005-9-CN12825,Carga L+D iniciada,1/31/22 19:43,Carga L+D liberada,1/31/22 20:46,Montaje,1/31/22 20:57,Produccion montada,1/31/22 21:01,Composicion de cargas,1/31/22 21:11,Carga de esterilizador liberada,2/1/22 7:02
Entrada Material Sucio,1/31/22 19:28,411,Cargado en carro L+D,1/31/22 19:42,HNB-CPL.001-1-CN12824,Carga L+D iniciada,1/31/22 19:43,Carga L+D liberada,1/31/22 20:46,Montaje,1/31/22 21:00,Produccion montada,1/31/22 21:08,Composicion de cargas,1/31/22 21:10,Carga de esterilizador liberada,2/1/22 7:02
Entrada Material Sucio,1/31/22 20:31,412,Cargado en carro L+D,1/31/22 20:36,HNB-CPL.002-4-CN12863,Carga L+D iniciada,1/31/22 20:37,Carga L+D liberada,2/1/22 7:05,Montaje,2/1/22 9:04,Produccion montada,2/1/22 9:12,Composicion de cargas,2/1/22 9:22,Carga de esterilizador liberada,2/1/22 12:14
Entrada Material Sucio,2/1/22 7:58,413,Cargado en carro L+D,2/1/22 8:20,HNB-GIN.014-12-CN12935,Carga L+D iniciada,2/1/22 8:25,Carga L+D liberada,2/1/22 9:42,Montaje,2/1/22 10:25,Produccion montada,2/1/22 10:30,Composicion de cargas,2/1/22 12:04,Carga de esterilizador liberada,2/1/22 13:34
Entrada Material Sucio,2/1/22 7:58,413,Cargado en carro L+D,2/1/22 8:21,HNB-GIN.015-12-CN12932,Carga L+D iniciada,2/1/22 8:25,Carga L+D liberada,2/1/22 9:42,Montaje,2/1/22 11:02,Produccion montada,2/1/22 11:04,Composicion de cargas,2/1/22 12:04,Carga de esterilizador liberada,2/1/22 13:34
Entrada Material Sucio,2/1/22 7:58,413,Cargado en carro L+D,2/1/22 8:22,HNB-GIN.014-9-CN12936,Carga L+D iniciada,2/1/22 8:25,Carga L+D liberada,2/1/22 9:42,Montaje,2/1/22 10:16,Produccion montada,2/1/22 10:23,Composicion de cargas,2/1/22 12:04,Carga de esterilizador liberada,2/1/22 13:34
Entrada Material Sucio,2/1/22 7:58,413,Cargado en carro L+D,2/1/22 8:22,HNB-GIN.014-16-CN12937,Carga L+D iniciada,2/1/22 8:25,Carga L+D liberada,2/1/22 9:42,Montaje,2/1/22 10:49,Produccion montada,2/1/22 10:51,Composicion de cargas,2/1/22 12:04,Carga de esterilizador liberada,2/1/22 13:34
Entrada Material Sucio,2/1/22 7:58,413,Cargado en carro L+D,2/1/22 8:24,HNB-GIN.014-31-CN12933,Carga L+D iniciada,2/1/22 8:25,Carga L+D liberada,2/1/22 9:42,Montaje,2/1/22 10:31,Produccion montada,2/1/22 10:38,Composicion de cargas,2/1/22 12:04,Carga de esterilizador liberada,2/1/22 13:34
Entrada Material Sucio,2/1/22 7:58,413,Cargado en carro L+D,2/1/22 8:24,HUBU-GIN.027-1-CN12934,Carga L+D iniciada,2/1/22 8:25,Carga L+D liberada,2/1/22 9:42,Montaje,2/1/22 10:40,Produccion montada,2/1/22 10:47,Composicion de cargas,2/1/22 12:04,Carga de esterilizador liberada,2/1/22 13:34
Entrada Material Sucio,2/1/22 7:59,413,Cargado en carro L+D,2/1/22 8:20,EXT-QUI.011-0-CN12954,Carga L+D iniciada,2/1/22 8:25,Carga L+D liberada,2/1/22 9:42,Montaje,2/1/22 9:30,Produccion montada,2/1/22 9:30,Composicion de cargas,2/1/22 9:32,Carga de esterilizador liberada,2/1/22 10:05
Entrada Material Sucio,2/1/22 7:59,413,Cargado en carro L+D,2/1/22 8:20,HUBU-QUI.CPL.BJ013R-0-CN13095,Carga L+D iniciada,2/1/22 8:25,Carga L+D liberada,2/1/22 9:42,Montaje,2/1/22 13:09,Produccion montada,2/1/22 13:09,Composicion de cargas,2/1/22 13:13,Carga de esterilizador liberada,2/1/22 14:42
Entrada Material Sucio,2/1/22 7:59,413,Cargado en carro L+D,2/1/22 8:20,HUBU-QUI.CPL.BT030R-0-CN13182,Carga L+D iniciada,2/1/22 8:25,Carga L+D liberada,2/1/22 9:42,Montaje,2/1/22 15:09,Produccion montada,2/1/22 15:09,Composicion de cargas,2/1/22 15:12,Carga de esterilizador liberada,2/1/22 16:29
Entrada Material Sucio,2/1/22 7:59,413,Cargado en carro L+D,2/1/22 8:21,HUBU-URG.005-5-CN12938,Carga L+D iniciada,2/1/22 8:25,Carga L+D liberada,2/1/22 9:42,Montaje,2/1/22 9:43,Produccion montada,2/1/22 9:44,Composicion de cargas,2/1/22 10:00,Carga de esterilizador liberada,2/1/22 12:15
Entrada Material Sucio,2/1/22 7:59,413,Cargado en carro L+D,2/1/22 8:21,HUBU-CPL.023-4-CN12940,Carga L+D iniciada,2/1/22 8:25,Carga L+D liberada,2/1/22 9:42,Montaje,2/1/22 9:50,Produccion montada,2/1/22 9:58,Composicion de cargas,2/1/22 10:00,Carga de esterilizador liberada,2/1/22 12:15
Entrada Material Sucio,2/1/22 7:59,413,Cargado en carro L+D,2/1/22 8:22,DEP-QUI.TRA.ACUMED-4-CN12941,Carga L+D iniciada,2/1/22 8:25,Carga L+D liberada,2/1/22 9:42,Montaje,2/1/22 9:47,Produccion montada,2/1/22 9:49,Composicion de cargas,2/1/22 10:00,Carga de esterilizador liberada,2/1/22 12:15
Entrada Material Sucio,2/1/22 7:59,413,Cargado en carro L+D,2/1/22 8:24,HNB-CPL.002-2-CN12943,Carga L+D iniciada,2/1/22 8:25,Carga L+D liberada,2/1/22 9:42,Montaje,2/1/22 9:47,Produccion montada,2/1/22 9:54,Composicion de cargas,2/1/22 10:00,Carga de esterilizador liberada,2/1/22 12:15
Entrada Material Sucio,2/1/22 9:57,414,Cargado en carro L+D,2/1/22 10:43,HNB-CG.013c-1-CN12966,Carga L+D iniciada,2/1/22 11:01,Carga L+D liberada,2/1/22 12:44,Montaje,2/1/22 13:00,Produccion montada,2/1/22 13:02,Composicion de cargas,2/1/22 13:43,Carga de esterilizador liberada,2/1/22 16:04
Entrada Material Sucio,2/1/22 9:57,414,Cargado en carro L+D,2/1/22 10:43,HNB-CG.013b-7-CN12964,Carga L+D iniciada,2/1/22 11:01,Carga L+D liberada,2/1/22 12:44,Montaje,2/1/22 13:22,Produccion montada,2/1/22 13:22,Composicion de cargas,2/1/22 13:43,Carga de esterilizador liberada,2/1/22 16:04
Entrada Material Sucio,2/1/22 9:57,414,Cargado en carro L+D,2/1/22 10:47,HNB-CG.003-1-CN12967,Carga L+D iniciada,2/1/22 11:01,Carga L+D liberada,2/1/22 12:44,Montaje,2/1/22 12:55,Produccion montada,2/1/22 12:58,Composicion de cargas,2/1/22 14:15,Carga de esterilizador liberada,2/1/22 16:06
Entrada Material Sucio,2/1/22 9:57,414,Cargado en carro L+D,2/1/22 10:50,HNB-CG.001-8-CN12965,Carga L+D iniciada,2/1/22 11:01,Carga L+D liberada,2/1/22 12:44,Montaje,2/1/22 13:17,Produccion montada,2/1/22 13:28,Composicion de cargas,2/1/22 16:52,Carga de esterilizador liberada,2/1/22 18:47
Entrada Material Sucio,2/1/22 10:52,414,Cargado en carro L+D,2/1/22 11:00,DEP-QUI.TRA.STRYK-65-CN12982,Carga L+D iniciada,2/1/22 11:01,Carga L+D liberada,2/1/22 12:44,Montaje,2/1/22 12:58,Produccion montada,2/1/22 13:00,Composicion de cargas,2/1/22 14:15,Carga de esterilizador liberada,2/1/22 16:06
Entrada Material Sucio,2/1/22 9:56,415,Cargado en carro L+D,2/1/22 10:47,EQP-QUI.OFT.002-10-CN12960,Carga L+D iniciada,2/1/22 11:17,Carga L+D liberada,2/1/22 12:18,Montaje,2/1/22 12:26,Produccion montada,2/1/22 12:26,Composicion de cargas,2/1/22 12:39,Carga de esterilizador liberada,2/1/22 14:40
Entrada Material Sucio,2/1/22 9:56,415,Cargado en carro L+D,2/1/22 10:48,HNB-OFT.002-3-CN12962,Carga L+D iniciada,2/1/22 11:17,Carga L+D liberada,2/1/22 12:18,Montaje,2/1/22 12:35,Produccion montada,2/1/22 12:36,Composicion de cargas,2/1/22 12:39,Carga de esterilizador liberada,2/1/22 14:40
Entrada Material Sucio,2/1/22 9:56,415,Cargado en carro L+D,2/1/22 10:48,HNB-OFT.002-15-CN12961,Carga L+D iniciada,2/1/22 11:17,Carga L+D liberada,2/1/22 12:18,Montaje,2/1/22 12:35,Produccion montada,2/1/22 12:36,Composicion de cargas,2/1/22 12:39,Carga de esterilizador liberada,2/1/22 14:40
Entrada Material Sucio,2/1/22 10:52,415,Cargado en carro L+D,2/1/22 10:55,HNB-OFT.025-4-CN12974,Carga L+D iniciada,2/1/22 11:17,Carga L+D liberada,2/1/22 12:18,Montaje,2/1/22 12:28,Produccion montada,2/1/22 12:28,Composicion de cargas,2/1/22 12:39,Carga de esterilizador liberada,2/1/22 14:40
Entrada Material Sucio,2/1/22 10:52,415,Cargado en carro L+D,2/1/22 10:55,HNB-OFT.002-1-CN12973,Carga L+D iniciada,2/1/22 11:17,Carga L+D liberada,2/1/22 12:18,Montaje,2/1/22 12:28,Produccion montada,2/1/22 12:31,Composicion de cargas,2/1/22 12:39,Carga de esterilizador liberada,2/1/22 14:40
Entrada Material Sucio,2/1/22 10:52,415,Cargado en carro L+D,2/1/22 10:55,EQP-QUI.OFT.002-11-CN12976,Carga L+D iniciada,2/1/22 11:17,Carga L+D liberada,2/1/22 12:18,Montaje,2/1/22 12:31,Produccion montada,2/1/22 12:31,Composicion de cargas,2/1/22 12:39,Carga de esterilizador liberada,2/1/22 14:40
Entrada Material Sucio,2/1/22 10:52,415,Cargado en carro L+D,2/1/22 10:55,HNB-OFT.002-16-CN12972,Carga L+D iniciada,2/1/22 11:17,Carga L+D liberada,2/1/22 12:18,Montaje,2/1/22 12:31,Produccion montada,2/1/22 12:31,Composicion de cargas,2/1/22 12:39,Carga de esterilizador liberada,2/1/22 14:40
Entrada Material Sucio,2/1/22 10:52,415,Cargado en carro L+D,2/1/22 10:55,HNB-OFT.002-11-CN12975,Carga L+D iniciada,2/1/22 11:17,Carga L+D liberada,2/1/22 12:18,Montaje,2/1/22 12:35,Produccion montada,2/1/22 12:35,Composicion de cargas,2/1/22 12:39,Carga de esterilizador liberada,2/1/22 14:40
Entrada Material Sucio,2/1/22 10:52,415,Cargado en carro L+D,2/1/22 11:14,EQP-QUI.OFT.002-6-CN12977,Carga L+D iniciada,2/1/22 11:17,Carga L+D liberada,2/1/22 12:18,Montaje,2/1/22 12:31,Produccion montada,2/1/22 12:31,Composicion de cargas,2/1/22 12:39,Carga de esterilizador liberada,2/1/22 14:40
Entrada Material Sucio,2/1/22 10:51,416,Cargado en carro L+D,2/1/22 11:02,HUBU-TR.008-2-CN12971,Carga L+D iniciada,2/1/22 11:37,Carga L+D liberada,2/1/22 12:59,Montaje,2/1/22 13:19,Produccion montada,2/1/22 13:19,Composicion de cargas,2/1/22 13:43,Carga de esterilizador liberada,2/1/22 16:04
Entrada Material Sucio,2/1/22 10:51,416,Cargado en carro L+D,2/1/22 11:05,HUBU-TR.019-2-CN12970,Carga L+D iniciada,2/1/22 11:37,Carga L+D liberada,2/1/22 12:59,Montaje,2/1/22 13:25,Produccion montada,2/1/22 13:41,Composicion de cargas,2/1/22 14:15,Carga de esterilizador liberada,2/1/22 16:06
Entrada Material Sucio,2/1/22 10:52,416,Cargado en carro L+D,2/1/22 11:02,HUBU-TR.006-2-CN12981,Carga L+D iniciada,2/1/22 11:37,Carga L+D liberada,2/1/22 12:59,Montaje,2/1/22 13:54,Produccion montada,2/1/22 14:00,Composicion de cargas,2/1/22 14:15,Carga de esterilizador liberada,2/1/22 16:06
Entrada Material Sucio,2/1/22 10:52,416,Cargado en carro L+D,2/1/22 11:03,HNB-CP.002-7-CN12979,Carga L+D iniciada,2/1/22 11:37,Carga L+D liberada,2/1/22 12:59,Montaje,2/1/22 13:47,Produccion montada,2/1/22 13:51,Composicion de cargas,2/1/22 14:15,Carga de esterilizador liberada,2/1/22 16:06
Entrada Material Sucio,2/1/22 10:52,416,Cargado en carro L+D,2/1/22 11:05,HNB-CPL.003-14-CN12980,Carga L+D iniciada,2/1/22 11:37,Carga L+D liberada,2/1/22 12:59,Montaje,2/1/22 13:42,Produccion montada,2/1/22 13:44,Composicion de cargas,2/1/22 14:14,Carga de esterilizador liberada,2/1/22 16:06
Entrada Material Sucio,2/1/22 11:19,416,Cargado en carro L+D,2/1/22 11:30,HNB-CPL.016-3-CN12992,Carga L+D iniciada,2/1/22 11:37,Carga L+D liberada,2/1/22 12:59,Montaje,2/1/22 13:13,Produccion montada,2/1/22 13:14,Composicion de cargas,2/1/22 13:43,Carga de esterilizador liberada,2/1/22 16:04
Entrada Material Sucio,2/1/22 11:19,416,Cargado en carro L+D,2/1/22 11:34,HUBU-TR.002-2-CN12995,Carga L+D iniciada,2/1/22 11:37,Carga L+D liberada,2/1/22 12:59,Montaje,2/1/22 13:51,Produccion montada,2/1/22 13:54,Composicion de cargas,2/1/22 14:15,Carga de esterilizador liberada,2/1/22 16:06
Entrada Material Sucio,2/1/22 11:19,417,Cargado en carro L+D,2/1/22 11:26,DEP-QUI.TRA.ACUMED-1-CN12986,Carga L+D iniciada,2/1/22 11:59,Carga L+D liberada,2/1/22 13:16,Montaje,2/1/22 13:24,Produccion montada,2/1/22 13:24,Composicion de cargas,2/1/22 13:43,Carga de esterilizador liberada,2/1/22 16:04
Entrada Material Sucio,2/1/22 11:19,417,Cargado en carro L+D,2/1/22 11:30,HNB-CPL.001-1-CN12989,Carga L+D iniciada,2/1/22 11:59,Carga L+D liberada,2/1/22 13:16,Montaje,2/1/22 15:01,Produccion montada,2/1/22 15:03,Composicion de cargas,2/1/22 15:36,Carga de esterilizador liberada,2/1/22 17:17
Entrada Material Sucio,2/1/22 11:19,417,Cargado en carro L+D,2/1/22 11:30,HUBU-TR.008-4-CN12988,Carga L+D iniciada,2/1/22 11:59,Carga L+D liberada,2/1/22 13:16,Montaje,2/1/22 15:28,Produccion montada,2/1/22 15:29,Composicion de cargas,2/1/22 15:36,Carga de esterilizador liberada,2/1/22 17:17
Entrada Material Sucio,2/1/22 11:19,417,Cargado en carro L+D,2/1/22 11:35,HNB-CG.003-5-CN12993,Carga L+D iniciada,2/1/22 11:59,Carga L+D liberada,2/1/22 13:16,Montaje,2/1/22 13:59,Produccion montada,2/1/22 13:59,Composicion de cargas,2/1/22 14:14,Carga de esterilizador liberada,2/1/22 16:06
Entrada Material Sucio,2/1/22 11:19,417,Cargado en carro L+D,2/1/22 11:50,HNB-CP.003-3-CN12990,Carga L+D iniciada,2/1/22 11:59,Carga L+D liberada,2/1/22 13:16,Montaje,2/1/22 14:02,Produccion montada,2/1/22 14:05,Composicion de cargas,2/1/22 14:14,Carga de esterilizador liberada,2/1/22 16:06
Entrada Material Sucio,2/1/22 11:19,417,Cargado en carro L+D,2/1/22 11:50,HNB-CPL.003-6-CN12991,Carga L+D iniciada,2/1/22 11:59,Carga L+D liberada,2/1/22 13:16,Montaje,2/1/22 14:09,Produccion montada,2/1/22 14:11,Composicion de cargas,2/1/22 14:15,Carga de esterilizador liberada,2/1/22 16:06
Entrada Material Sucio,2/1/22 11:53,417,Cargado en carro L+D,2/1/22 11:58,HNB-TR.010-1-CN13003,Carga L+D iniciada,2/1/22 11:59,Carga L+D liberada,2/1/22 13:16,Montaje,2/1/22 14:05,Produccion montada,2/1/22 14:11,Composicion de cargas,2/1/22 14:15,Carga de esterilizador liberada,2/1/22 16:06
Entrada Material Sucio,2/1/22 11:53,417,Cargado en carro L+D,2/1/22 11:59,DEP-QUI.TRA.STRYK-56-CN13004,Carga L+D iniciada,2/1/22 11:59,Carga L+D liberada,2/1/22 13:16,Montaje,2/1/22 13:56,Produccion montada,2/1/22 13:57,Composicion de cargas,2/1/22 14:15,Carga de esterilizador liberada,2/1/22 16:06
Entrada Material Sucio,2/1/22 11:53,418,Cargado en carro L+D,2/1/22 11:58,HNB-GIN.002-4-CN13005,Carga L+D iniciada,2/1/22 12:46,Carga L+D liberada,2/1/22 14:04,Montaje,2/1/22 15:05,Produccion montada,2/1/22 15:13,Composicion de cargas,2/1/22 15:36,Carga de esterilizador liberada,2/1/22 17:17
Entrada Material Sucio,2/1/22 11:53,418,Cargado en carro L+D,2/1/22 11:59,HUBU-TR.001-3-CN13002,Carga L+D iniciada,2/1/22 12:46,Carga L+D liberada,2/1/22 14:04,Montaje,2/1/22 15:55,Produccion montada,2/1/22 16:00,Composicion de cargas,2/1/22 17:50,Carga de esterilizador liberada,2/1/22 19:41
Entrada Material Sucio,2/1/22 11:53,418,Cargado en carro L+D,2/1/22 12:07,HNB-CPL.003-12-CN13006,Carga L+D iniciada,2/1/22 12:46,Carga L+D liberada,2/1/22 14:04,Montaje,2/1/22 14:52,Produccion montada,2/1/22 14:53,Composicion de cargas,2/1/22 15:37,Carga de esterilizador liberada,2/1/22 17:17
Entrada Material Sucio,2/1/22 12:30,418,Cargado en carro L+D,2/1/22 12:39,TRAN-QUI.NEUR.PRIM-1-CN13044,Carga L+D iniciada,2/1/22 12:46,Carga L+D liberada,2/1/22 14:04,Montaje,2/1/22 14:18,Produccion montada,2/1/22 14:18,Composicion de cargas,2/1/22 16:52,Carga de esterilizador liberada,2/1/22 18:47
Entrada Material Sucio,2/1/22 12:30,418,Cargado en carro L+D,2/1/22 12:44,HUBU-NC.007-1-CN13051,Carga L+D iniciada,2/1/22 12:46,Carga L+D liberada,2/1/22 14:04,Montaje,2/1/22 14:45,Produccion montada,2/1/22 14:56,Composicion de cargas,2/1/22 16:52,Carga de esterilizador liberada,2/1/22 18:47
Entrada Material Sucio,2/1/22 12:30,418,Cargado en carro L+D,2/1/22 12:44,HNB-CG.003-9-CN13045,Carga L+D iniciada,2/1/22 12:46,Carga L+D liberada,2/1/22 14:04,Montaje,2/1/22 15:07,Produccion montada,2/1/22 15:07,Composicion de cargas,2/1/22 15:36,Carga de esterilizador liberada,2/1/22 17:17
Entrada Material Sucio,2/1/22 12:30,418,Cargado en carro L+D,2/1/22 12:44,HNB-ORL.024-1-CN13056,Carga L+D iniciada,2/1/22 12:46,Carga L+D liberada,2/1/22 14:04,Montaje,2/1/22 15:56,Produccion montada,2/1/22 15:56,Composicion de cargas,2/1/22 16:52,Carga de esterilizador liberada,2/1/22 18:47
Entrada Material Sucio,1/31/22 12:17,419,Cargado en carro L+D,2/1/22 12:49,HUBU-HOS.OBST.BN004R-0-CN12351,Carga L+D iniciada,2/1/22 12:50,Carga L+D liberada,2/1/22 14:40,Montaje,1/30/22 18:49,Produccion montada,1/30/22 18:49,Composicion de cargas,1/30/22 18:55,Carga de esterilizador liberada,1/30/22 20:30
Entrada Material Sucio,2/1/22 12:30,419,Cargado en carro L+D,2/1/22 12:48,HUBU-QUI.CV.FO614R-0-CN13181,Carga L+D iniciada,2/1/22 12:50,Carga L+D liberada,2/1/22 14:40,Montaje,2/1/22 15:07,Produccion montada,2/1/22 15:07,Composicion de cargas,2/1/22 15:12,Carga de esterilizador liberada,2/1/22 16:29
Entrada Material Sucio,2/1/22 12:30,419,Cargado en carro L+D,2/1/22 12:48,HNB-ORL.011-4-CN13055,Carga L+D iniciada,2/1/22 12:50,Carga L+D liberada,2/1/22 14:40,Montaje,2/1/22 15:34,Produccion montada,2/1/22 15:34,Composicion de cargas,2/1/22 16:52,Carga de esterilizador liberada,2/1/22 18:47
Entrada Material Sucio,2/1/22 12:30,420,Cargado en carro L+D,2/1/22 12:44,HNB-ORL.003-2-CN13054,Carga L+D iniciada,2/1/22 12:55,Carga L+D liberada,2/1/22 14:05,Montaje,2/1/22 17:08,Produccion montada,2/1/22 17:19,Composicion de cargas,2/1/22 17:51,Carga de esterilizador liberada,2/1/22 19:41
Entrada Material Sucio,2/1/22 12:30,420,Cargado en carro L+D,2/1/22 12:50,HNB-CV.001-2-CN13057,Carga L+D iniciada,2/1/22 12:55,Carga L+D liberada,2/1/22 14:05,Montaje,2/1/22 16:31,Produccion montada,2/1/22 16:45,Composicion de cargas,2/1/22 17:51,Carga de esterilizador liberada,2/1/22 19:41
Entrada Material Sucio,2/1/22 12:30,420,Cargado en carro L+D,2/1/22 12:50,HUBU-ORL.015-1-CN13046,Carga L+D iniciada,2/1/22 12:55,Carga L+D liberada,2/1/22 14:05,Montaje,2/1/22 16:35,Produccion montada,2/1/22 16:42,Composicion de cargas,2/1/22 16:52,Carga de esterilizador liberada,2/1/22 18:47
Entrada Material Sucio,2/1/22 12:30,420,Cargado en carro L+D,2/1/22 12:53,HNB-GIN.014-8-CN13048,Carga L+D iniciada,2/1/22 12:55,Carga L+D liberada,2/1/22 14:05,Montaje,2/1/22 15:53,Produccion montada,2/1/22 15:57,Composicion de cargas,2/1/22 16:52,Carga de esterilizador liberada,2/1/22 18:47
Entrada Material Sucio,2/1/22 12:30,420,Cargado en carro L+D,2/1/22 12:53,HNB-CV.005-2-CN13047,Carga L+D iniciada,2/1/22 12:55,Carga L+D liberada,2/1/22 14:05,Montaje,2/1/22 16:45,Produccion montada,2/1/22 16:50,Composicion de cargas,2/1/22 17:24,Carga de esterilizador liberada,2/1/22 18:34
Entrada Material Sucio,2/1/22 12:30,420,Cargado en carro L+D,2/1/22 12:53,HNB-CPL.002-1-CN13052,Carga L+D iniciada,2/1/22 12:55,Carga L+D liberada,2/1/22 14:05,Montaje,2/1/22 16:53,Produccion montada,2/1/22 16:56,Composicion de cargas,2/1/22 17:50,Carga de esterilizador liberada,2/1/22 19:41
Entrada Material Sucio,2/1/22 13:11,421,Cargado en carro L+D,2/1/22 13:29,HNB-CG.001-11-CN13100,Carga L+D iniciada,2/1/22 13:41,Carga L+D liberada,2/1/22 15:10,Montaje,2/1/22 15:42,Produccion montada,2/1/22 16:05,Composicion de cargas,2/1/22 16:52,Carga de esterilizador liberada,2/1/22 18:47
Entrada Material Sucio,2/1/22 13:11,421,Cargado en carro L+D,2/1/22 13:40,EQP-DAVINCI.001-1-CN13096,Carga L+D iniciada,2/1/22 13:41,Carga L+D liberada,2/1/22 15:10,Montaje,2/1/22 15:17,Produccion montada,2/1/22 15:18,Composicion de cargas,2/1/22 15:36,Carga de esterilizador liberada,2/1/22 17:17
Entrada Material Sucio,2/1/22 13:11,421,Cargado en carro L+D,2/1/22 13:40,EQP-DAVINCI.005-2-CN13097,Carga L+D iniciada,2/1/22 13:41,Carga L+D liberada,2/1/22 15:10,Montaje,2/1/22 15:30,Produccion montada,2/1/22 15:30,Composicion de cargas,2/1/22 15:41,Carga de esterilizador liberada,2/1/22 16:58
Entrada Material Sucio,2/1/22 13:11,421,Cargado en carro L+D,2/1/22 13:40,EQP-DAVINCI.004-2-CN13098,Carga L+D iniciada,2/1/22 13:41,Carga L+D liberada,2/1/22 15:10,Montaje,2/1/22 15:56,Produccion montada,2/1/22 15:56,Composicion de cargas,2/1/22 19:46,Carga de esterilizador liberada,2/1/22 21:31
Entrada Material Sucio,1/29/22 14:13,422,Cargado en carro L+D,2/1/22 13:44,HUBU-HOS.UCIA.BH110R-0-CN13187,Carga L+D iniciada,2/1/22 14:05,Carga L+D liberada,2/1/22 15:10,Montaje,2/1/22 15:18,Produccion montada,2/1/22 15:18,Composicion de cargas,2/1/22 15:55,Carga de esterilizador liberada,2/1/22 17:11
Entrada Material Sucio,2/1/22 13:15,422,Cargado en carro L+D,2/1/22 13:27,HUBU-ELECT.001-2-CN13113,Carga L+D iniciada,2/1/22 14:05,Carga L+D liberada,2/1/22 15:10,Montaje,2/1/22 15:14,Produccion montada,2/1/22 15:16,Composicion de cargas,2/1/22 15:36,Carga de esterilizador liberada,2/1/22 17:17
Entrada Material Sucio,2/1/22 13:15,422,Cargado en carro L+D,2/1/22 13:27,HUBU-HOS.URPA.JG522R-0-CN13188,Carga L+D iniciada,2/1/22 14:05,Carga L+D liberada,2/1/22 15:10,Montaje,2/1/22 15:18,Produccion montada,2/1/22 15:18,Composicion de cargas,2/1/22 15:55,Carga de esterilizador liberada,2/1/22 17:11
Entrada Material Sucio,2/1/22 13:15,422,Cargado en carro L+D,2/1/22 13:27,HUBU-ELECT.001-5-CN13114,Carga L+D iniciada,2/1/22 14:05,Carga L+D liberada,2/1/22 15:10,Montaje,2/1/22 15:18,Produccion montada,2/1/22 15:20,Composicion de cargas,2/1/22 15:37,Carga de esterilizador liberada,2/1/22 17:17
