r.KitID,r.DurationBetweenSterilizations,r.CycleNumber,DurationDifference
CONT-QUI.ORL-1,74,1,16.0
HGY-QUI.TRA.CAJA-0,159,1,-1036.0
CONT-QUI.CPL-1,18,1,-12.0
CONT-HOS.CV-1,1364,1,11.0
CONT-HOS.TRA-1,1364,1,4.0
CONT-HOS.CARD-1,1364,1,4.0
CONT-HOS.ORL-2,1341,1,-26.0
CONT-HOS.GINE-4,1358,1,29.0
CONT-HOS.CG-1,1364,1,11.0
CONT-HOS.MI-3,1368,1,21.0
CONT-HOS.DIG-1,1358,1,1.0
CONT-HOS.GINE-3,1394,1,16.0
CONT-HOS.UCIP-1,1344,1,-43.0
CONT-NEONATOS-1,17,1,-1251.0
CONT-URGENCIAS-2,1310,1,-41.0
CONT-QUI.CG-3,342,1,-754.0
CONT-QUI.CG-2,341,1,-638.0
CONT-HOS.CP-1,1346,1,-53.0
CONT-HOS.CV-1,1368,1,4.0
CONT-HOS.ORL-1,1343,1,-6.0
CONT-HOS.MI-1,1374,1,26.0
CONT-HOS.UCIA-4,1325,1,1.0
CONT-HOS.UCIC-2,1319,1,-20.0
CONT-HOS.UCIP-1,1376,1,32.0
CONT-NEONATOS-1,1376,1,1359.0
CONT-URGENCIAS-2,1289,1,-21.0
CONT-PARTOS-3,1292,1,998.0
CONT-QUI.TRA-1,115,1,45.0
CONT-HOS.TRA-1,1353,1,-11.0
CONT-HOS.CARD-1,1349,1,-15.0
CONT-HOS.CV-1,1349,1,-19.0
CONT-UCSI-1,1359,1,11.0
CONT-RADV-1,1366,1,2.0
CONT-QUI.CPL-1,995,1,977.0
CONT-HOS.GINE-1,1349,1,-56.0
CONT-HOS.NEURO-1,1357,1,43.0
CONT-CCEE.ORL-1,1360,1,214.0
CONT-HOS.CG-1,1353,1,-11.0
CONT-HOS.ORL-1,1349,1,6.0
CONT-HOS.OFT-1,1349,1,9.0
CONT-QUI.URO-2,1118,1,-106.0
CONT-QUI.OFT-2,1146,1,-32.0
CONT-QUI.CPL-2,1326,1,1218.0
CONT-QUI.CG-4,193,1,169.0
CONT-QUI.GINE-3,1070,1,-162.0
CONT-QUI.TRA-4,1430,1,373.0
CONT-QUI.OFT-1,1058,1,903.0
CONT-QUI.GINE-1,937,1,-441.0
CONT-QUI.CPL-3,1185,1,1088.0
EXT-CCEE.001-0,1365,1,
CONT-URGENCIAS-2,1013,1,-276.0
CONT-CCEE.GINE-4,1357,1,14.0
CONT-HOS.UCIA-2,1404,1,73.0
CONT-RAD-1,1345,1,2.0
CONT-CCEE.ORL-3,1363,1,1273.0
CONT-CCEE.CPL-1,1364,1,41.0
CONT-CCEE.GINE-1,1359,1,49.0
CONT-HDINA-1,1359,1,49.0
CONT-CCEE.CG-1,1357,1,18.0
CONT-CCEE.CV-1,1357,1,18.0
CONT-CCEE.ORL-1,125,1,-1235.0
CONT-HOS.HDIAH-1,1358,1,17.0
CONT-HOS.DIEP-1,1364,1,1333.0
CONT-QUI.ORL-4,1392,1,122.0
CONT-NEONATOS-1,1350,1,-26.0
CONT-QUI.CPL-2,45,1,-1281.0
CONT-QUI.TRA-1,1122,1,1007.0
CONT-QUI.ORL-3,1383,1,60.0
CONT-PARTOS-3,1294,1,2.0
CONT-QUI.CPL-2,210,1,165.0
CONT-HOS.ORL-1,1285,1,-64.0
CONT-HOS.GINE-1,1286,1,-63.0
CONT-HOS.CARD-2,1340,1,1336.0
CONT-HOS.CPL-1,1336,1,1076.0
CONT-HOS.OFT-2,1346,1,-56.0
CONT-HOS.CV-1,1347,1,-2.0
CONT-HOS.TRA-1,1347,1,-6.0
CONT-HOS.ONC-1,1351,1,-8.0
CONT-UCSI-1,1347,1,-12.0
CONT-HOS.NEURO-1,1316,1,-41.0
CONT-HOS.HEMA-1,1313,1,-67.0
CONT-HOS.MI-3,1341,1,-27.0
CONT-HOS.MI-1,1336,1,-38.0
CONT-QUI.OFT-2,1077,1,-69.0
CONT-QUI.CPL-1,1117,1,122.0
CONT-QUI.ORL-3,1077,1,-306.0
CONT-QUI.ORL-4,1200,1,-192.0
CONT-CCEE.ORL-3,1349,1,-14.0
CONT-ELECT-2,1331,1,21.0
CONT-HOS.URPA-1,1332,1,2.0
CONT-RADTP-1,1348,1,1341.0
CONT-CCEE.ALE-1,1347,1,23.0
CONT-CCEE.CPL-1,1350,1,-14.0
CONT-CCEE.CP-1,1347,1,-11.0
CONT-CCEE.CV-1,1349,1,-8.0
CONT-HDINA-1,1331,1,-28.0
CONT-CCEE.GINE-7,1335,1,-2.0
CONT-CCEE.URO-3,1343,1,6.0
CONT-CCEE.GINE-1,1331,1,-28.0
CONT-QUI.OFT-1,1280,1,222.0
CONT-QUI.NEUR-5,330,1,284.0
CONT-NEONATOS-1,1374,1,24.0
CONT-QUI.TRA-2,1385,1,169.0
CONT-URGENCIAS-2,232,1,-781.0
CONT-QUI.CPL-4,253,1,-1017.0
CONT-QUI.OFT-1,813,1,-467.0
CONT-QUI.ORL-4,1147,1,-53.0
CONT-HOS.CPL-2,1353,1,0.0
CONT-CCEE.ORL-3,1147,1,-202.0
CONT-RADV-1,1353,1,-13.0
CONT-UCSI-1,1350,1,3.0
EQP-CCEE.GIN.005-4,1135,1,-200.0
EQP-CCEE.GIN.006-1,1414,1,-24.0
EQP-CCEE.GIN.005-5,1135,1,-179.0
CONT-HOS.CG-1,1353,1,0.0
CONT-HOS.GINE-4,1346,1,-12.0
CONT-HOS.ORL-1,1408,1,123.0
CONT-QUI.URO-3,1042,1,9.0
CONT-QUI.URO-2,1169,1,51.0
CONT-QUI.ORL-3,1314,1,237.0
CONT-QUI.CV-3,1169,1,-200.0
CONT-QUI.CPL-1,1314,1,197.0
CONT-QUI.NEUR-3,237,1,154.0
CONT-QUI.CPL-5,1214,1,908.0
CONT-QUI.TRA-2,1087,1,-298.0
CONT-CCEE.GINE-4,1332,1,-25.0
CONT-ELECT-2,1316,1,-15.0
CONT-HOS.URPA-2,1317,1,1303.0
CONT-RAD-1,1314,1,-31.0
CONT-CCEE.CG-1,1332,1,-25.0
CONT-CCEE.CV-1,1331,1,-18.0
CONT-CCEE.ORL-1,109,1,-16.0
CONT-HOS.NEF-1,1322,1,-26.0
CONT-CCEE.GINE-1,1317,1,-14.0
CONT-CCEE.DER-1,1328,1,-17.0
EQP-CCEE.GIN.006-5,1319,1,-24.0
EQP-CCEE.GIN.006-4,1319,1,-16.0
CONT-HDINA-1,1316,1,-15.0
CONT-CCEE.GINE-7,1316,1,-19.0
CONT-QUI.URO-1,1415,1,5.0
CONT-HOS.UCIP-1,1367,1,-9.0
CONT-NEONATOS-1,1347,1,-27.0
TRAN-QUI.TRA.STRYKER-1,18,1,-1246.0
CONT-QUI.OFT-2,117,1,-960.0
CONT-QUI.CPL-2,18,1,-192.0
CONT-QUI.TRA-1,18,1,-1104.0
CONT-QUI.GINE-1,57,1,-880.0
CONT-QUI.CG-3,1122,1,780.0
CONT-URGENCIAS-2,1371,1,1139.0
CONT-QUI.GINE-1,245,1,188.0
CONT-HOS.TRA-1,1385,1,38.0
CONT-HOS.CV-1,1385,1,38.0
CONT-UCSI-1,1384,1,34.0
CONT-CCEE.ORL-1,1184,1,1075.0
CONT-MNUCLEAR-1,1164,1,-181.0
CONT-HOS.MI-1,1370,1,34.0
CONT-RADV-1,1426,1,73.0
CONT-HOS.ORL-1,1409,1,1.0
CONT-HOS.GINE-1,30,1,-1256.0
CONT-QUI.OFT-1,1097,1,284.0
CONT-QUI.CPL-1,1124,1,-190.0
CONT-QUI.CG-2,1123,1,782.0
CONT-QUI.URO-2,173,1,-996.0
CONT-QUI.CG-3,1145,1,23.0
CONT-QUI.TRA-1,1145,1,1127.0
CONT-QUI.CV-5,1150,1,-105.0
CONT-CCEE.ORL-3,122,1,-1025.0
CONT-HOS.UCIA-4,1362,1,37.0
CONT-ELECT-2,1329,1,13.0
CONT-CCEE.CP-1,1345,1,-2.0
CONT-CCEE.GINE-1,1328,1,11.0
CONT-CCEE.ENDO-2,1344,1,19.0
CONT-CCEE.ALE-1,1340,1,-7.0
CONT-HDIAONC-1,1342,1,10.0
CONT-HOS.NEF-1,1340,1,18.0
CONT-HDINA-1,1329,1,13.0
CONT-HOS.UCIP-1,1364,1,-3.0
CONT-NEONATOS-1,1364,1,17.0
CONT-QUI.ORL-4,146,1,-1001.0
CONT-QUI.GINE-1,355,1,110.0
CONT-QUI.NEUR-2,1302,1,321.0
CONT-QUI.CPL-2,1302,1,1284.0
CONT-CESAREAS-2,1315,1,1233.0
CONT-QUI.CG-4,1439,1,1246.0
CONT-QUI.TRA-2,137,1,-950.0
CONT-QUI.GINE-1,197,1,-158.0
CONT-QUI.CPL-1,340,1,-784.0
CONT-HOS.CV-1,1357,1,-28.0
CONT-HOS.TRA-1,1357,1,-28.0
CONT-RADV-1,1330,1,-96.0
CONT-HOS.CG-1,1373,1,20.0
CONT-CCEE.ORL-1,1164,1,-20.0
CONT-HOS.DIG-1,1364,1,6.0
CONT-HOS.MI-1,1359,1,-11.0
CONT-PARTOS-1,834,1,592.0
CONT-HOS.GINE-1,1339,1,1309.0
CONT-QUI.TRA-3,1160,1,-135.0
CONT-HOS.HEMA-1,1428,1,115.0
CONT-HOS.OFT-1,1386,1,37.0
HGY-QUI.ORL.CAJA-0,224,1,168.0
CONT-HOS.UCIA-1,1277,1,65.0
CONT-ELECT-2,1256,1,-73.0
CONT-RAD-1,1260,1,-54.0
CONT-CCEE.ORL-1,45,1,-1119.0
CONT-CCEE.CPL-1,1285,1,-65.0
CONT-CCEE.GINE-1,1256,1,-72.0
CONT-CCEE.TRA-1,1273,1,-51.0
CONT-HOS.NEF-1,1270,1,-70.0
CONT-HDINA-1,1256,1,-73.0
CONT-QUI.CPL-3,946,1,-239.0
CONT-URGENCIAS-2,1359,1,-12.0
CONT-CESAREAS-1,345,1,-619.0
CONT-HOS.TRA-1,1384,1,27.0
CONT-HOS.CV-1,1384,1,27.0
CONT-HOS.CARD-1,1394,1,45.0
CONT-HOS.ORL-1,1362,1,-47.0
CONT-HOS.CG-1,1384,1,11.0
CONT-HOS.GINE-3,1383,1,-11.0
CONT-HOS.UCIP-1,1402,1,38.0
CONT-NEONATOS-1,1404,1,40.0
CONT-URGENCIAS-2,1361,1,2.0
CONT-HOS.CARD-1,1360,1,-34.0
CONT-HOS.CV-1,1360,1,-24.0
CONT-HOS.ORL-1,1360,1,-2.0
CONT-HOS.CG-1,1360,1,-24.0
CONT-HOS.GINE-4,1367,1,21.0
CONT-HOS.GINE-1,1361,1,22.0
CONT-HOS.UCIC-2,1352,1,33.0
CONT-URGENCIAS-2,1370,1,9.0
CONT-QUI.TRA-6,859,1,
CONT-HOS.TRA-1,1325,1,-59.0
CONT-HOS.CV-1,1335,1,-25.0
CONT-HOS.CG-1,1335,1,-25.0
CONT-UCSI-1,1343,1,-41.0
CONT-PARTOS-1,790,1,-44.0
CONT-HOS.DIG-1,1349,1,-15.0
CONT-HOS.MI-1,1349,1,-10.0
CONT-HOS.GINE-1,1352,1,-9.0
CONT-QUI.OFT-2,1277,1,1160.0
CONT-QUI.GINE-1,148,1,-49.0
CONT-QUI.CG-3,1179,1,34.0
CONT-HOS.UCIA-2,1328,1,-76.0
CONT-CCEE.ORL-3,1333,1,1211.0
CONT-ELECT-2,1310,1,54.0
CONT-HOS.URPA-1,1311,1,-21.0
CONT-CCEE.NEUC-1,1333,1,
CONT-CCEE.CPL-1,1334,1,49.0
CONT-CCEE.CV-1,1344,1,13.0
CONT-HDIAONC-1,1317,1,-25.0
CONT-CCEE.ALE-1,1317,1,-23.0
CONT-CCEE.TRA-1,1318,1,45.0
CONT-HOS.HDIAH-1,1313,1,-45.0
CONT-CCEE.DER-1,1323,1,-5.0
CONT-HOS.DOM-1,1313,1,-9.0
CONT-CCEE.ENDO-2,1317,1,-27.0
CONT-CCEE.GINE-1,1310,1,54.0
CONT-HDINA-1,1310,1,54.0
CONT-HOS.UCIP-1,1362,1,-40.0
CONT-NEONATOS-1,1362,1,-42.0
CONT-QUI.NEUR-2,1411,1,109.0
HGY-QUI.OFT.CAJA-0,153,1,27.0
HGY-QUI.CP.CAJA-0,232,1,-1054.0
CONT-URGENCIAS-2,1308,1,-62.0
CONT-PARTOS-2,252,1,-341.0
CONT-QUI.TRA-2,72,1,-65.0
CONT-CESAREAS-1,807,1,462.0
CONT-QUI.URO-2,1118,1,945.0
CONT-QUI.CPL-2,846,1,-456.0
CONT-QUI.NEUR-1,959,1,-403.0
CONT-UCSI-1,1366,1,23.0
CONT-RADV-1,1371,1,41.0
CONT-HOS.TRA-1,1408,1,83.0
CONT-HOS.CARD-1,1366,1,6.0
CONT-HOS.CV-1,1408,1,73.0
CONT-HOS.CG-1,1408,1,73.0
CONT-QUI.GINE-1,1254,1,1106.0
CONT-QUI.CPL-4,1052,1,799.0
CONT-HOS.MI-1,1393,1,44.0
CONT-HOS.DIG-1,1393,1,44.0
CONT-HOS.ORL-1,1393,1,33.0
CONT-HOS.UCIA-4,1398,1,36.0
CONT-CCEE.CPL-2,1358,1,6.0
CONT-ELECT-2,1345,1,35.0
EQP-QUI.GINE.006-3,1344,1,30.0
EQP-QUI.GINE.006-2,1340,1,11.0
EQP-QUI.GINE.006-1,1340,1,26.0
EQP-QUI.GINE.005-3,1340,1,11.0
EQP-QUI.GINE.005-1,1340,1,-11.0
EQP-CCEE.GIN.002-3,1340,1,-2.0
EQP-CCEE.GIN.002-2,1340,1,-2.0
EQP-CCEE.GIN.002-1,1340,1,-2.0
CONT-CCEE.CG-2,1355,1,3.0
CONT-HOS.UCIC-1,1375,1,40.0
CONT-CCEE.URO-4,1355,1,10.0
EQP-CCEE.GIN.006-3,1340,1,-2.0
CONT-CCEE.GINE-1,1345,1,35.0
CONT-CCEE.CV-1,1364,1,20.0
CONT-CCEE.ORL-1,161,1,116.0
CONT-HOS.UCIP-1,1377,1,15.0
CONT-QUI.OFT-2,1254,1,-23.0
CONT-QUI.ORL-4,1298,1,1152.0
CONT-NEONATOS-1,1377,1,15.0
CONT-QUI.CV-3,1357,1,188.0
CONT-QUI.TRA-1,1359,1,214.0
CONT-URGENCIAS-2,1339,1,31.0
CONT-CESAREAS-1,78,1,-729.0
CONT-QUI.ORL-1,1125,1,1051.0
CONT-CCEE.ORL-3,1374,1,41.0
CONT-HOS.CARD-1,1374,1,8.0
CONT-HOS.CV-1,1374,1,-34.0
CONT-RADV-1,1374,1,3.0
CONT-HOS.GINE-2,1340,1,-20.0
CONT-UCSI-1,1374,1,8.0
CONT-HOS.ORL-1,1356,1,-37.0
CONT-HOS.GINE-1,1376,1,24.0
CONT-QUI.CPL-1,1301,1,961.0
CONT-QUI.CG-4,1198,1,-241.0
HUBU-CCEE.DER.001-24,1335,1,1334.0
CONT-QUI.TRA-2,1000,1,928.0
CONT-RAD-1,1338,1,78.0
EQP-CCEE.GIN.003-3,1346,1,-5.0
CONT-HOS.URPA-1,1345,1,34.0
CONT-HOS.UCIA-1,1348,1,71.0
CONT-HOS.UCIA-2,1363,1,35.0
CONT-CCEE.GINE-4,1364,1,32.0
CONT-CCEE.GINE-1,1344,1,-1.0
EQP-CCEE.GIN.006-5,1347,1,28.0
EQP-CCEE.GIN.006-4,1347,1,28.0
EQP-CCEE.GIN.006-3,1347,1,7.0
EQP-CCEE.GIN.002-5,1346,1,0.0
EQP-CCEE.GIN.002-4,1346,1,4.0
CONT-CCEE.ORL-1,1348,1,1187.0
CONT-HDINA-1,1344,1,34.0
CONT-CCEE.CP-1,1363,1,18.0
CONT-CCEE.CV-1,1348,1,-16.0
CONT-CCEE.CG-1,1363,1,31.0
CONT-QUI.CPL-2,17,1,-829.0
CONT-HOS.NEF-1,1378,1,108.0
CONT-CESAREAS-2,1323,1,8.0
CONT-QUI.TRA-6,1299,1,440.0
CONT-QUI.URO-2,177,1,-941.0
CONT-QUI.NEUR-1,211,1,-748.0
CONT-QUI.TRA-1,211,1,-1148.0
CONT-QUI.CPL-1,109,1,-1192.0
CONT-CESAREAS-1,357,1,279.0
CONT-QUI.CPL-4,293,1,-759.0
CONT-PARTOS-3,1372,1,78.0
CONT-UCSI-1,1349,1,-25.0
CONT-HOS.CV-1,1360,1,-14.0
CONT-RADV-1,1360,1,-14.0
CONT-HOS.TRA-1,1367,1,-41.0
CONT-HOS.CG-1,1367,1,-41.0
CONT-HOS.DIG-1,1349,1,-44.0
CONT-QUI.OFT-1,1274,1,177.0
CONT-QUI.GINE-1,1181,1,-73.0
CONT-QUI.ORL-3,26,1,-1288.0
CONT-QUI.CG-3,1309,1,130.0
CONT-RAD-1,1350,1,12.0
CONT-CCEE.ORL-3,120,1,-1254.0
CONT-CCEE.GINE-4,1348,1,-16.0
CONT-HOS.UCIA-4,1349,1,-49.0
CONT-HOS.UCIC-2,1415,1,63.0
CONT-CCEE.CG-2,1349,1,-6.0
CONT-URGENCIAS-2,1004,1,-335.0
CONT-ELECT-2,1351,1,6.0
CONT-QUI.NEUR-3,1429,1,1192.0
CONT-QUI.CPL-4,1194,1,901.0
CONT-HDINA-1,1351,1,7.0
CONT-CCEE.GINE-1,1350,1,6.0
CONT-CCEE.ALE-1,1357,1,40.0
CONT-CCEE.CV-1,1347,1,-1.0
CONT-CCEE.CP-1,1347,1,-16.0
CONT-QUI.NEUR-4,1213,1,118.0
CONT-QUI.GINE-4,380,1,325.0
HGY-QUI.CP.CAJA-0,17,1,-215.0
CONT-HOS.NEF-1,1368,1,-10.0
CONT-NEONATOS-4,1373,1,1372.0
CONT-QUI.GINE-1,76,1,-1105.0
CONT-QUI.OFT-2,205,1,-1049.0
CONT-QUI.CG-4,168,1,-1030.0
CONT-QUI.OFT-2,941,1,736.0
CONT-QUI.CPL-1,1212,1,1103.0
CONT-HOS.ONC-1,1352,1,1.0
CONT-UCSI-1,1369,1,20.0
CONT-HOS.CV-1,1369,1,9.0
CONT-CCEE.ORL-3,1156,1,1036.0
CONT-HOS.ORL-1,1349,1,-7.0
CONT-HOS.MI-1,1351,1,-42.0
CONT-CCEE.CG-1,1149,1,-214.0
CONT-HOS.CP-1,1213,1,-133.0
CONT-HOS.GINE-3,1388,1,5.0
CONT-QUI.NEUR-2,1157,1,-254.0
CONT-QUI.CPL-4,49,1,-1145.0
CONT-QUI.GINE-1,1149,1,1073.0
CONT-QUI.OFT-1,1111,1,-163.0
CONT-CCEE.CPL-2,1328,1,-30.0
CONT-HOS.UCIP-1,1315,1,-62.0
CONT-NEONATOS-1,1310,1,-67.0
CONT-RAD-1,1351,1,1.0
CONT-ELECT-2,1351,1,0.0
CONT-CCEE.ORL-1,136,1,-1212.0
CONT-CCEE.TRA-1,1358,1,40.0
CONT-HDINA-1,1351,1,0.0
CONT-CCEE.CPL-1,1374,1,40.0
CONT-CCEE.GINE-1,1351,1,1.0
CONT-CCEE.ALE-1,1363,1,6.0
TRAN-QUI.TRA.LINK-2,1130,1,
CONT-QUI.ORL-1,52,1,-1073.0
CONT-QUI.TRA-1,5,1,-206.0
CONT-URGENCIAS-2,1390,1,386.0
CONT-QUI.GINE-1,1074,1,-75.0
CONT-HOS.CV-1,1389,1,20.0
CONT-HOS.TRA-1,1397,1,30.0
CONT-HOS.ORL-2,1363,1,22.0
CONT-HOS.UCIA-4,1184,1,-165.0
CONT-HOS.HEMA-1,1324,1,-104.0
CONT-HOS.CG-1,1397,1,30.0
CONT-HOS.NEURO-1,1404,1,88.0
CONT-NEONATOS-1,1367,1,57.0
CONT-URGENCIAS-2,287,1,-1103.0
CONT-HOS.GINE-4,1387,1,20.0
CONT-QUI.CG-4,1300,1,1132.0
CONT-QUI.CPL-4,1377,1,1328.0
CONT-QUI.GINE-1,411,1,-663.0
CONT-URGENCIAS-2,1323,1,1036.0
CONT-HOS.GINE-2,1308,1,-32.0
CONT-UCSI-1,1347,1,-22.0
CONT-HOS.CARD-1,1358,1,-16.0
CONT-HOS.TRA-1,1341,1,-56.0
CONT-CCEE.ORL-3,1357,1,201.0
CONT-HOS.GINE-4,1348,1,-39.0
CONT-HOS.ORL-1,1348,1,-1.0
CONT-QUI.ORL-3,1273,1,1247.0
CONT-QUI.CPL-4,1324,1,-53.0
CONT-QUI.TRA-4,137,1,-1293.0
CONT-HOS.URPA-1,1349,1,4.0
CONT-HOS.UCIC-2,1358,1,-57.0
CONT-ELECT-2,1348,1,-3.0
CONT-HOS.POL-1,1359,1,1119.0
CONT-CCEE.TRA-1,1353,1,-5.0
CONT-CCEE.CPL-1,1345,1,-29.0
CONT-CCEE.GINE-1,1348,1,-3.0
CONT-HOS.DIEP-1,1346,1,-18.0
CONT-CCEE.CV-1,1357,1,10.0
CONT-CCEE.ORL-1,1344,1,1208.0
CONT-HDINA-1,1348,1,-3.0
CONT-QUI.TRA-2,63,1,-937.0
CONT-HOS.UCIP-1,1343,1,28.0
CONT-QUI.OFT-2,189,1,-752.0
CONT-NEONATOS-1,1343,1,-24.0
CONT-QUI.GINE-1,1176,1,765.0
CONT-QUI.CV-2,32,1,-1219.0
CONT-QUI.CG-3,31,1,-1278.0
CONT-QUI.OFT-1,38,1,-1073.0
CONT-QUI.TRA-1,51,1,46.0
CONT-QUI.CPL-1,18,1,-1194.0
CONT-QUI.CV-1,1328,1,1258.0
CONT-PARTOS-2,1357,1,1105.0
CONT-URGENCIAS-2,1356,1,33.0
CONT-HOS.ORL-2,1338,1,-25.0
CONT-UCSI-1,1368,1,21.0
CONT-HOS.CPL-2,1170,1,-183.0
CONT-HOS.CV-1,1338,1,-51.0
CONT-CCEE.ORL-3,1373,1,16.0
CONT-HOS.TRA-1,1373,1,32.0
CONT-HOS.MI-1,1344,1,-7.0
CONT-HOS.GINE-4,1347,1,-1.0
CONT-HOS.GINE-1,1347,1,-29.0
CONT-HOS.DIG-1,1349,1,0.0
CONT-HOS.CG-1,1338,1,-59.0
CONT-QUI.NEUR-3,1047,1,-382.0
CONT-QUI.CG-2,774,1,-349.0
CONT-QUI.URO-3,884,1,-158.0
CONT-QUI.NEUR-2,1360,1,203.0
CONT-QUI.CV-3,925,1,-432.0
CONT-RAD-1,1340,1,-11.0
CONT-CCEE.GINE-4,1350,1,2.0
CONT-ELECT-2,1335,1,-13.0
EQP-QUI.GINE.006-3,1343,1,-1.0
EQP-QUI.GINE.005-1,1349,1,9.0
EQP-QUI.GINE.005-2,1349,1,-2.0
CONT-RADTP-1,1332,1,-16.0
CONT-CCEE.ORL-1,1353,1,9.0
CONT-CCEE.CPL-1,1354,1,9.0
CONT-HDINA-1,1335,1,-13.0
CONT-CCEE.CG-1,115,1,-1034.0
CONT-CCEE.CV-1,1353,1,-4.0
CONT-CCEE.CP-1,1350,1,3.0
CONT-CCEE.TRA-1,1344,1,-9.0
CONT-CCEE.GINE-1,1334,1,-14.0
CONT-HOS.UCIP-1,1361,1,18.0
CONT-NEONATOS-4,1330,1,-43.0
EQP-QUI.GINE.008-3,1379,1,37.0
EQP-QUI.GINE.005-3,1388,1,48.0
CONT-HOS.NEF-1,1352,1,-16.0
EQP-CCEE.GIN.006-3,1388,1,41.0
CONT-QUI.TRA-3,84,1,-1076.0
CONT-QUI.URG-3,1164,1,-272.0
CONT-QUI.CV-1,1283,1,-45.0
CONT-QUI.NEUR-2,41,1,-1319.0
CONT-PARTOS-1,573,1,-217.0
CONT-CESAREAS-2,77,1,-1246.0
CONT-HOS.ONC-1,1332,1,-20.0
CONT-HOS.CV-1,1365,1,27.0
CONT-HOS.CPL-2,1365,1,195.0
CONT-HOS.OFT-2,1356,1,10.0
CONT-CCEE.ORL-3,1365,1,-8.0
CONT-HOS.TRA-1,1365,1,-8.0
CONT-UCSI-1,1365,1,-3.0
CONT-RADV-1,1349,1,-11.0
CONT-QUI.GINE-1,1068,1,-108.0
CONT-HOS.CG-1,1365,1,27.0
CONT-HOS.ORL-2,1404,1,66.0
CONT-HOS.GINE-4,1404,1,57.0
CONT-HOS.GINE-1,1404,1,57.0
HGY-QUI.CP.CAJA-0,1130,1,1113.0
CONT-QUI.NEUR-3,920,1,-127.0
CONT-QUI.CPL-4,1357,1,33.0
CONT-QUI.GINE-3,1229,1,159.0
CONT-QUI.GINE-1,103,1,-965.0
CONT-QUI.TRA-2,274,1,211.0
CONT-ELECT-2,1345,1,10.0
EQP-CCEE.GIN.002-2,1346,1,6.0
EQP-CCEE.GIN.002-1,1346,1,6.0
CONT-CCEE.CV-1,1356,1,3.0
CONT-CCEE.ORL-1,1356,1,3.0
CONT-CCEE.CPL-1,1357,1,3.0
CONT-CCEE.NEUC-1,1362,1,29.0
CONT-HOS.NEF-1,1295,1,-57.0
CONT-CCEE.DER-1,1354,1,31.0
CONT-CCEE.GINE-7,1345,1,29.0
CONT-HDINA-1,1345,1,10.0
CONT-CCEE.URO-4,1346,1,-9.0
CONT-CCEE.TRA-1,1341,1,-3.0
CONT-CCEE.ALE-1,1346,1,-17.0
CONT-CCEE.GINE-1,1345,1,11.0
CONT-HOS.UCIP-1,1386,1,25.0
CONT-NEONATOS-1,1386,1,43.0
CONT-QUI.CPL-2,159,1,142.0
CONT-QUI.CPL-1,60,1,42.0
CONT-QUI.CG-3,1359,1,1328.0
CONT-QUI.CV-1,111,1,-1172.0
CONT-URGENCIAS-2,1358,1,2.0
CONT-QUI.CV-5,1067,1,-83.0
CONT-HOS.CV-1,1363,1,-2.0
CONT-HOS.CPL-2,1363,1,-2.0
CONT-UCSI-1,1363,1,-2.0
CONT-CCEE.ORL-3,1363,1,-2.0
CONT-HOS.CG-1,1363,1,-2.0
CONT-HOS.HEMA-1,1370,1,46.0
CONT-HOS.NEURO-1,1370,1,-34.0
CONT-HOS.ORL-2,1375,1,-29.0
CONT-HOS.GINE-1,1375,1,-29.0
CONT-QUI.CG-3,1101,1,-258.0
CONT-QUI.OFT-1,1135,1,1097.0
CONT-QUI.TRA-1,1419,1,1368.0
CONT-HOS.UCIA-2,1354,1,-9.0
CONT-HOS.UCIA-4,1353,1,169.0
CONT-CCEE.ORL-1,1354,1,-2.0
CONT-CCEE.CV-1,1354,1,-2.0
CONT-CCEE.CPL-1,1355,1,-2.0
CONT-CCEE.TRA-1,1335,1,-6.0
CONT-CCEE.CG-1,1355,1,1240.0
CONT-CCEE.CP-1,1355,1,5.0
CONT-CCEE.GINE-1,1333,1,-12.0
CONT-HDINA-1,1333,1,-12.0
CONT-MNUCLEAR-1,106,1,-1058.0
CONT-HOS.UCIP-1,1354,1,-32.0
TRAN-QUI.TRA.STRYKER-1,18,1,0.0
CONT-QUI.NEUR-2,1271,1,1230.0
CONT-QUI.GINE-1,48,1,-55.0
CONT-QUI.TRA-2,1363,1,1089.0
CONT-URGENCIAS-2,1335,1,-23.0
CONT-PARTOS-1,265,1,-308.0
CONT-QUI.CV-3,1346,1,421.0
CONT-HOS.CPL-1,1355,1,19.0
CONT-RADV-1,1355,1,6.0
CONT-HOS.CV-1,1354,1,-9.0
CONT-UCSI-1,1355,1,-8.0
CONT-HOS.ORL-2,1329,1,-46.0
CONT-HOS.CG-1,1355,1,-8.0
CONT-CCEE.ORL-1,1142,1,-212.0
CONT-HOS.MI-1,1344,1,0.0
CONT-HOS.DIG-1,1344,1,-5.0
CONT-QUI.CG-4,149,1,-1151.0
CONT-HOS.OFT-1,1275,1,-111.0
CONT-HOS.GINE-1,1362,1,-13.0
CONT-QUI.OFT-2,1063,1,874.0
CONT-QUI.CPL-2,1108,1,949.0
CONT-QUI.URO-2,1240,1,1063.0
CONT-QUI.CV-2,1319,1,1287.0
CONT-QUI.TRA-1,964,1,-455.0
CONT-QUI.CV-1,1152,1,1041.0
CONT-QUI.CG-3,1325,1,224.0
CONT-HOS.URPA-2,1315,1,-2.0
CONT-CCEE.ORL-3,110,1,-1253.0
CONT-HOS.UCIC-2,1333,1,-25.0
