r.KitID,r.DurationBetweenSterilizations,r.CycleNumber,DurationDifference
DEP-QUI.TRA.CERAVER-18,821,1,-162.0
DEP-QUI.TRA.CERAVER-17,821,1,-161.0
DEP-QUI.TRA.CERAVER-16,821,1,-162.0
DEP-QUI.TRA.CERAVER-15,821,1,-161.0
TRAN-QUI.TRA.EXATECH-4,817,1,-43.0
TRAN-QUI.TRA.EXATECH-3,817,1,23.0
TRAN-QUI.TRA.EXATECH-2,817,1,23.0
TRAN-QUI.TRA.EXATECH-1,816,1,22.0
TRAN-QUI.TRA.BIOMET-1,648,1,436.0
DEP-QUI.NEUR.SYNTHES-2,891,1,-197.0
HNB-NC.019-3,1308,1,950.0
EXT-QUI.NAV_CRANEAL-1,1308,1,950.0
HUBU-NC.006-2,1135,1,292.0
EXT-QUI.NEUR.CUSA36-1,1271,1,964.0
HUBU-QUI.NEU.SET-0,0,1,-1105.0
HUBU-QUI.NEU.SET-0,1173,1,1173.0
HNB-NC.014-1,812,1,-202.0
EXT-QUI.NAV_COLUM-3,862,1,-49.0
HNB-NC.010-4,1135,1,84.0
HGY-QUI.NEUR.SUELTO-0,0,1,-1385.0
HGY-QUI.NEUR.SUELTO-0,675,1,675.0
HGY-QUI.NEUR.CAJA-0,862,1,-316.0
HUBU-QUI.CPL.SL018R-0,1223,1,122.0
HUBU-QUI.CPL.GK701R-0,0,1,-1167.0
HUBU-QUI.CPL.GK701R-0,949,1,949.0
HUBU-QUI.CPL.BT030R-0,1055,1,-137.0
HNB-CPL.016-1,1177,1,150.0
HNB-CPL.003-15,746,1,595.0
HNB-CPL.003-14,746,1,668.0
HNB-CPL.003-13,817,1,-189.0
HNB-CPL.003-10,817,1,-308.0
HNB-CPL.003-9,870,1,29.0
HNB-CPL.003-3,817,1,95.0
HNB-CPL.002-6,918,1,122.0
HNB-CPL.002-5,870,1,-378.0
HNB-CPL.002-4,917,1,25.0
HNB-CPL.002-2,999,1,-57.0
HUBU-QUI.CPL.LX157R-0,1308,1,1294.0
HUBU-QUI.CPL.BJ013R-0,1049,1,-68.0
HGY-QUI.CPL.SUELTO-0,0,1,-923.0
HGY-QUI.CPL.SUELTO-0,685,1,685.0
HGY-QUI.CPL.CAJA-0,986,1,26.0
HGY-QUI.CPL.002-3,917,1,-115.0
EXT-QUI.CPL.003-1,829,1,-206.0
EXT-QUI.CPL.001-0,0,1,-1276.0
EXT-QUI.CPL.001-0,1209,1,1209.0
EXT-QUI.URO.005-1,1088,1,-64.0
EQP-QUI.URO.010-3,1069,1,-77.0
HUBU-TR.008-3,871,1,-209.0
HNB-TR.010-4,818,1,16.0
HNB-TR.010-3,817,1,-224.0
HNB-TR.010-1,1029,1,0.0
HUBU-NC.006-1,982,1,913.0
HUBU-CPL.023-4,594,1,-476.0
HNB-URO.008-1,1062,1,975.0
EXT-QUI.006-0,1256,1,681.0
EXT-QUI.003-0,987,1,-18.0
EXT-QUI.002-0,0,1,-941.0
HUBU-QUI.SUELTO-0,1014,1,1011.0
HNB-ORL.002-5,1230,1,-76.0
HUBU-QUI.ORL.BM066R-0,1058,1,-185.0
HUBU-QUI.ORL.BM065R-0,1178,1,-65.0
HUBU-ORL.021-3,1257,1,353.0
HUBU-ORL.015-1,1061,1,-220.0
HUBU-ORL.013-1,825,1,-481.0
HUBU-ORL.001-6,1065,1,90.0
EXT-QUI.008-0,0,1,-1113.0
EXT-QUI.008-0,1123,1,1123.0
HGY-QUI.ORLSUELTO-0,0,1,-846.0
EQP-QUI.ORL.OPT-9,865,1,-246.0
EXT-QUI.009-0,1204,1,198.0
HUBU-QUI.OPTICA-3,1257,1,856.0
HNB-OFT.005-1,1065,1,235.0
HGY-QUI.OFT.SUELTO-0,1126,1,796.0
HGY-QUI.OFT.CAJA-0,1029,1,-40.0
EXT-QUI.OMS800.04-0,980,1,69.0
EXT-QUI.OMS800.02-0,0,1,-911.0
EXT-QUI.OMS800.02-0,979,1,979.0
EQP-QUI.OFT.004-1,910,1,166.0
EQP-QUI.OFT.003-2,819,1,10.0
EQP-QUI.OFT.002-12,986,1,98.0
EQP-QUI.OFT.002-11,864,1,52.0
EQP-QUI.OFT.002-9,916,1,-23.0
EQP-QUI.OFT.002-8,864,1,-24.0
EQP-QUI.OFT.002-7,753,1,-116.0
EQP-QUI.OFT.002-6,819,1,7.0
EQP-QUI.OFT.002-3,1233,1,884.0
EQP-QUI.OFT.002-2,1017,1,-152.0
EQP-QUI.OFT.002-1,824,1,-28.0
HNB-OFT.002-18,821,1,-258.0
HNB-OFT.002-13,820,1,-12.0
HNB-OFT.002-11,901,1,-93.0
HNB-OFT.002-10,1061,1,272.0
HNB-OFT.002-9,1047,1,145.0
HNB-OFT.002-8,901,1,49.0
HNB-OFT.002-7,951,1,190.0
HNB-OFT.002-6,864,1,123.0
HNB-OFT.002-4,1072,1,96.0
HNB-OFT.002-3,916,1,104.0
HNB-OFT.002-2,986,1,-235.0
HNB-OFT.002-1,1197,1,809.0
HGY-QUI.CV.SUELTO-0,0,1,-419.0
HGY-QUI.CV.SUELTO-0,1324,1,1324.0
HNB-CV.007-4,921,1,-168.0
HNB-CV.006-3,1061,1,268.0
HNB-CV.001-5,865,1,-303.0
EXT-QUI.004-0,0,1,-975.0
HNB-CP.003-4,986,1,68.0
HNB-CP.003-1,1002,1,-181.0
HNB-CP.002-8,941,1,-58.0
HNB-CP.002-7,986,1,129.0
HNB-CP.002-5,779,1,-103.0
HNB-CP.002-4,844,1,-162.0
HNB-CP.002-3,900,1,-236.0
HGY-QUI.CP.CAJA-0,615,1,-523.0
HNB-CP.002-1,868,1,-149.0
EXT-QUI.495NCS-0,5,1,-597.0
HUBU-UCSI.OJOS.001-0,0,1,-1265.0
HUBU-UCSI.OJOS.001-0,1340,1,1340.0
HGY-UCSI.SUELTO-0,0,1,-1265.0
HGY-UCSI.SUELTO-0,1340,1,1340.0
EXT-QUI.OMS800.04-0,25,1,-955.0
HUBU-HOS.TRA.BM065R-0,1111,1,1111.0
HUBU-HOS.TRA.BD222R-0,1290,1,135.0
HUBU-HOS.TRA.BD049R-0,1283,1,-39.0
HUBU-CCEE.ORL.OK081R-0,1103,1,1012.0
HUBU-CCEE.ORL.OK049R-0,1103,1,1012.0
HUBU-CCEE.ORL.OK037R-0,1115,1,-158.0
HUBU-CCEE.ORL.OG345R-0,0,1,-1122.0
HUBU-CCEE.ORL.OG345R-0,1304,1,1304.0
HUBU-CCEE.ORL.OG330R-0,1322,1,48.0
HUBU-CCEE.ORL.OF358R-0,1323,1,44.0
HUBU-CCEE.ORL.OF356R-0,0,1,-1327.0
HUBU-CCEE.ORL.OF356R-0,1309,1,1309.0
HUBU-CCEE.ORL.BD510R-0,1322,1,245.0
HUBU-CCEE.ORL.600768-0,1324,1,248.0
HGY-CCEE.SUELTO-0,0,1,0.0
HGY-CCEE.SUELTO-0,1034,1,1034.0
HGY-HOS.SUELTO-0,0,1,-1273.0
HUBU-HOS.MI.BD559R-0,1306,1,9.0
HUBU-HOS.MI.BM235R-0,1349,1,1346.0
HUBU-HOS.CV.BH442R-0,1284,1,-69.0
HUBU-HOS.CV.BD559R-0,1317,1,45.0
HUBU-HOS.CGB.BH642R-0,1318,1,-63.0
HUBU-HOS.CGA.BD049R-0,1304,1,5.0
HGY-HOS.SUELTO-0,1317,1,1317.0
EXT-GAFAS-0,0,1,-1.0
EXT-GAFAS-0,128,1,128.0
HUBU-ELECT.001-8,1105,1,155.0
HUBU-ELECT.001-7,1104,1,142.0
HGY-ELECT.SUELTO-0,1151,1,99.0
EXT-QUI.002-0,27,1,27.0
EXT-URPA.MAQUET-0,0,1,-1286.0
EXT-URPA.MAQUET-0,1295,1,1295.0
HUBU-CCEE.URO.BH110R-0,1297,1,869.0
EXT-HOS.007-0,0,1,-516.0
EXT-UCI.MAQUET-0,1296,1,195.0
EXT-HOS.002-0,0,1,-1102.0
EXT-HOS.002-0,1297,1,1297.0
EXT-HOS.001-0,1357,1,271.0
HGY-CCEE.SUELTO-0,0,1,-1034.0
HGY-REH.SUELTO-0,1370,1,267.0
HUBU-CCEE.SUELTO-0,0,1,-1291.0
HUBU-CCEE.SUELTO-0,1298,1,1298.0
HUBU-CCEE.ORL.OK081R-0,0,1,-1103.0
HUBU-CCEE.ORL.OK081R-0,69,1,69.0
HUBU-CCEE.ORL.OK049R-0,0,1,-1103.0
HUBU-CCEE.ORL.OK049R-0,70,1,70.0
HUBU-CCEE.ORL.OK039R-0,78,1,-1223.0
HUBU-CCEE.ORL.OK038R-0,1330,1,1265.0
HUBU-CCEE.ORL.OK035R-0,78,1,-1007.0
HUBU-CCEE.ORL.OG101R-0,81,1,-1203.0
HUBU-CCEE.ORL.OG002R-0,0,1,-94.0
HUBU-CCEE.ORL.OG002R-0,1301,1,1301.0
HUBU-CCEE.ORL.GF363R-0,82,1,-993.0
HUBU-CCEE.ORL.GF362R-0,1301,1,1206.0
HUBU-CCEE.ORL.BH645R-0,1302,1,27.0
HUBU-CCEE.ORL.BD883R-0,0,1,-91.0
HUBU-CCEE.ORL.BD883R-0,1300,1,1300.0
HUBU-CCEE.ORL.BD880R-0,1300,1,-27.0
EXT-HOS.007-0,87,1,87.0
EXT-HOS.006-0,0,1,-1042.0
EXT-HOS.006-0,1321,1,1321.0
HGY-HEMO.SUELTO-0,0,1,-1318.0
HGY-HEMO.SUELTO-0,1296,1,1296.0
HUBU-CCEE.GIN.ER055R-0,0,1,-1251.0
HUBU-CCEE.GIN.ER055R-0,1299,1,1299.0
HUBU-CCEE.GIN.EL075R-0,1318,1,0.0
HUBU-CCEE.GIN.BH446R-0,1351,1,44.0
HUBU-CCEE.GIN.BD050R-0,1305,1,3.0
HUBU-HOS.DOM.BD559R-0,1333,1,34.0
HUBU-HOS.DOM.BD222R-0,1309,1,
HUBU-HOS.DOM.BH442R-0,1314,1,55.0
HUBU-CCEE.CV.BD511R-0,0,1,-1344.0
HUBU-CCEE.CV.BD511R-0,1298,1,1298.0
HUBU-CCEE.CV.BD222R-0,0,1,-1344.0
HUBU-CCEE.CV.BD222R-0,1299,1,1299.0
HUBU-CCEE.CV.BC107R-0,1301,1,1252.0
HGY-CCEE.SUELTO-0,73,1,73.0
HUBU-CCEE.CPL.BH110R-0,1303,1,-14.0
HUBU-CCEE.CPL.BD222R-0,0,1,-1352.0
HUBU-CCEE.CPL.BD222R-0,1297,1,1297.0
HUBU-CCEE.CPL.BD029R-0,0,1,-1352.0
HUBU-CCEE.CPL.BD029R-0,1297,1,1297.0
HUBU-CCEE.CPL.BC106R-0,1303,1,4.0
HUBU-CCEE.CIN.BN004R-0,1297,1,122.0
HUBU-CCEE.CIN.BD222R-0,1301,1,-1.0
HUBU-TR.002-2,326,1,-948.0
HUBU-TR.002-1,1122,1,201.0
HUBU-TR.008-2,1305,1,167.0
DEP-QUI.TRA.STRYK-60,1192,1,173.0
DEP-QUI.TRA.STRYK-3,1192,1,151.0
HNB-GIN.007-5,1352,1,1218.0
HNB-CPL.004-2,1223,1,194.0
HNB-CPL.003-17,1123,1,401.0
HNB-CPL.003-7,1123,1,717.0
HNB-CG.012-4,1123,1,-79.0
HNB-CG.012-1,1334,1,279.0
HNB-CG.008-6,1145,1,146.0
HNB-CG.008-1,1324,1,247.0
EXT-HOS.008-0,1169,1,305.0
HNB-GIN.014-8,1096,1,-218.0
HNB-GIN.009-6,1189,1,54.0
HUBU-URG.GIN.EL041R-0,35,1,-1012.0
HUBU-URG.005-5,1159,1,1086.0
HUBU-URG.005-3,1337,1,84.0
HUBU-URG.000-0,0,1,-1048.0
HUBU-URG.000-0,29,1,29.0
HGY-URG.SUELTO-0,35,1,-1020.0
EXT-GAFAS-0,0,1,-128.0
EXT-GAFAS-0,363,1,363.0
HGY-QUI.TRA.CAJA-0,177,1,-397.0
TRAN-QUI.TRA.BIOMET-3,210,1,-832.0
TRAN-QUI.TRA.BIOMET-2,210,1,-830.0
TRAN-QUI.TRA.BIOMET-1,210,1,-438.0
EXT-CISTOSCOPIAS-0,0,1,-466.0
EXT-CISTOSCOPIAS-0,281,1,281.0
HNB-CPL.016-1,286,1,-891.0
EXT-GAFAS-0,0,1,-363.0
EXT-GAFAS-0,47,1,47.0
HNB-CPL.002-6,237,1,-681.0
HUBU-QUI.CPL.FK630R-0,574,1,-741.0
HUBU-CPL.022-1,441,1,-686.0
HGY-QUI.CPL.SUELTO-0,416,1,-269.0
EXT-RADV.SUELTO-0,697,1,-629.0
HNB-CG.012-2,1058,1,-34.0
HUBU-CPL.023-2,832,1,-412.0
HNB-URO.008-1,1147,1,85.0
HNB-URO.002-4,1070,1,
HNB-URO.002-3,952,1,-32.0
HNB-URO.002-2,1318,1,924.0
EXT-QUI.495NCS-0,736,1,731.0
EXT-QUI.015-0,1237,1,-197.0
EXT-QUI.006-0,1243,1,-13.0
HUBU-QUI.SUELTO-0,0,1,-1014.0
HUBU-QUI.SUELTO-0,1270,1,1270.0
EQP-QUI.URO.010-1,1406,1,786.0
HGY-QUI.URO.SUELTO-0,0,1,-72.0
HGY-QUI.URO.SUELTO-0,1406,1,1406.0
HUBU-ORL.021-1,1092,1,806.0
HUBU-ORL.019-2,966,1,-159.0
HUBU-ORL.001-2,901,1,-135.0
EXT-QUI.GOMA-0,737,1,164.0
EXT-QUI.012-0,1201,1,95.0
HGY-QUI.ORLSUELTO-0,0,1,0.0
HGY-QUI.ORLSUELTO-0,857,1,857.0
EQP-QUI.ORL.OPT-13,844,1,
EQP-QUI.ORL.OPT-7,770,1,-95.0
HNB-ORL.004-5,844,1,-5.0
HNB-ORL.004-4,792,1,-73.0
HNB-ORL.004-1,901,1,-177.0
HNB-ORL.003-4,1166,1,-25.0
EXT-QUI.009-0,0,1,-1204.0
EXT-QUI.009-0,874,1,874.0
HNB-OFT.010-10,898,1,90.0
HNB-OFT.010-9,1086,1,183.0
HNB-OFT.010-8,1086,1,149.0
HNB-OFT.010-7,793,1,-138.0
HNB-OFT.010-6,845,1,82.0
HNB-OFT.010-5,845,1,-7.0
HNB-OFT.010-4,849,1,-163.0
HNB-OFT.010-3,889,1,80.0
HNB-OFT.010-1,931,1,-80.0
HNB-OFT.006-3,1046,1,-63.0
HNB-OFT.004-3,992,1,
HGY-QUI.OFT.CAJA-0,0,1,-1029.0
HGY-QUI.OFT.CAJA-0,847,1,847.0
EXT-QUI.OMS800.02-0,0,1,-979.0
EXT-QUI.OMS800.02-0,861,1,861.0
HNB-CV.007-5,813,1,34.0
HNB-CV.007-4,997,1,76.0
HNB-CV.007-3,898,1,-135.0
HNB-CV.007-2,1027,1,119.0
HNB-CV.007-1,845,1,-129.0
HNB-CV.006-1,926,1,-37.0
EXT-QUI.004-0,943,1,943.0
EXT-QUI.002-0,860,1,833.0
HNB-CP.003-1,941,1,-61.0
HUBU-QUI.CP.BM065R-0,1271,1,88.0
EQP-QUI.CP.002-2,1018,1,
EQP-QUI.CP.002-1,1018,1,
HGY-QUI.CAJA-0,746,1,-98.0
HNB-GIN.005-5,900,1,-59.0
HNB-GIN.003-3,1144,1,326.0
HNB-GIN.003-2,1007,1,-64.0
HNB-GIN.002-3,855,1,-86.0
HNB-GIN.002-2,860,1,-336.0
EXT-QUI.002-0,10,1,-850.0
HUBU-QUI.GIN.JG524R-0,1263,1,223.0
EXT-QUI.GIN.002-2,994,1,27.0
EQP-QUI.GINE.006-2,996,1,-285.0
EQP-QUI.GINE.006-1,996,1,44.0
EQP-QUI.GINE.005-1,996,1,-353.0
EQP-QUI.GINE.001-4,1001,1,169.0
EQP-QUI.GINE.001-1,993,1,34.0
DEP-QUI.GIN-2,1255,1,891.0
HGY-QUI.GIN.SUELTO-0,1180,1,233.0
HNB-CG.013a-1,1177,1,191.0
HNB-CG.003-10,951,1,-104.0
HNB-CG.003-6,1323,1,1310.0
HNB-CG.003-4,855,1,58.0
HNB-CG.003-1,1018,1,267.0
HNB-CG.001-7,976,1,10.0
HNB-CG.001-4,951,1,-74.0
EXT-QUI.GOMA-0,10,1,-727.0
EXT-QUI.495NCS-0,0,1,-736.0
HGY-QUI.CG.SUELTO-0,0,1,-1111.0
HGY-QUI.CG.SUELTO-0,701,1,701.0
EQP-QUI.OPT-23,1066,1,61.0
EQP-QUI.CG.OPT-14,1066,1,453.0
EXT-QUI.HARM_AZUL-0,1236,1,52.0
HNB-NC.019-2,954,1,
EXT-QUI.NAV_CRANEAL-1,1105,1,-203.0
HGY-QUI.NEUR.SUELTO-0,1037,1,362.0
EXT-QUI.NEUR.CUSA36-2,1404,1,903.0
HUBU-QUI.CPL.SL018R-0,1194,1,-29.0
HUBU-QUI.CPL.GK701R-0,1037,1,88.0
HNB-CPL.016-2,1419,1,623.0
HNB-CPL.012-2,783,1,-546.0
HNB-CPL.003-13,955,1,138.0
HNB-CPL.003-2,859,1,796.0
HNB-CPL.002-5,858,1,-12.0
HNB-CPL.002-2,955,1,-44.0
HNB-CPL.001-5,1419,1,623.0
HUBU-QUI.CPL.LX157R-0,1285,1,-23.0
HGY-QUI.CPL.SUELTO-0,32,1,-384.0
HGY-QUI.TRA.SUELTO-0,0,1,0.0
HGY-QUI.TRA.SUELTO-0,876,1,876.0
EXT-QUI.FIADOR-0,985,1,-97.0
HUBU-TR.003-6,1012,1,104.0
HUBU-TR.002-4,915,1,-14.0
EXT-QUI.014-0,1223,1,274.0
EXT-QUI.012-0,0,1,-1201.0
EXT-QUI.011-0,1251,1,395.0
HUBU-TR.019-3,912,1,21.0
EXT-QUI.VENDA-0,801,1,753.0
EXT-QUI.TRA.004-2,1093,1,
DEP-QUI.TRA.ZIMMER-56,928,1,-134.0
DEP-QUI.TRA.STRYK-22,912,1,-86.0
DEP-QUI.TRA.STRYK-21,1070,1,179.0
HNB-GIN.015-9,666,1,
HNB-GIN.014-22,57,1,-564.0
HNB-GIN.014-11,681,1,-226.0
HNB-GIN.014-2,39,1,-280.0
EXT-HOS.001-0,0,1,-1357.0
EXT-HOS.001-0,1118,1,1118.0
HGY-QUI.PARTO.SUELTO-0,697,1,556.0
HNB-GIN.009-4,1221,1,1187.0
EXT-QUI.004-0,0,1,-943.0
HUBU-UCSI.OJOS.001-0,0,1,-1340.0
HUBU-UCSI.OJOS.001-0,1339,1,1339.0
HGY-UCSI.SUELTO-0,0,1,-1340.0
HGY-UCSI.SUELTO-0,1339,1,1339.0
EXT-QUI.OMS800.04-0,965,1,940.0
EXT-HOS.007-0,0,1,-87.0
HGY-UCIP.SUELTO-0,0,1,-1381.0
HGY-UCIP.SUELTO-0,1109,1,1109.0
EXT-HOS.002-0,0,1,-1297.0
EXT-HOS.002-0,1118,1,1118.0
HGY-REH.SUELTO-0,1117,1,-253.0
HUBU-CCEE.ORL.OK081R-0,0,1,-69.0
HUBU-CCEE.ORL.OK081R-0,1143,1,1143.0
HUBU-CCEE.ORL.OK049R-0,1144,1,1074.0
HUBU-CCEE.ORL.OK038R-0,1144,1,-186.0
HUBU-CCEE.ORL.OK037R-0,1345,1,230.0
HUBU-CCEE.ORL.OK035R-0,1144,1,1066.0
HUBU-CCEE.ORL.OG345R-0,1346,1,42.0
HUBU-CCEE.ORL.OG101R-0,1145,1,1064.0
HUBU-CCEE.ORL.OG037R-0,1356,1,104.0
HUBU-CCEE.ORL.OG002R-0,1144,1,-157.0
HUBU-CCEE.ORL.OF358R-0,1347,1,24.0
HUBU-CCEE.ORL.GF363R-0,0,1,-82.0
HUBU-CCEE.ORL.GF363R-0,1145,1,1145.0
HUBU-CCEE.ORL.GF362R-0,0,1,-1301.0
HUBU-CCEE.ORL.GF362R-0,1145,1,1145.0
HUBU-CCEE.ORL.BH445R-0,1135,1,1042.0
HUBU-CCEE.ORL.BH444R-0,1355,1,279.0
HUBU-CCEE.ORL.BD883R-0,0,1,-1300.0
HUBU-CCEE.ORL.BD883R-0,1146,1,1146.0
HUBU-CCEE.ORL.BD870R-0,1165,1,-137.0
HGY-CCEE.SUELTO-0,0,1,-73.0
HGY-CCEE.SUELTO-0,1132,1,1132.0
HUBU-HOS.OBST.BF112R-0,1326,1,
HUBU-HOS.SUELTO-0,1142,1,457.0
EXT-MNUC.SUELTO-0,1147,1,1109.0
HUBU-HOS.NEUR.BD049R-0,1313,1,-61.0
HGY-HOS.SUELTO-0,0,1,-1317.0
HGY-HOS.SUELTO-0,1338,1,1338.0
EXT-HOS.007-0,1092,1,1092.0
HGY-NEO.SUELTO-0,0,1,-1376.0
HGY-NEO.SUELTO-0,1039,1,1039.0
HUBU-NC.006-2,1044,1,-91.0
HNB-CPL.002-9,768,1,-545.0
HUBU-TR.008-2,1004,1,-301.0
HNB-NC.014-1,1195,1,383.0
DEP-QUI.NEUR.SYNTHES-3,1439,1,894.0
HNB-NC.010-4,1044,1,-91.0
HNB-CV.001-5,1045,1,180.0
HNB-CV.001-2,1308,1,-128.0
HUBU-QUI.URO.003-1,1087,1,16.0
EXT-GAFAS-0,0,1,-47.0
EXT-GAFAS-0,151,1,151.0
HUBU-CCEE.SUELTO-0,1278,1,-20.0
HUBU-ELECT.001-4,1182,1,227.0
HUBU-ELECT.001-1,1182,1,231.0
HUBU-HOS.URPA.DP552R-0,1290,1,
HUBU-HOS.URPA.BC445R-0,1285,1,13.0
HGY-URPA.SUELTO-0,0,1,-1256.0
HGY-URPA.SUELTO-0,1285,1,1285.0
EXT-URPA.MAQUET-0,0,1,-1295.0
EXT-URPA.MAQUET-0,1289,1,1289.0
EXT-UCI.MAQUET-0,0,1,-1296.0
EXT-UCI.MAQUET-0,1298,1,1298.0
EXT-UCI.AMBU-0,1293,1,1079.0
HGY-UCIA.SUELTO-0,1300,1,199.0
HGY-CCEE.SUELTO-0,0,1,-1132.0
HUBU-CCEE.GIN.BN134R-0,1311,1,-32.0
HUBU-CCEE.GIN.BN113R-0,1306,1,9.0
HUBU-CCEE.GIN.BD050R-0,1311,1,6.0
HUBU-CCEE.ORL.OK081R-0,0,1,-1143.0
HUBU-CCEE.ORL.OK081R-0,84,1,84.0
HUBU-CCEE.ORL.OK049R-0,0,1,-1144.0
HUBU-CCEE.ORL.OK049R-0,85,1,85.0
HUBU-CCEE.ORL.OK039R-0,1307,1,1229.0
HUBU-CCEE.ORL.OK038R-0,85,1,-1059.0
HUBU-CCEE.ORL.OK037R-0,85,1,-1260.0
HUBU-CCEE.ORL.OK035R-0,85,1,-1059.0
HUBU-CCEE.ORL.OG037R-0,0,1,-1356.0
HUBU-CCEE.ORL.OG037R-0,86,1,86.0
HUBU-CCEE.ORL.OG002R-0,86,1,-1058.0
HUBU-CCEE.ORL.OF356R-0,69,1,-1240.0
HUBU-CCEE.ORL.GF363R-0,0,1,-1145.0
HUBU-CCEE.ORL.GF363R-0,83,1,83.0
HUBU-CCEE.ORL.GF362R-0,83,1,-1062.0
HUBU-CCEE.ORL.BH445R-0,84,1,-1051.0
HUBU-CCEE.ORL.BD883R-0,0,1,-1146.0
HUBU-CCEE.ORL.BD883R-0,86,1,86.0
HUBU-CCEE.ORL.BD870R-0,0,1,-1165.0
HUBU-CCEE.ORL.BD870R-0,86,1,86.0
HUBU-CCEE.ORL.821118-0,1327,1,23.0
HUBU-CCEE.ORL.600768-0,69,1,-1255.0
EXT-HOS.006-0,0,1,-1321.0
EXT-HOS.006-0,1257,1,1257.0
HUBU-QUI.HEMO.JG523R-0,0,1,-1303.0
HUBU-QUI.HEMO.JG523R-0,1294,1,1294.0
HGY-HEMO.SUELTO-0,0,1,-1296.0
HGY-HEMO.SUELTO-0,1310,1,1310.0
HUBU-CCEE.GIN.ER055R-0,0,1,-1299.0
HUBU-CCEE.GIN.ER055R-0,1310,1,1310.0
HUBU-CCEE.GIN.EO122R-0,0,1,-1308.0
HUBU-CCEE.GIN.EO122R-0,1349,1,1349.0
HUBU-CCEE.GIN.EO010R-0,1297,1,0.0
HUBU-CCEE.GIN.BH646R-0,1302,1,28.0
HUBU-CCEE.GIN.BH446R-0,1311,1,-40.0
HUBU-CCEE.GIN.BC428R-0,1296,1,-9.0
HUBU-CCEE.GIN.BC330R-0,1309,1,4.0
HUBU-QUI.ELEC.BH111R-0,1291,1,177.0
HGY-ELECT.SUELTO-0,0,1,-1151.0
HGY-ELECT.SUELTO-0,1236,1,1236.0
HUBU-HOS.HMDL.BM065R-0,1294,1,-60.0
HGY-HOS.SUELTO-0,80,1,-1258.0
HUBU-CCEE.CV.BD511R-0,0,1,-1298.0
HUBU-CCEE.CV.BD511R-0,1300,1,1300.0
HUBU-CCEE.CV.BD222R-0,1300,1,1.0
HUBU-CCEE.SUELTO-0,15,1,-1263.0
HUBU-CCEE.CPL.BH110R-0,0,1,-1303.0
HUBU-CCEE.CPL.BH110R-0,1304,1,1304.0
HUBU-CCEE.CPL.BD222R-0,0,1,-1297.0
HUBU-CCEE.CPL.BD222R-0,1303,1,1303.0
HUBU-CCEE.CPL.BD029R-0,0,1,-1297.0
HUBU-CCEE.CPL.BD029R-0,1305,1,1305.0
HGY-CCEE.SUELTO-0,87,1,87.0
HUBU-CCEE.CIN.BN004R-0,1304,1,7.0
HUBU-CCEE.CIN.BD222R-0,1304,1,3.0
HUBU-CCEE.CIN.BC060R-0,1299,1,-4.0
HUBU-CCEE.CGD.BN134R-0,79,1,-1025.0
HUBU-CCEE.CGD.BN104R-0,1330,1,23.0
HUBU-CCEE.CGD.BC106R-0,1296,1,-2.0
HNB-CPL.012-4,1162,1,-123.0
HNB-CPL.002-8,1265,1,395.0
HNB-CPL.001-3,1390,1,329.0
HNB-CPL.001-2,1318,1,1053.0
HUBU-CPL.023-3,1240,1,95.0
DEP-QUI.TRA.ACUMED-9,1312,1,184.0
HNB-TR.010-1,1412,1,383.0
HNB-CG.001-6,1218,1,191.0
HNB-CG.001-2,993,1,200.0
HUBU-URG.BH442R-0,1233,1,-81.0
HUBU-URG.005-5,1114,1,-45.0
HUBU-URG.000-0,1231,1,1202.0
HGY-URG.SUELTO-0,1232,1,1197.0
EXT-GAFAS-0,195,1,44.0
EXT-GAFAS-0,1,1,-194.0
HGY-CCEE.SUELTO-0,348,1,261.0
EXT-GAFAS-0,0,1,-1.0
EXT-GAFAS-0,75,1,75.0
HUBU-ORL.019-4,373,1,-927.0
HUBU-ORL.019-1,173,1,-897.0
EXT-CISTOSCOPIAS-0,382,1,101.0
EXT-GAFAS-0,0,1,-75.0
EXT-GAFAS-0,42,1,42.0
HUBU-QUI.TR.LX164R-0,740,1,-404.0
HUBU-CPL.023-3,792,1,-448.0
EXT-GAFAS-0,0,1,-42.0
EXT-GAFAS-0,111,1,111.0
HUBU-TR.008-2,1045,1,41.0
HUBU-QUI.GIN.JG524R-0,1278,1,15.0
HGY-QUI.SUELTO-0,1127,1,156.0
EQP-QUI.OPT-12,707,1,-705.0
EQP-QUI.CG.OPT-7,46,1,-1092.0
EQP-QUI.CG.OPT-1,1012,1,-4.0
EXT-QUI.GOMA-0,825,1,815.0
EXT-QUI.495NCS-0,825,1,825.0
EXT-QUI.GOMA-0,2,1,-823.0
EXT-QUI.495NCS-0,0,1,-825.0
EXT-QUI.004-0,825,1,825.0
HUBU-QUI.SUELTO-0,996,1,-274.0
HUBU-URG.006-1,706,1,-520.0
HUBU-URG.005-1,719,1,-457.0
HUBU-URG.000-0,831,1,-400.0
HUBU-HOS.UCIP.BD222R-0,1095,1,-305.0
EXT-HOS.007-0,0,1,-1092.0
HGY-UCIP.SUELTO-0,0,1,-1109.0
HGY-UCIP.SUELTO-0,1147,1,1147.0
EXT-UCI.MAQUET-0,0,1,-1298.0
EXT-UCI.MAQUET-0,1212,1,1212.0
EXT-UCI.AMBU-0,1211,1,-82.0
EXT-HOS.002-0,0,1,-1118.0
EXT-HOS.002-0,1213,1,1213.0
HGY-UCIA.SUELTO-0,0,1,-1300.0
HGY-UCIA.SUELTO-0,1078,1,1078.0
