Process Instance;Activity Name;Arrival;Start;Complete;Resources;Batch Number;Cluster Id;Batch Type;Natural Arrival Time
1;Entrada Material Sucio;2022-03-24 23:00:00;2022-03-25 06:00:00;2022-03-25 06:21:07;Usuario_CLE;1;sid-5CBD3FF6-7B24-4CF2-8A46-F93DC969E27F;PARALLEL;
1;Cargado en carro L+D;2022-03-25 06:21:07;2022-03-25 06:21:07;2022-03-25 06:30:38;Usuario_CLE;1;sid-7EA6B7E4-DF8E-409C-BA8B-67277BC5B31E;PARALLEL;
1;Carga L+D iniciada;2022-03-25 06:30:38;2022-03-25 06:30:38;2022-03-25 06:31:31;Usuario_CLE;2;sid-AC68D104-4A40-4D25-A104-EF41EB1745A2;PARALLEL;
1;Instrumental normal;2022-03-25 06:31:31;2022-03-25 06:31:31;2022-03-25 07:31:31;Lavadora_#1;1;sid-B97A3A60-5F52-4BF8-81D8-7C005B14880E;PARALLEL;
1;Carga L+D liberada;2022-03-25 07:31:31;2022-03-25 07:31:31;2022-03-25 07:44:42;Usuario_DF;1;sid-0843CAC2-1650-439C-A750-FF8B35823E8A;PARALLEL;
1;assemply;2022-03-25 07:44:42;2022-03-25 07:44:42;2022-03-25 07:44:42;Usuario_DF;2;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;
1;Montaje;2022-03-25 07:44:42;2022-03-25 07:44:42;2022-03-25 07:44:42;;2;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-03-25 07:44:42
1;Producción montada;2022-03-25 07:44:42;2022-03-25 07:44:42;2022-03-25 07:44:42;;2;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-03-25 07:44:42
1;Composición de cargas;2022-03-25 07:44:42;2022-03-25 07:44:42;2022-03-25 07:45:35;Usuario_DF;2;sid-1E2C1856-73F2-4126-A306-F50DE79D3093;PARALLEL;
1;PRIONES;2022-03-25 07:45:35;2022-03-25 07:45:35;2022-03-25 08:55:10;Autoclave_#1;1;sid-C2BAE868-4117-4EC9-965B-EB16ABA26E8A;PARALLEL;
1;Carga de esterilizador liberada;2022-03-25 08:55:10;2022-03-25 08:55:10;2022-03-25 08:56:25;Usuario_CM;2;sid-B6CA039C-A65D-4FB9-A43D-46FA7BADDBC4;PARALLEL;
2;Entrada Material Sucio;2022-03-25 00:12:29;2022-03-25 06:00:00;2022-03-25 06:21:07;Usuario_CLE;1;sid-5CBD3FF6-7B24-4CF2-8A46-F93DC969E27F;PARALLEL;
2;Cargado en carro L+D;2022-03-25 06:21:07;2022-03-25 06:21:07;2022-03-25 06:30:38;Usuario_CLE;1;sid-7EA6B7E4-DF8E-409C-BA8B-67277BC5B31E;PARALLEL;
2;Carga L+D iniciada;2022-03-25 06:30:38;2022-03-25 06:30:38;2022-03-25 06:31:31;Usuario_CLE;2;sid-AC68D104-4A40-4D25-A104-EF41EB1745A2;PARALLEL;
2;Instrumental normal;2022-03-25 06:31:31;2022-03-25 06:31:31;2022-03-25 07:31:31;Lavadora_#1;1;sid-B97A3A60-5F52-4BF8-81D8-7C005B14880E;PARALLEL;
2;Carga L+D liberada;2022-03-25 07:31:31;2022-03-25 07:31:31;2022-03-25 07:44:42;Usuario_DF;1;sid-0843CAC2-1650-439C-A750-FF8B35823E8A;PARALLEL;
2;assemply;2022-03-25 07:44:42;2022-03-25 07:44:42;2022-03-25 07:44:42;Usuario_DF;2;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;
2;Montaje;2022-03-25 07:44:42;2022-03-25 07:44:42;2022-03-25 07:44:42;;2;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-03-25 07:44:42
2;Producción montada;2022-03-25 07:44:42;2022-03-25 07:44:42;2022-03-25 07:44:42;;2;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-03-25 07:44:42
2;Composición de cargas;2022-03-25 07:44:42;2022-03-25 07:44:42;2022-03-25 07:45:35;Usuario_DF;2;sid-1E2C1856-73F2-4126-A306-F50DE79D3093;PARALLEL;
2;INTRUM;2022-03-25 07:45:35;2022-03-25 07:45:35;2022-03-25 08:55:10;Autoclave_#0;1;sid-257780B6-2484-4B65-891F-01BF1C344E5E;PARALLEL;
2;Carga de esterilizador liberada;2022-03-25 08:55:10;2022-03-25 08:55:10;2022-03-25 08:56:25;Usuario_CM;2;sid-B6CA039C-A65D-4FB9-A43D-46FA7BADDBC4;PARALLEL;
3;Entrada Material Sucio;2022-03-25 00:42:07;2022-03-25 06:00:00;2022-03-25 06:21:07;Usuario_CLE;1;sid-5CBD3FF6-7B24-4CF2-8A46-F93DC969E27F;PARALLEL;
3;Cargado en carro L+D;2022-03-25 06:21:07;2022-03-25 06:21:07;2022-03-25 06:26:21;Usuario_CLE;2;sid-7EA6B7E4-DF8E-409C-BA8B-67277BC5B31E;PARALLEL;
3;Carga L+D iniciada;2022-03-25 06:26:21;2022-03-25 06:26:21;2022-03-25 06:34:00;Usuario_CLE;1;sid-AC68D104-4A40-4D25-A104-EF41EB1745A2;PARALLEL;
3;Instrumental normal;2022-03-25 06:34:00;2022-03-25 06:34:00;2022-03-25 07:34:00;Lavadora_#3;2;sid-B97A3A60-5F52-4BF8-81D8-7C005B14880E;PARALLEL;
3;Carga L+D liberada;2022-03-25 07:34:00;2022-03-25 07:34:00;2022-03-25 07:40:19;Usuario_CM;2;sid-0843CAC2-1650-439C-A750-FF8B35823E8A;PARALLEL;
3;assemply;2022-03-25 07:40:19;2022-03-25 07:40:19;2022-03-25 07:40:19;Usuario_CLE;1;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;
3;Montaje;2022-03-25 07:40:19;2022-03-25 07:40:19;2022-03-25 07:40:19;;1;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-03-25 07:40:19
3;Producción montada;2022-03-25 07:40:19;2022-03-25 07:40:19;2022-03-25 07:40:19;;1;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-03-25 07:40:19
3;Composición de cargas;2022-03-25 07:40:19;2022-03-25 07:40:19;2022-03-25 07:47:58;Usuario_CM;1;sid-1E2C1856-73F2-4126-A306-F50DE79D3093;PARALLEL;
3;CONTENE;2022-03-25 07:47:58;2022-03-25 07:47:58;2022-03-25 08:57:33;Autoclave_#3;1;sid-7431B6F2-819F-4562-9FB3-1EFE00367CD6;PARALLEL;
3;Carga de esterilizador liberada;2022-03-25 08:57:33;2022-03-25 08:57:33;2022-03-25 09:01:53;Usuario_CLE;3;sid-B6CA039C-A65D-4FB9-A43D-46FA7BADDBC4;PARALLEL;
