Process Instance;Activity Name;Arrival;Start;Complete;Resources;Batch Number;Cluster Id;Batch Type;Natural Arrival Time
1;Entrada Material Sucio;2022-03-01 07:00:00;2022-03-01 07:00:00;2022-03-01 07:09:15;Usuario_CLE;1;sid-5CBD3FF6-7B24-4CF2-8A46-F93DC969E27F;PARALLEL;
1;Cargado en carro L+D;2022-03-01 07:09:15;2022-03-01 07:35:18;2022-03-01 07:40:18;Usuario_CLE;1;sid-7EA6B7E4-DF8E-409C-BA8B-67277BC5B31E;PARALLEL;
1;Carga L+D iniciada;2022-03-01 07:40:18;2022-03-01 07:46:35;2022-03-01 07:54:14;Usuario_CLE;1;sid-AC68D104-4A40-4D25-A104-EF41EB1745A2;PARALLEL;
1;Instrumental normal;2022-03-01 07:54:14;2022-03-01 07:54:14;2022-03-01 08:54:14;Lavadora_<enter name>;1;sid-B97A3A60-5F52-4BF8-81D8-7C005B14880E;PARALLEL;
1;Carga L+D liberada;2022-03-01 08:54:14;2022-03-01 08:55:03;2022-03-01 09:05:47;Usuario_CM;1;sid-0843CAC2-1650-439C-A750-FF8B35823E8A;PARALLEL;
1;assemply;2022-03-01 09:05:47;2022-03-01 09:05:50;2022-03-01 09:05:50;Usuario_EH;1;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;
1;Montaje;2022-03-01 09:05:50;2022-03-01 09:05:50;2022-03-01 09:05:50;;1;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-03-01 09:05:47
1;Producción montada;2022-03-01 09:05:50;2022-03-01 09:05:50;2022-03-01 09:05:50;;1;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-03-01 09:05:50
1;Composición de cargas;2022-03-01 09:05:50;2022-03-01 09:05:50;2022-03-01 09:13:29;Usuario_EH;1;sid-1E2C1856-73F2-4126-A306-F50DE79D3093;PARALLEL;
1;CONTENE;2022-03-01 09:13:29;2022-03-01 09:13:29;2022-03-01 10:23:04;Autoclave_A1;1;sid-7431B6F2-819F-4562-9FB3-1EFE00367CD6;PARALLEL;
1;Carga de esterilizador liberada;2022-03-01 10:23:04;2022-03-01 10:23:04;2022-03-01 10:27:24;Usuario_EH;3;sid-B6CA039C-A65D-4FB9-A43D-46FA7BADDBC4;PARALLEL;
2;Entrada Material Sucio;2022-03-01 07:05:29;2022-03-01 07:09:15;2022-03-01 07:35:18;Usuario_CLE;2;sid-5CBD3FF6-7B24-4CF2-8A46-F93DC969E27F;PARALLEL;
2;Cargado en carro L+D;2022-03-01 07:35:18;2022-03-01 07:46:35;2022-03-01 07:54:35;Usuario_CLE;2;sid-7EA6B7E4-DF8E-409C-BA8B-67277BC5B31E;PARALLEL;
2;Carga L+D iniciada;2022-03-01 07:54:35;2022-03-01 07:55:14;2022-03-01 08:00:44;Usuario_CLE;3;sid-AC68D104-4A40-4D25-A104-EF41EB1745A2;PARALLEL;
2;Instrumental normal;2022-03-01 08:00:44;2022-03-01 08:00:44;2022-03-01 09:00:44;Lavadora_L3;3;sid-B97A3A60-5F52-4BF8-81D8-7C005B14880E;PARALLEL;
2;Carga L+D liberada;2022-03-01 09:00:44;2022-03-01 09:02:31;2022-03-01 09:09:48;Usuario_CM;3;sid-0843CAC2-1650-439C-A750-FF8B35823E8A;PARALLEL;
2;assemply;2022-03-01 09:09:48;2022-03-01 09:09:48;2022-03-01 09:09:48;Usuario_CM;2;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;
2;Montaje;2022-03-01 09:09:48;2022-03-01 09:09:48;2022-03-01 09:09:48;;2;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-03-01 09:09:48
2;Producción montada;2022-03-01 09:09:48;2022-03-01 09:09:48;2022-03-01 09:09:48;;2;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-03-01 09:09:48
2;Composición de cargas;2022-03-01 09:09:48;2022-03-01 09:09:48;2022-03-01 09:10:41;Usuario_CM;2;sid-1E2C1856-73F2-4126-A306-F50DE79D3093;PARALLEL;
2;PRIONES;2022-03-01 09:10:41;2022-03-01 09:10:41;2022-03-01 10:20:16;Autoclave_A3;1;sid-C2BAE868-4117-4EC9-965B-EB16ABA26E8A;PARALLEL;
2;Carga de esterilizador liberada;2022-03-01 10:20:16;2022-03-01 10:20:16;2022-03-01 10:21:31;Usuario_EH;2;sid-B6CA039C-A65D-4FB9-A43D-46FA7BADDBC4;PARALLEL;
3;Entrada Material Sucio;2022-03-01 07:09:15;2022-03-01 07:40:18;2022-03-01 07:46:35;Usuario_CLE;3;sid-5CBD3FF6-7B24-4CF2-8A46-F93DC969E27F;PARALLEL;
3;Cargado en carro L+D;2022-03-01 07:46:35;2022-03-01 07:46:35;2022-03-01 08:00:35;Usuario_CLE;3;sid-7EA6B7E4-DF8E-409C-BA8B-67277BC5B31E;PARALLEL;
3;Carga L+D iniciada;2022-03-01 08:00:35;2022-03-01 08:00:35;2022-03-01 08:03:30;Usuario_CLE;7;sid-AC68D104-4A40-4D25-A104-EF41EB1745A2;PARALLEL;
3;Instrumental normal;2022-03-01 08:03:30;2022-03-01 08:54:14;2022-03-01 09:54:14;Lavadora_<enter name>;4;sid-B97A3A60-5F52-4BF8-81D8-7C005B14880E;PARALLEL;
3;Carga L+D liberada;2022-03-01 09:54:14;2022-03-01 09:56:27;2022-03-01 09:58:22;Usuario_EH;4;sid-0843CAC2-1650-439C-A750-FF8B35823E8A;PARALLEL;
3;assemply;2022-03-01 09:58:22;2022-03-01 09:58:22;2022-03-01 09:58:22;Usuario_EH;4;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;
3;Montaje;2022-03-01 09:58:22;2022-03-01 09:58:22;2022-03-01 09:58:22;;4;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-03-01 09:58:22
