Process Instance;Activity Name;Arrival;Start;Complete;Resources;Batch Number;Cluster Id;Batch Type;Natural Arrival Time
1;Entrada Material Sucio;2021-12-31 23:00:00;2022-01-01 07:00:00;2022-01-01 07:30:14;Usuario_AV;1;sid-5CBD3FF6-7B24-4CF2-8A46-F93DC969E27F;PARALLEL;
1;Cargado en carro L+D;2022-01-01 07:30:14;2022-01-01 07:30:14;2022-01-01 07:52:17;Usuario_AV;1;sid-7EA6B7E4-DF8E-409C-BA8B-67277BC5B31E;PARALLEL;
1;Carga L+D iniciada;2022-01-01 07:52:17;2022-01-01 07:52:17;2022-01-01 07:58:11;Usuario_AV;4;sid-AC68D104-4A40-4D25-A104-EF41EB1745A2;PARALLEL;
1;Instrumental normal;2022-01-01 07:58:11;2022-01-01 08:37:53;2022-01-01 09:37:53;Lavadora_L3;4;sid-B97A3A60-5F52-4BF8-81D8-7C005B14880E;PARALLEL;
1;Carga L+D liberada;2022-01-01 09:37:53;2022-01-01 10:05:27;2022-01-01 10:11:30;Usuario_AV;4;sid-0843CAC2-1650-439C-A750-FF8B35823E8A;PARALLEL;
1;assemply;2022-01-01 10:11:30;2022-01-01 10:11:30;2022-01-01 10:11:30;Usuario_AV;4;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;
1;Montaje;2022-01-01 10:11:30;2022-01-01 10:11:30;2022-01-01 10:11:30;;4;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-01-01 10:11:30
1;Producción montada;2022-01-01 10:11:30;2022-01-01 10:11:30;2022-01-01 10:11:30;;4;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-01-01 10:11:30
1;Composición de cargas;2022-01-01 10:11:30;2022-01-01 10:11:30;2022-01-01 10:17:24;Usuario_AV;4;sid-1E2C1856-73F2-4126-A306-F50DE79D3093;PARALLEL;
1;PRIONES;2022-01-01 10:17:24;2022-01-01 10:17:24;2022-01-01 11:21:39;Autoclave_A3;2;sid-C2BAE868-4117-4EC9-965B-EB16ABA26E8A;PARALLEL;
1;Carga de esterilizador liberada;2022-01-01 11:21:39;2022-01-01 11:22:39;2022-01-01 11:23:54;Usuario_AV;2;sid-B6CA039C-A65D-4FB9-A43D-46FA7BADDBC4;PARALLEL;
2;Entrada Material Sucio;2022-01-01 00:12:29;2022-01-01 07:00:00;2022-01-01 07:30:14;Usuario_AV;1;sid-5CBD3FF6-7B24-4CF2-8A46-F93DC969E27F;PARALLEL;
2;Cargado en carro L+D;2022-01-01 07:30:14;2022-01-01 07:30:14;2022-01-01 07:52:17;Usuario_AV;1;sid-7EA6B7E4-DF8E-409C-BA8B-67277BC5B31E;PARALLEL;
2;Carga L+D iniciada;2022-01-01 07:52:17;2022-01-01 07:52:17;2022-01-01 07:58:11;Usuario_AV;4;sid-AC68D104-4A40-4D25-A104-EF41EB1745A2;PARALLEL;
2;Instrumental normal;2022-01-01 07:58:11;2022-01-01 08:37:53;2022-01-01 09:37:53;Lavadora_L3;4;sid-B97A3A60-5F52-4BF8-81D8-7C005B14880E;PARALLEL;
2;Carga L+D liberada;2022-01-01 09:37:53;2022-01-01 10:05:27;2022-01-01 10:11:30;Usuario_AV;4;sid-0843CAC2-1650-439C-A750-FF8B35823E8A;PARALLEL;
2;assemply;2022-01-01 10:11:30;2022-01-01 10:11:30;2022-01-01 10:11:30;Usuario_AV;4;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;
2;Montaje;2022-01-01 10:11:30;2022-01-01 10:11:30;2022-01-01 10:11:30;;4;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-01-01 10:11:30
2;Producción montada;2022-01-01 10:11:30;2022-01-01 10:11:30;2022-01-01 10:11:30;;4;Activity_0n8tvc1;SEQUENTIAL_TASKBASED;2022-01-01 10:11:30
2;Composición de cargas;2022-01-01 10:11:30;2022-01-01 10:11:30;2022-01-01 10:17:24;Usuario_AV;4;sid-1E2C1856-73F2-4126-A306-F50DE79D3093;PARALLEL;
2;PRIONES;2022-01-01 10:17:24;2022-01-01 10:17:24;2022-01-01 11:21:39;Autoclave_A3;2;sid-C2BAE868-4117-4EC9-965B-EB16ABA26E8A;PARALLEL;
2;Carga de esterilizador liberada;2022-01-01 11:21:39;2022-01-01 11:22:39;2022-01-01 11:23:54;Usuario_AV;2;sid-B6CA039C-A65D-4FB9-A43D-46FA7BADDBC4;PARALLEL;
3;Entrada Material Sucio;2022-01-01 00:42:07;2022-01-01 07:00:00;2022-01-01 07:30:14;Usuario_AV;1;sid-5CBD3FF6-7B24-4CF2-8A46-F93DC969E27F;PARALLEL;
3;Cargado en carro L+D;2022-01-01 07:30:14;2022-01-01 07:30:14;2022-01-01 07:30:14;Usuario_AV;2;sid-7EA6B7E4-DF8E-409C-BA8B-67277BC5B31E;PARALLEL;
3;Carga L+D iniciada;2022-01-01 07:30:14;2022-01-01 07:30:14;2022-01-01 07:37:53;Usuario_AV;1;sid-AC68D104-4A40-4D25-A104-EF41EB1745A2;PARALLEL;
3;Instrumental normal;2022-01-01 07:37:53;2022-01-01 07:37:53;2022-01-01 08:37:53;Lavadora_L3;1;sid-B97A3A60-5F52-4BF8-81D8-7C005B14880E;PARALLEL;
